sample_key,material_system,n_or_p,composition,DOI,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,target_tau_eff_step18,pred_tau_eff_step19,tau_eff_ratio_pred_true_step19,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,zt_obs_max_step14,zt_pred_max_step14,manual_review_status_step17,paper_checked_step17,residual_category_step19,residual_note_step19
10.1021_jacs.0c05650__sample_38451,unknown,p,NaSn10BiTe12,10.1021/jacs.0c05650,0.9736149280200443,-0.9162063205090902,-1.8898212485291346,1.8898212485291346,2.6474976954227296,0.4000337659711217,0.15109881555808033,medium,0.2102692488356152,0.3063300667626923,0.5937475,0.4955973259414112,unknown,no,large_under_prediction,selected model primary split test residual
10.1063_1.1710014__sample_7431,unknown,p,(Bi2Te3)5(Bi2Se3)1(Sb2Te3)18,10.1063/1.1710014,2.252788492645014,0.36313862724676627,-1.8896498653982476,1.8896498653982476,9.514229239118372,1.4378351685567603,0.15112471356534143,medium,0.3653370902002644,0.6220391051782063,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.jallcom.2016.06.133__sample_16276,unknown,p,AgSn4SbTe6(SiC)0.01,10.1016/j.jallcom.2016.06.133,1.3087886557309631,-0.580123548258379,-1.8889122039893422,1.8889122039893422,3.701686977962402,0.5598291963703602,0.15123623356141228,medium,0.0616212558169689,0.0879715360837275,0.4132231,0.7993498397211831,unknown,no,large_under_prediction,selected model primary split test residual
10.1021_acsami.9b19798__sample_35965,unknown,p,In0.15Sb1.85Te3,10.1021/acsami.9b19798,-1.8010352881568037,0.07899767051949881,1.8800329586763025,1.8800329586763025,0.1651278447951721,1.0822018010993844,6.553720860596039,medium,0.0791348083859789,0.0456691846458889,0.5995351,0.2534348597945379,unknown,no,large_over_prediction,selected model primary split test residual
10.1002_adfm.201400123__sample_8246,unknown,n,Mg2Si0.4Sn0.49Sb0.11,10.1002/adfm.201400123,-1.8057695374663567,0.07416918251937359,1.8799387199857303,1.8799387199857303,0.1643479360079629,1.076988997795894,6.553103275624418,medium,0.1718827770554195,0.3951479085278935,0.5463918,,unknown,no,large_over_prediction,selected model primary split test residual
10.1002_pssa.202000096__sample_83946,unknown,p,Ti2FeNiSb1.5Sn0.5,10.1002/pssa.202000096,-0.0616623512688709,1.8179307502083482,1.8795931014772191,1.8795931014772191,0.9402002906377114,6.159100537278257,6.5508387931902385,medium,0.348283269133848,0.528670939745028,0.2622,0.2244323278279233,unknown,no,large_over_prediction,selected model primary split test residual
10.1002_zaac.201300383__sample_1251,unknown,n,K8Zn4Sn42,10.1002/zaac.201300383,-2.16493403423201,-0.28572196633745217,1.8792120678945576,1.8792120678945576,0.1147575044145129,0.7514715212835452,6.548343179102017,medium,0.1051960535397442,0.0817432324860944,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.jallcom.2016.06.133__sample_16278,unknown,p,AgSn4SbTe6(SiC)0.03,10.1016/j.jallcom.2016.06.133,1.2985424554890188,-0.580123548258379,-1.878666003747398,1.878666003747398,3.663952400102216,0.5598291963703602,0.15279379621709666,medium,0.0630294156510072,0.0893702500213656,0.8677686,1.0881377603212048,unknown,no,large_under_prediction,selected model primary split test residual
10.1002_aenm.201701313__sample_31573,unknown,p,(Nb0.64Ta0.36)0.8Ti0.2FeSb,10.1002/aenm.201701313,1.696406006165286,-0.17852596012391664,-1.8749319662892026,1.8749319662892026,5.454309369154159,0.8365023408910928,0.15336540050730849,medium,0.2067314713540225,0.1094223955613428,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.jallcom.2015.05.171__sample_3751,unknown,n,CoSb2.8Se0.2,10.1016/j.jallcom.2015.05.171,-1.2175465765609128,0.6560665503115681,1.873613126872481,1.873613126872481,0.2959553808000597,1.9271968740707288,6.511781839752042,medium,0.2057411145669043,0.293378985772675,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.jallcom.2015.05.171__sample_3750,unknown,n,CoSb2.9Se0.1,10.1016/j.jallcom.2015.05.171,-1.2169684609454383,0.6560665503115681,1.8730350112570064,1.8730350112570064,0.2961265266934739,1.9271968740707288,6.508018364952513,medium,0.2121871159327124,0.3047210817207876,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.actamat.2020.05.039__sample_38558,unknown,p,Cu26V2Sn6S32,10.1016/j.actamat.2020.05.039,1.4363237047268096,-0.424057654589587,-1.8603813593163965,1.8603813593163965,4.205207779657772,0.6543861524561797,0.15561327447877854,medium,0.1450003618246806,0.2880696782600251,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1063_1.4869573__sample_13354,unknown,n,Zr3Ni2.5Cu0.5Sb4,10.1063/1.4869573,0.8589714663228589,-0.995019342745829,-1.853990809068688,1.853990809068688,2.360731352891406,0.3697162931466082,0.15661091326371487,medium,0.115405170912417,0.1743414453096832,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.physc.2007.06.013__sample_14881,unknown,p,Bi1.7Pb0.4Sr1.7Nd0.3Ca1.1Cu2.1O8,10.1016/j.physc.2007.06.013,0.4834109610825856,-1.36956552164569,-1.8529764827282755,1.8529764827282755,1.6215961810180104,0.25421738751394785,0.15676984843067066,low,0.9243664606075198,0.854617621309019,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1021_ja208658w__sample_244,unknown,n,Pb1.02SCl0.04,10.1021/ja208658w,0.5674740320297071,-1.28481755796635,-1.8522915899960573,1.8522915899960573,1.763806101978539,0.2767010609315122,0.1568772557375351,medium,0.2684299588581387,0.5112993390515332,0.02600409,0.0230140047269108,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.mtla.2019.100374__sample_27602,unknown,p,Ge,10.1016/j.mtla.2019.100374,0.0577216074417661,1.9088270827119935,1.8511054752702274,1.8511054752702274,1.059420020003059,6.745172627346611,6.366854033329609,medium,0.1959792599129124,0.2328428975656893,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.physc.2007.06.013__sample_14879,unknown,n,Bi1.7Pb0.4Sr1.9Nd0.1Ca1.1Cu2.1O8,10.1016/j.physc.2007.06.013,0.5196111325909689,-1.3308289700581444,-1.8504401026491133,1.8504401026491133,1.6813736911246584,0.26425810841728525,0.1571679810456205,medium,0.3146990003635741,0.3443406906598057,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1021_acsaem.9b01711__sample_40824,unknown,p,Nb0.83Hf0.12Ta0.05FeSb,10.1021/acsaem.9b01711,1.6643032236894977,-0.17852596012391664,-1.8428291838134143,1.8428291838134143,5.281991600647169,0.8365023408910928,0.15836873742635285,medium,0.2405333273172086,0.4700720589555268,0.7202177,0.1473947214901807,unknown,no,large_under_prediction,selected model primary split test residual
10.1063_1.4821798__sample_14963,unknown,n,Cu0.11TiSe2,10.1063/1.4821798,0.7839048276727778,-1.0537846334829757,-1.8376894611557535,1.8376894611557535,2.1900071916309747,0.34861586598830274,0.15918480419631698,medium,0.322001139514918,0.5475086567310337,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1039_c8ta01463a__sample_45799,unknown,n,(Zn0.993Al0.007O)93.18(ZrO2)6.82,10.1039/c8ta01463a,-1.6242942034589185,0.20746641248055694,1.8317606159394755,1.8317606159394755,0.1970507038406457,1.2305563848094756,6.244871806216042,low,0.4166700392249038,0.8539791747590703,0.06575328,0.0082808513884766,unknown,no,large_over_prediction,selected model primary split test residual
10.1007_s11664-018-6831-3__sample_40271,unknown,n,Sr0.97Ti0.8Nb0.2O3,10.1007/s11664-018-6831-3,-0.2039119119669616,-2.0349645206292166,-1.831052608662255,1.831052608662255,0.815534206827471,0.1306851190475683,0.16024480390092966,medium,0.2905761810829079,0.0987653499204321,0.02339295,0.2233978890023567,unknown,no,large_under_prediction,selected model primary split test residual
10.1088_1757-899x_18_14_142006__sample_9649,unknown,n,Mg2SiSb0.005,10.1088/1757-899x/18/14/142006,-1.0720792014944849,0.7563982071982525,1.8284774086927373,1.8284774086927373,0.3422960745095117,2.130588445794544,6.224402219182736,low,0.8455338328582709,,0.2600543,,unknown,no,large_over_prediction,selected model primary split test residual
10.1063_1.4900953__sample_7028,unknown,n,LaOBiS1.8Se0.2,10.1063/1.4900953,-1.706537988822505,0.12152425192830495,1.8280622407508098,1.8280622407508098,0.1814930371500935,1.1292167512767752,6.221818583282182,medium,0.3709808411436621,0.590388290665383,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1063_1.4821798__sample_14962,unknown,n,Cu0.08TiSe2,10.1063/1.4821798,0.770704448409178,-1.0537846334829757,-1.8244890818921538,1.8244890818921538,2.161288233701816,0.34861586598830274,0.16130003418896133,medium,0.3442348371114291,0.5956480825353021,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.mseb.2015.01.008__sample_9245,unknown,n,Mg2Si,10.1016/j.mseb.2015.01.008,0.4475769566511864,-1.3768894836670535,-1.82446644031824,1.82446644031824,1.5645166972535038,0.2523623105714137,0.16130368631695247,medium,0.3215451464914626,0.668006875106956,0.1400365,1.602451396361218,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_s0925-8388_01_00926-4__sample_7908,unknown,n,La2Ca0.2S3,10.1016/s0925-8388(01)00926-4,0.5824009838278441,-1.2419223804130464,-1.8243233642408905,1.8243233642408905,1.7903318322694972,0.2888284457605717,0.16132676666673634,medium,0.3055098982596825,0.4436455336183739,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.jallcom.2004.07.074__sample_11233,unknown,n,TiCoSb,10.1016/j.jallcom.2004.07.074,-2.3032157459200544,-0.4846912202139637,1.8185245257060907,1.8185245257060907,0.099936954589375,0.6158873409677976,6.162758746235368,medium,0.372450949157889,0.5328104288242711,0.05949008,0.0480195734172095,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.jallcom.2013.11.033__sample_27193,unknown,n,Pr0.55Bi0.05Sr0.4MnO3,10.1016/j.jallcom.2013.11.033,-2.04665461663048,-0.23076380101851773,1.8158908156119624,1.8158908156119624,0.1291662923714477,0.793926968631772,6.146549181334791,medium,0.150876176984096,0.0810686538067326,,,unknown,no,large_over_prediction,selected model primary split test residual
10.3365_eml.2010.12.187__sample_8315,unknown,n,Mg2SiBi0.02,10.3365/eml.2010.12.187,-0.4832202708196004,1.3318869839814793,1.8151072548010796,1.8151072548010796,0.6167939467010993,3.78818489170729,6.141734872672249,low,0.7358733389779482,,0.4654545,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.jallcom.2015.05.171__sample_3749,unknown,n,CoSb2.95Se0.05,10.1016/j.jallcom.2015.05.171,-1.157570562939048,0.6560665503115681,1.8136371132506162,1.8136371132506162,0.314248701701663,1.9271968740707288,6.132712286908169,medium,0.22907829624283,0.3135614845945182,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1039_c1ra00315a__sample_22208,unknown,n,Ga2O3(ZnO)9,10.1039/c1ra00315a,-2.711071183113867,-0.8980018702160619,1.8130693128978053,1.8130693128978053,0.0664655717708591,0.40738285084710035,6.129231119105661,low,0.0849888394496292,,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.ceramint.2011.06.068__sample_21669,unknown,n,(ZnO)5.5In2O3,10.1016/j.ceramint.2011.06.068,-2.5330420569102667,-0.7207544317071167,1.8122876252031501,1.8122876252031501,0.0794170612259803,0.48638517311144586,6.124441846663687,medium,0.4916717556838447,0.3603566790371512,,,unknown,no,large_over_prediction,selected model primary split test residual
10.3390_ma11050773__sample_12659,unknown,n,NbCoSb,10.3390/ma11050773,1.3270936129618671,-0.4846912202139637,-1.8117848331758308,1.8117848331758308,3.770070166015288,0.6158873409677976,0.16336230198568144,medium,0.102626802496583,0.0651825932404036,0.4069003,0.4476978857792487,unknown,no,large_under_prediction,selected model primary split test residual
10.1039_c8ta04372h__sample_83059,unknown,p,(Hf0.7Ti0.3CoSb0.8Sn0.2)0.75(Cu1.96Ni0.04Te0.97Se0.03)0.25,10.1039/c8ta04372h,0.5843857601481013,2.395042174849929,1.8106564147018276,1.8106564147018276,1.7938887691900105,10.968660650942354,6.114459736483552,medium,0.1880491970678428,0.4105517462029066,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1557_jmr.2011.153__sample_19937,unknown,n,RuIn2.9Sn0.1,10.1557/jmr.2011.153,-0.2285190556741714,1.5807113263346317,1.8092303820088032,1.8092303820088032,0.7957111342479061,4.858410497718507,6.1057465311335655,medium,0.0817067055025719,0.1303337600436664,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.jallcom.2004.09.036__sample_1871,unknown,n,CoSi,10.1016/j.jallcom.2004.09.036,2.445537377546896,0.6388229390552431,-1.8067144384916527,1.8067144384916527,11.53674752245998,1.8942499189751578,0.1641927168196576,medium,0.3053182801565286,0.5884030471155653,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1007_s11664-010-1474-z__sample_8211,unknown,n,Co0.2Ti0.8S2,10.1007/s11664-010-1474-z,-1.076746255834483,0.7294133057113165,1.8061595615457993,1.8061595615457993,0.3407022821800294,2.0738635267951535,6.087025638705026,medium,0.2722788529171074,0.4713184984086125,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1007_s11664-012-2469-8__sample_466,unknown,n,Pb1Te1I0.0001,10.1007/s11664-012-2469-8,-1.5797170899408928,0.2228559663627524,1.802573056303645,1.802573056303645,0.2060333788757965,1.2496405704964137,6.065233591348016,medium,0.1226194916975814,0.1833363441867151,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.mtphys.2021.100340__sample_44310,unknown,p,(SnTe)0.83(MnTe)0.15Bi0.02,10.1016/j.mtphys.2021.100340,0.4138245034489931,2.2146078011597385,1.8007832977107454,1.8007832977107454,1.5125916489723703,9.15781672209162,6.05438799580395,medium,0.267614244440946,0.317148950243824,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1007_s11664-015-3960-9__sample_915,unknown,n,K32LiGe173.75,10.1007/s11664-015-3960-9,-1.8645652259300505,-3.659131245697958,-1.7945660197679074,1.7945660197679074,0.1549635693825188,0.025754877670907585,0.16619956402354885,medium,0.0881078072635927,0.0918780559121798,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.matlet.2011.08.031__sample_9222,unknown,n,Mg2Si0.58Sn0.418Bi0.002,10.1016/j.matlet.2011.08.031,-1.55225378251891,0.2416764472161835,1.7939302297350934,1.7939302297350934,0.2117701517094853,1.2733821198263762,6.013038709880382,medium,0.1236231910688996,0.1266755783793851,0.4265306,0.4193637348583244,unknown,no,large_over_prediction,selected model primary split test residual
10.1021_jacs.5b01863__sample_20950,unknown,p,Bi0.975CuSeO,10.1021/jacs.5b01863,-3.558794715483085,-1.7655921595539668,1.7932025559291183,1.7932025559291183,0.0284731222542867,0.17108544660146235,6.008664770710385,low,0.5878542983232792,0.9851380182662668,0.5123206,0.2302206112631626,unknown,no,large_over_prediction,selected model primary split test residual
10.1039_c8ta01463a__sample_45803,unknown,n,(Zn0.993Al0.007O)85.86(ZrO2)14.14,10.1039/c8ta01463a,-1.5849124051887304,0.20746641248055694,1.7923788176692874,1.7923788176692874,0.2049657462663453,1.2305563848094756,6.0037172416624855,medium,0.3848446718113135,0.7972318208617081,0.07951046,0.0135489980593888,unknown,no,large_over_prediction,selected model primary split test residual
10.1007_s11664-011-1599-8__sample_15032,unknown,n,In4Se2.85Te0.15,10.1007/s11664-011-1599-8,-2.8382562726168548,-4.6269640595527,-1.788707786935845,1.788707786935845,0.0585276332738797,0.009784418970070338,0.16717605723580534,medium,0.2105326626373002,0.3195588773156362,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.scriptamat.2012.02.010__sample_7567,unknown,n,(Bi0.9Ca0.1S)1.2(TiS2)2,10.1016/j.scriptamat.2012.02.010,0.6445251966622816,-1.1409688259505173,-1.7854940226127989,1.7854940226127989,1.9050822750759293,0.31950932289489936,0.1677141859304554,medium,0.1744118397406208,0.3169650065622879,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.jpcs.2014.01.002__sample_28484,unknown,n,(Sr0.95Nd0.05)3Ti2O7,10.1016/j.jpcs.2014.01.002,0.2233430667240572,-1.5616824998746268,-1.785025566598684,1.785025566598684,1.2502494191429632,0.20978281454778547,0.16779277105490684,medium,0.2805415828511025,0.4321427838927415,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1103_physrevb.75.064204__sample_20627,unknown,n,Fe2VAl0.98Si0.02,10.1103/physrevb.75.064204,0.3715891166536603,2.153505622688831,1.781916506035171,1.781916506035171,1.4500370627943715,8.615006484589943,5.9412319213330544,medium,0.0846735053475192,0.0575711201349069,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.jallcom.2015.09.082__sample_12459,unknown,n,VCoSb,10.1016/j.jallcom.2015.09.082,1.2960552597366652,-0.4846912202139637,-1.780746479950629,1.780746479950629,3.654850756732226,0.6158873409677976,0.168512309246372,medium,0.0789358418393408,0.1291410711258773,0.3846385,0.0495193630193645,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.matchemphys.2011.09.010__sample_7445,unknown,n,Bi1.99Ag0.01S3,10.1016/j.matchemphys.2011.09.010,-3.223100310464106,-1.444029475833869,1.779070834630237,1.779070834630237,0.0398313769996561,0.2359749848827954,5.924349160332387,low,0.3572762218772359,,0.2525172,0.1995272260136287,unknown,no,large_over_prediction,selected model primary split test residual
10.1002_adfm.201902437__sample_41420,unknown,n,Cd3As2,10.1002/adfm.201902437,-0.9806934144177404,0.7976295489838091,1.7783229634015494,1.7783229634015494,0.3750509429326745,2.2202716404988485,5.919920166411661,medium,0.2755946909841278,0.5749975046746001,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1007_s11664-015-3960-9__sample_914,unknown,n,K32Li2Ge175.5,10.1007/s11664-015-3960-9,-2.707299083411446,-0.9298014521679334,1.7774976312435127,1.7774976312435127,0.0667167599900198,0.3946320559328425,5.915036281616129,medium,0.0557394446739907,0.0236258014975515,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1088_0022-3727_41_21_215105__sample_1012,unknown,n,Sr8Ga16In0Ge30,10.1088/0022-3727/41/21/215105,-0.1083284483772162,1.6674474464689863,1.7757758948462026,1.7757758948462026,0.8973328205150283,5.298625495590945,5.904860910525678,medium,0.157097508182546,0.337380927527932,0.5133808,,unknown,no,large_over_prediction,selected model primary split test residual
10.1088_0953-8984_20_25_255233__sample_20510,unknown,n,Fe2VGa0.98Ge0.02,10.1088/0953-8984/20/25/255233,1.6969878863725665,-0.07866540207563702,-1.7756532884482035,1.7756532884482035,5.4574840473720885,0.9243491580174054,0.1693727640784405,medium,0.1083198309777875,0.1976250488554359,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1039_c8ta01463a__sample_45802,unknown,n,(Zn0.993Al0.007O)93.18(ZrO2)6.82,10.1039/c8ta01463a,-1.560660426432923,0.20746641248055694,1.7681268389134799,1.7681268389134799,0.2099973376015437,1.2305563848094756,5.859866600520318,low,0.4434592481812994,0.8975529390278745,0.07735521,0.0257338764214143,unknown,no,large_over_prediction,selected model primary split test residual
10.1007_s11664-019-07743-0__sample_35923,unknown,p,Fe2V0.9Ti0.1Al,10.1007/s11664-019-07743-0,2.10654979332714,0.3409737766977049,-1.7655760166294354,1.7655760166294354,8.219832184322444,1.4063163621195436,0.17108820844320746,medium,0.1110259386299099,0.1437156006364716,,0.0569787035339478,unknown,no,large_under_prediction,selected model primary split test residual
10.1063_1.3548867__sample_12173,unknown,n,(Zr0.5Hf0.5)0.99Nb0.01NiSn,10.1063/1.3548867,1.3921499587963515,-0.3694824611627197,-1.7616324199590712,1.7616324199590712,4.023491100801565,0.6910919050010312,0.17176424346094638,medium,0.1121262281836866,0.2137085382615546,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.jallcom.2020.157788__sample_40190,unknown,n,(Pb0.995Bi0.005S)(Pb0.067Cl0.134),10.1016/j.jallcom.2020.157788,0.0170663202317104,-1.742027459452399,-1.7590937796841095,1.7590937796841095,1.0172127818756422,0.17516490062436355,0.17220084503989064,medium,0.4084306419917682,0.7821554398692029,0.7532067,1.4901389668379788,unknown,no,large_under_prediction,selected model primary split test residual
10.1039_c6ta09189j__sample_2787,unknown,n,PbTe0.75Se0.25,10.1039/c6ta09189j,-1.9739846026344163,-0.21709953067724655,1.7568850719571698,1.7568850719571698,0.138902281671733,0.8048498580668495,5.794360239300797,medium,0.5612434555892172,0.7606749463975528,0.9615187,0.5531475866476243,unknown,no,large_over_prediction,selected model primary split test residual
10.2320_matertrans.m2015357__sample_515,unknown,p,Fe0.9Mn0.1Si1.86,10.2320/matertrans.m2015357,1.913565363991862,0.1571560510408426,-1.7564093129510194,1.7564093129510194,6.777208991249756,1.1701782071808093,0.17266373350617623,low,0.4080058323809381,0.8156682580140504,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1063_1.4889822__sample_853,unknown,n,Ba8Ga16Sn30,10.1063/1.4889822,-0.5696134728542547,-2.325848656289852,-1.7562351834355971,1.7562351834355971,0.5657440718843124,0.09770049471922719,0.1726938019762507,medium,0.2266777928295772,0.2280268728888748,0.7184716,,unknown,no,large_under_prediction,selected model primary split test residual
10.3724_sp.j.1077.2011.00680__sample_16916,unknown,p,AgNa0.01SbTe2Se0.04,10.3724/sp.j.1077.2011.00680,-0.7943841780975012,-2.54891204070001,-1.754527862602509,1.754527862602509,0.4518594141834645,0.0781666619034952,0.17298889754183117,medium,0.3386760380597644,0.4391348991754286,1.268422,1.006993365275646,unknown,no,large_under_prediction,selected model primary split test residual
10.1021_ja208658w__sample_402,unknown,n,Pb1.02Ca0.01SCl0.02,10.1021/ja208658w,1.0027945842378811,-0.7482940587035914,-1.7510886429414727,1.7510886429414727,2.72588892038982,0.47317307009040777,0.17358486860966474,medium,0.2983619378707554,0.5325458921033805,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.mtphys.2021.100340__sample_44309,unknown,p,(SnTe)0.83(MnTe)0.15Bi0.02,10.1016/j.mtphys.2021.100340,0.4671943878935145,2.2146078011597385,1.747413413266224,1.747413413266224,1.595511521398156,9.15781672209162,5.739737130864823,medium,0.2933676750292815,0.4001440686808689,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1002_ejic.201100282__sample_6270,unknown,p,YbCd1.2Mn0.8Sb2,10.1002/ejic.201100282,-2.270390590344542,-0.526666759518352,1.7437238308261902,1.7437238308261902,0.1032718352227555,0.5905702050725115,5.71859891710709,medium,0.0937362665944528,0.2013573115392036,0.1265396,0.1155570006362038,unknown,no,large_over_prediction,selected model primary split test residual
10.1103_physrevb.81.125205__sample_15084,unknown,n,La2.99Te4,10.1103/physrevb.81.125205,1.2678388368536706,-0.4756202121500216,-1.7434590490036923,1.7434590490036923,3.553165288746486,0.6214994753804802,0.1749143157929863,medium,0.2549957138699782,0.4047055188688852,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.nanoen.2015.05.032__sample_6375,unknown,p,Bi0.5Sb1.5Te3,10.1016/j.nanoen.2015.05.032,1.3243505276753775,-0.4173742750322476,-1.741724802707625,1.741724802707625,3.759742713031778,0.6587743110207169,0.17521792348644386,low,0.2400805599407383,,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1007_s11664-011-1531-2__sample_17647,unknown,p,Al32CrMn33Si34,10.1007/s11664-011-1531-2,-1.870070043186425,-0.12870837541531807,1.741361667771107,1.741361667771107,0.1541128668808146,0.8792303333429909,5.705106595823413,medium,0.1939530773086608,0.2640026764720907,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.nanoen.2015.05.032__sample_6376,unknown,p,Bi0.5Sb1.5Te3,10.1016/j.nanoen.2015.05.032,1.323071011834691,-0.4173742750322476,-1.7404452868669384,1.7404452868669384,3.754935139013001,0.6587743110207169,0.17544226108626693,low,0.2607115790415628,,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1063_1.4938474__sample_19904,unknown,n,Fe0.50Co0.50Ga2.65Ge0.35,10.1063/1.4938474,0.8104416587564917,-0.9290368965982285,-1.73947855535472,1.73947855535472,2.2489010141960826,0.39493388943873114,0.17561194865657911,medium,0.340783841354788,0.7424723423873346,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1007_s10853-012-6967-0__sample_8798,unknown,n,Mg2Si0.4Sn0.6,10.1007/s10853-012-6967-0,-1.1966542504592848,0.5383045949855351,1.7349588454448197,1.7349588454448197,0.3022036199800504,1.7131000003961703,5.668694506403525,medium,0.083741004221934,0.0967344518761734,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1021_jacs.8b05741__sample_45118,unknown,n,Pb0.95Sb0.033Se,10.1021/jacs.8b05741,-1.455622760602865,0.2779000425856382,1.7335228031885033,1.7335228031885033,0.2332550566003466,1.3203542114197109,5.660559863797392,medium,0.1901479287206239,0.3728384194118002,0.188601,,unknown,no,large_over_prediction,selected model primary split test residual
10.1002_pssa.201532642__sample_2493,unknown,n,CoSb3,10.1002/pssa.201532642,0.2415159347005538,-1.4901608395190917,-1.7316767742196455,1.7316767742196455,1.2731777424619664,0.2253364096248712,0.17698739312637857,medium,0.1457998938880694,0.2568164670040596,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.scriptamat.2015.07.025__sample_25844,unknown,n,Sr0.5Ba0.5Nb2O6,10.1016/j.scriptamat.2015.07.025,-1.3476071907996707,-3.0790657221654456,-1.7314585313657749,1.7314585313657749,0.2598613158636574,0.046002215428416884,0.17702602357541,low,0.5878982713360301,0.9381492978282484,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_j.jallcom.2015.09.082__sample_12462,unknown,n,VCoSb,10.1016/j.jallcom.2015.09.082,1.245948514376657,-0.4846912202139637,-1.7306397345906208,1.7306397345906208,3.476230490681412,0.6158873409677976,0.17717103127044695,medium,0.0797779421101039,0.121551372901919,0.3558798,0.409361713446029,unknown,no,large_under_prediction,selected model primary split test residual
10.1016_s0921-4526_01_01322-9__sample_18265,unknown,n,UCu5In,10.1016/s0921-4526(01)01322-9,1.8690525432650504,0.13876859906472536,-1.730283944200325,1.730283944200325,6.4821519304337,1.14885822237547,0.17723407823589898,medium,0.1536095209175005,0.3113217516162967,,,unknown,no,large_under_prediction,selected model primary split test residual
10.1007_s11664-012-1985-x__sample_8520,unknown,p,Ag0.03Mg2Sn,10.1007/s11664-012-1985-x,0.8008366025758391,-0.9290376218767875,-1.7298742244526266,1.7298742244526266,2.2274036008154705,0.3949336030017528,0.17730670941591564,medium,0.1826394346786146,0.3429007215325226,0.1863354,,unknown,no,large_under_prediction,selected model primary split test residual
10.1021_acsaem.9b02168__sample_34393,unknown,p,Fe0.34Yb14MgSb11,10.1021/acsaem.9b02168,-0.1436168496452983,1.5834065870076826,1.7270234366529809,1.7270234366529809,0.8662195768231006,4.871522843123187,5.623889107874607,medium,0.1481480189261845,0.0643784216213221,,,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.jmat.2019.01.008__sample_41037,unknown,p,Ag1.6Cu0.4Te,10.1016/j.jmat.2019.01.008,-1.390104144110028,0.3364571558502165,1.7265612999602444,1.7265612999602444,0.2490493662564253,1.399978887079805,5.621290702817384,low,0.0582717592753077,,0.4878961,0.5004729109486987,unknown,no,large_over_prediction,selected model primary split test residual
10.1016_j.intermet.2016.05.012__sample_14729,unknown,p,Cu1.99Fe0.01Se,10.1016/j.intermet.2016.05.012,0.8329599389608288,-0.8932191881870265,-1.7261791271478553,1.7261791271478553,2.300116879828826,0.40933590017089155,0.17796308690250306,medium,0.245270140775034,0.3747393097154056,,,unknown,no,large_under_prediction,selected model primary split test residual
