sample_key,material_system,n_or_p,composition,DOI,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,target_tau_eff_step18,pred_tau_eff_step19,tau_eff_ratio_pred_true_step19,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,zt_obs_max_step14,zt_pred_max_step14,manual_review_status_step17,paper_checked_step17,residual_category_step19,residual_note_step19,additive_final_step17,structure_final_step17,manual_review_status_step17__rec,tau_eff_ml_problem_reason_step19,needs_manual_review_for_ml_step19
10.1103_physrevb.88.205201__sample_24151,unknown,n,TiO2,10.1103/physrevb.88.205201,-3.067633559824245,-0.311597060733946,2.756036499090299,2.756036499090299,0.0465311378260228,0.7322765317583235,15.737344195112156,medium,0.4166059787836881,0.795137456229366,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.intermet.2015.07.010__sample_14687,unknown,n,GaPd2,10.1016/j.intermet.2015.07.010,3.87710713040567,1.1221816246097616,-2.7549255057959083,2.7549255057959083,48.28433256042012,3.071547863520313,0.06361375834856497,medium,0.2642194953278614,0.1842597135843131,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_ja403653m__sample_13265,unknown,p,CaCeAgSb,10.1021/ja403653m,2.119373504506423,-0.6345565162633382,-2.753930020769761,2.753930020769761,8.325919702225486,0.5301705582091014,0.06367711642323297,medium,0.3275860605076386,0.5522367925805232,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3093833__sample_46745,unknown,n,(PbI2)0.00054(Ge0.8Si0.2)0.05(PbTe)0.95,10.1063/1.3093833,0.2264566551337689,-2.527161880687081,-2.75361853582085,2.75361853582085,1.2541482477677204,0.07988542321711396,0.06369695397597802,medium,0.3752029309403127,0.6496482479697759,0.6961968,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.0c05650__sample_38432,unknown,p,NaSn20SbTe22,10.1021/jacs.0c05650,1.5865922181003729,-1.1643729341194855,-2.7509651522198584,2.7509651522198584,4.887066462734919,0.3121183194299945,0.06386619085497881,medium,0.2523178871058952,0.3115985686564599,0.9964109,0.2475981299064026,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.mseb.2003.10.014__sample_15594,unknown,p,Pb0.79Sn0.21Cd0.001Te,10.1016/j.mseb.2003.10.014,-2.482461707349118,0.25148534460219674,2.733947051951315,2.733947051951315,0.0835373278123341,1.2859340540506936,15.393526316038425,medium,0.5740546580023664,0.7063086608516083,,0.0308749994230555,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1557_jmr.2011.153__sample_19936,unknown,n,RuIn2.95Sn0.05,10.1557/jmr.2011.153,-1.135252837052135,1.5807113263346317,2.715964163386767,2.715964163386767,0.321340864185584,4.858410497718507,15.119180406861137,medium,0.1071342047034569,0.176260127527708,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1109_ict.2002.1190285__sample_29735,unknown,n,ZnO,10.1109/ict.2002.1190285,-1.0282773581332842,-3.7425650049474477,-2.7142876468141637,2.7142876468141637,0.357622485718615,0.02369325181457825,0.06625213111800975,medium,0.0739575530697724,0.0895171495302778,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1109_ict.2005.1519977__sample_15069,unknown,n,CaB6,10.1109/ict.2005.1519977,1.3185136469030114,-1.393987641670496,-2.7125012885735074,2.7125012885735074,3.737861464323945,0.24808405924703422,0.06637058692915052,medium,0.1475469187616886,0.1387542171098298,0.2314755,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.0c05650__sample_38436,unknown,p,NaSn15SbTe17,10.1021/jacs.0c05650,1.5480934467271448,-1.1643729341194855,-2.7124663808466303,2.7124663808466303,4.702496071223229,0.3121183194299945,0.0663729038159101,medium,0.2375755828156875,0.2911340399340498,0.9432208,0.4511912035188407,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.actamat.2013.03.031__sample_4859,unknown,n,Ba0.03Sr0.01(Nd0.9513Pr0.0487)0.10Yb0.02Fe2.1Ni1.9Sb12,10.1016/j.actamat.2013.03.031,1.143257405703977,-1.5645090067031686,-2.7077664124071457,2.7077664124071457,3.1369701249084407,0.20919069919320962,0.06668558859779238,medium,0.2786402274680177,0.3498123113910598,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.3365_eml.2010.12.187__sample_8311,unknown,n,Mg2SiBi0.005,10.3365/eml.2010.12.187,-1.3727368923118377,1.3318869839814793,2.704623876293317,2.704623876293317,0.2534124470053666,3.78818489170729,14.948693075155328,low,0.7645066258895752,,0.5139394,0.2457801693153114,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1007_s11664-010-1501-0__sample_12777,unknown,p,Zr0.5Hf0.5Co0.9Ir0.1Sb0.99Sn0.01,10.1007/s11664-010-1501-0,-3.148495724171368,-0.4466144673133412,2.7018812568580266,2.7018812568580266,0.0429166367938889,0.6397905208915521,14.907750669378053,medium,0.1082805984316234,0.0921023075322426,0.005351958,0.0004128934703162,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1007_s11664-010-1413-z__sample_15024,unknown,p,Cu1.38Fe0.66Mo6Se8,10.1007/s11664-010-1413-z,1.0713661547302755,-1.6210513709395362,-2.6924175256698115,2.6924175256698115,2.9193650813119523,0.19769074348082075,0.06771703366129844,medium,0.1123632620218591,0.0467970157170212,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1002_adma.201501970__sample_6417,unknown,n,Na2.19Ga2.19Sn3.81,10.1002/adma.201501970,-0.5489229550387704,2.1201256065688328,2.669048561607603,2.669048561607603,0.5775715460251586,8.332183999004966,14.426236985438377,medium,0.0764878678562902,0.0636226494599781,,1.218272164774711,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.0c05650__sample_38447,unknown,p,NaSn50BiTe52,10.1021/jacs.0c05650,1.7375644346927557,-0.9162063205090902,-2.6537707552018457,2.6537707552018457,5.683484055236649,0.4000337659711217,0.0703853062810194,medium,0.3746097596543469,0.5658070556701338,0.8557477,0.1918321350134155,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1007_s11664-010-1501-0__sample_12775,unknown,p,Zr0.5Hf0.5CoSb0.99Sn0.01,10.1007/s11664-010-1501-0,-2.304423370507469,0.3422710677072479,2.646694438214717,2.646694438214717,0.0998163411083822,1.4081419475944736,14.10732883972866,medium,0.0861218665425593,0.118640507865349,0.0006107039,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3120280__sample_18445,unknown,n,Cr0.95V0.05N,10.1063/1.3120280,-1.82048608631956,0.8251797730752969,2.6456658593948568,2.6456658593948568,0.1619470115715491,2.282291022927478,14.092825800117646,medium,0.4424475363173783,0.7607120104758749,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.intermet.2014.06.014__sample_13136,unknown,p,Cu2Cd0.9Zn0.1SnSe4,10.1016/j.intermet.2014.06.014,-4.204321872246844,-1.5696940109599482,2.6346278612868956,2.6346278612868956,0.0149309076996916,0.2081088516432124,13.938124582171982,low,0.6884279442850292,,0.1206977,0.057358271047796,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1007_s11664-009-0660-3__sample_8194,unknown,n,NdGdS3,10.1007/s11664-009-0660-3,-1.5056313019698162,1.1221816246097616,2.627812926579578,2.627812926579578,0.2218771781093393,3.071547863520313,13.843460105692703,medium,0.1637610133188694,0.241305106616415,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.8b12450__sample_45320,unknown,p,Sn0.98Na0.02Se0.985Te0.015,10.1021/jacs.8b12450,-0.0832836443954699,-2.6991141973578547,-2.6158305529623846,2.6158305529623846,0.9200901317948826,0.06726506993456735,0.07310704420158141,low,0.7184599428982058,0.994124766687398,1.800587,4.72182803109198,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2013.09.124__sample_3733,unknown,n,Ba0.32Yb0.1Fe0.37Co3.67Sb12,10.1016/j.jallcom.2013.09.124,1.0187585322539057,-1.5927415478981346,-2.61150008015204,2.61150008015204,2.7697540683094504,0.20336730556323215,0.07342431874731738,medium,0.0786845845814056,0.1459130404566909,1.12177,0.9350547936310704,not_checked,no,large_under_prediction,selected model primary split test residual,unknown,unknown,not_checked,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.cap.2014.12.006__sample_1510,unknown,n,Cu0.008Bi1.98Sn0.02Te2.7Se0.3,10.1016/j.cap.2014.12.006,-0.2147479158912899,2.395042174849929,2.609790090741219,2.609790090741219,0.8067447820859668,10.968660650942354,13.596196584725519,low,0.1037323673912144,,,0.6251551510682157,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2016.06.006__sample_7377,unknown,n,Mn0.03(Bi2Se3),10.1016/j.jallcom.2016.06.006,0.5713095768745196,-2.0243401174698135,-2.595649694344333,2.595649694344333,1.7705842500159414,0.13208097236339078,0.07459739482162546,medium,0.1051159032425533,0.0967357991962672,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1109_ict.2005.1519977__sample_15071,unknown,n,Ca0.5B3Sr0.5B3,10.1109/ict.2005.1519977,1.1982880203190378,-1.393987641670496,-2.5922756619895337,2.5922756619895337,3.3144378126739835,0.24808405924703422,0.07484951393518162,medium,0.1009465149105285,0.0748615515374316,0.3457217,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1557_jmr.2011.153__sample_19935,unknown,n,RuIn2.975Sn0.025,10.1557/jmr.2011.153,-1.0090163653585682,1.5807113263346317,2.5897276916932,2.5897276916932,0.3645774142323714,4.858410497718507,13.326142289828994,medium,0.1392711346437567,0.128744673604733,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.1629393__sample_25588,unknown,n,LaNi0.7Co0.3O3,10.1063/1.1629393,0.1940722684027383,-2.3956250945918898,-2.5896973629946283,2.5896973629946283,1.214184026925893,0.09111570518291869,0.07504274736145897,medium,0.0664385246330727,0.0766161853350868,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.matchemphys.2011.09.010__sample_7443,unknown,n,Bi2S3,10.1016/j.matchemphys.2011.09.010,-5.969931831277634,-3.3843047546299583,2.585627076647676,2.585627076647676,0.002554415544302,0.03390120380921323,13.271608797102278,low,0.913234416532446,,0.08981879,0.0329597276727917,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1109_ict.2005.1519977__sample_15070,unknown,n,Ca0.75B4.5Sr0.25B1.5,10.1109/ict.2005.1519977,1.1876480375959588,-1.393987641670496,-2.581635679266455,2.581635679266455,3.279359200458977,0.24808405924703422,0.07565016336493804,medium,0.1123259509946659,0.0780545178713874,0.2566948,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_b914555a__sample_21363,unknown,p,CuGe2P3,10.1039/b914555a,-0.056946102710624,-2.6365523800033563,-2.5796062772927324,2.5796062772927324,0.9446449817984316,0.07160772068710626,0.07580384384277174,medium,0.2134098191625138,0.3247525061546397,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1142_s0217979213501087__sample_30390,unknown,p,Ca2.9Ce0.1Co4O9,10.1142/s0217979213501087,-4.300137274217089,-1.7218214215764411,2.578315852640648,2.578315852640648,0.013566696526724,0.17874028981864587,13.174930939640243,low,0.756406115638317,0.8635275965154712,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1088_0022-3727_45_12_125301__sample_14545,unknown,n,BiSbSTe2,10.1088/0022-3727/45/12/125301,-2.170588216620572,0.3945345000595741,2.565122716680146,2.565122716680146,0.1141104754876586,1.4836933709692688,13.002253865200437,low,0.4599970536501891,0.9533791349402926,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1088_1757-899x_18_14_142006__sample_9647,unknown,n,Mg2SiSb0.001,10.1088/1757-899x/18/14/142006,-1.8036012159480967,0.7563982071982525,2.5599994231463494,2.5599994231463494,0.1647046818041101,2.130588445794544,12.935809853471794,low,0.7857235527485185,,0.2739606,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2013.07.136__sample_10091,unknown,p,Mn0.75Cr0.15Ru0.1Si1.74,10.1016/j.jallcom.2013.07.136,0.2247349088236249,2.7815978730935176,2.5568629642698926,2.5568629642698926,1.2519907804883847,16.144797686388152,12.895300778565066,medium,0.2143583700864783,0.2406539694165804,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2013.09.124__sample_3732,unknown,n,Ba0.24Yb0.19Fe0.38Co3.63Sb12,10.1016/j.jallcom.2013.09.124,0.963457310811328,-1.5927415478981346,-2.556198858709463,2.556198858709463,2.6207415466817303,0.20336730556323215,0.0775991458679804,medium,0.0635546961324288,0.1022194195632671,1.241526,1.1290932668189888,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2013.09.124__sample_3734,unknown,n,Ba0.27Yb0.17Fe0.37Co3.67Sb12,10.1016/j.jallcom.2013.09.124,0.9627914646483384,-1.5927415478981346,-2.555533012546473,2.555533012546473,2.6189971168041053,0.20336730556323215,0.07765083216716025,medium,0.0738321509425338,0.1269611940326507,1.050226,0.7935651738914883,not_checked,no,large_under_prediction,selected model primary split test residual,unknown,unknown,not_checked,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.mattod.2017.11.005__sample_41015,unknown,p,Sn0.98Na0.02Se0.9S0.1,10.1016/j.mattod.2017.11.005,-0.4173529169400045,-2.9710036329340466,-2.553650715994042,2.553650715994042,0.6587883813334761,0.05125184646977775,0.0777971317072064,medium,0.3913083517963944,0.1209851364924973,1.499209,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1088_0953-8984_20_25_255233__sample_20513,unknown,n,Fe2VGa0.8Ge0.2,10.1088/0953-8984/20/25/255233,2.466584804370625,-0.07866540207563702,-2.545250206446262,2.545250206446262,11.782139750325252,0.9243491580174054,0.07845341997338712,medium,0.2113156341028073,0.2378878723687805,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.3093833__sample_46742,unknown,n,(PbI2)0.00013(Ge0.8Si0.2)0.05(PbTe)0.95,10.1063/1.3093833,-0.0052552383635909,-2.527161880687081,-2.52190664232349,2.52190664232349,0.9947585462438344,0.07988542321711396,0.08030634521186863,low,0.4738253599828357,0.8431616273159304,0.8014558,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.0c05650__sample_38448,unknown,p,NaSn25BiTe27,10.1021/jacs.0c05650,1.604313656660901,-0.9162063205090902,-2.5205199771699913,2.5205199771699913,4.974444254143327,0.4000337659711217,0.08041778046621481,medium,0.3029534400452442,0.4434302030453452,0.8054252,0.6340047490955213,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2007.11.146__sample_11097,unknown,n,Bi0.88Sb0.12,10.1016/j.jallcom.2007.11.146,-1.0045481283947315,1.5140055862169677,2.5185537146116994,2.5185537146116994,0.3662100773573251,4.54489936839437,12.410634358266824,medium,0.2280128665281353,0.2941223931259501,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.0c05650__sample_38433,unknown,p,NaSn10SbTe12,10.1021/jacs.0c05650,1.3208402315912575,-1.1643729341194855,-2.485213165710743,2.485213165710743,3.746568039938994,0.3121183194299945,0.08330779425403864,medium,0.2398056371371767,0.3303574945257687,1.091321,0.1977028458698785,not_checked,no,large_under_prediction,selected model primary split test residual,unknown,unknown,not_checked,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1002_ejic.201100282__sample_6267,unknown,p,YbCd0.5Mn1.5Sb2,10.1002/ejic.201100282,-3.0065757071607,-0.526666759518352,2.479908947642348,2.479908947642348,0.0494607572249516,0.5905702050725115,11.94017718706872,medium,0.2845798828921901,0.541895027322941,0.007570118,0.0005427696201257,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1063_1.4916528__sample_7038,unknown,n,(BiCl3)0.025Bi2S3,10.1063/1.4916528,-0.8652456673974687,-3.3403472126112486,-2.47510154521378,2.47510154521378,0.4209481266928973,0.035424655698805735,0.08415444434237807,medium,0.3768158336989163,0.6410817490171858,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_nl501436w__sample_17767,unknown,n,YbAgCu4,10.1021/nl501436w,3.593615223127028,1.1221816246097616,-2.4714335985172666,2.4714335985172666,36.36530726811198,3.071547863520313,0.0844636851511961,medium,0.4813066481960434,0.241335262344502,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2008.10.031__sample_26579,unknown,n,Sr0.9Y0.1TiO3,10.1016/j.jallcom.2008.10.031,-2.497032962096815,-0.03278061478821402,2.464252347308601,2.464252347308601,0.0823289095937096,0.9677508465262944,11.754690439872364,medium,0.1785182645755589,0.338553046107567,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_nl501436w__sample_17768,unknown,n,YbAgCu4,10.1021/nl501436w,3.5841080850166844,1.1221816246097616,-2.461926460406923,2.461926460406923,36.02121552509385,3.071547863520313,0.08527052235037841,medium,0.4683435797448255,0.1813035063780128,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.3365_eml.2010.12.187__sample_8312,unknown,n,Mg2SiSb0.001,10.3365/eml.2010.12.187,-1.704005680479459,0.7563982071982525,2.4604038876777112,2.4604038876777112,0.1819532158935979,2.130588445794544,11.709539923935521,low,0.7958774504828697,,0.3927273,0.2192109523710703,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jallcom.2013.07.136__sample_10098,unknown,p,Mn0.65Cr0.2Ru0.15Si1.74,10.1016/j.jallcom.2013.07.136,0.3272845467912451,2.7815978730935176,2.4543133263022723,2.4543133263022723,1.3871961432385451,16.144797686388152,11.63843899442839,medium,0.2377492050558944,0.3599744059865471,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c8ta04372h__sample_83057,unknown,p,(Hf0.7Ti0.3CoSb0.8Sn0.2)0.95(Cu1.96Ni0.04Te0.97Se0.03)0.05,10.1039/c8ta04372h,-0.0571794323610321,2.395042174849929,2.452221607210961,2.452221607210961,0.9444245938275928,10.968660650942354,11.61412009241334,low,0.4694890976079292,0.9405899868907376,,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.joule.2017.07.018__sample_84023,unknown,n,Ni3(C18H9N6)2,10.1016/j.joule.2017.07.018,-2.5488735902858486,-4.992152811294207,-2.4432792210083583,2.4432792210083583,0.0781696675018018,0.0067910289402903345,0.08687549988790474,low,0.121179392960458,,0.001348,0.0013368729059287,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.8b12450__sample_45319,unknown,p,Sn0.98Na0.02Se0.99Te0.01,10.1021/jacs.8b12450,-0.2570906315473056,-2.6991141973578547,-2.4420235658105494,2.4420235658105494,0.7732981253837558,0.06726506993456735,0.08698465407657169,low,0.7315086368381717,0.9813271146311252,1.6,3.9314591074394936,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1007_s11661-015-2867-7__sample_17110,unknown,p,Zn63.21Sb36.79,10.1007/s11661-015-2867-7,2.3268460068243915,-0.11079641028104464,-2.4376424171054363,2.4376424171054363,10.245576042686883,0.8951209678057233,0.08736658281353007,medium,0.1973545849420519,0.3451570013483034,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1021_jacs.8b12450__sample_45322,unknown,p,Sn0.98Na0.02Se0.975Te0.025,10.1021/jacs.8b12450,-0.2648857617424465,-2.6991141973578547,-2.4342284356154082,2.4342284356154082,0.7672935992531207,0.06726506993456735,0.08766536043053506,low,0.7169023714450858,0.86897807942342,1.441642,3.69839627954153,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.jssc.2011.09.031__sample_30451,unknown,p,Bi1.9Sb0.1Te3,10.1016/j.jssc.2011.09.031,2.016669837469208,-0.4173742750322476,-2.434044112501456,2.434044112501456,7.51326284000703,0.6587743110207169,0.0876815206720627,low,0.5148643313850763,0.8411292177610021,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.mtphys.2020.100180__sample_34195,unknown,p,Cu2ErTe3,10.1016/j.mtphys.2020.100180,1.2537952913078192,-1.177131232180703,-2.4309265234885222,2.4309265234885222,3.503614995443672,0.30816151559367305,0.08795530216488577,low,0.518932589895461,0.8766064598346012,0.1283944,1.490106927615977,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1149_1.2427584__sample_13981,unknown,p,Hg0.001Ag2Se,10.1149/1.2427584,2.5926908929129064,0.16264720767814878,-2.4300436852347578,2.4300436852347578,13.36568889425265,1.1766215134216136,0.0880329867566774,medium,0.490349703435778,0.718712305823013,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1016_j.matlet.2021.131127__sample_44448,unknown,p,(CsSnI3)0.995(PbI2)0.005,10.1016/j.matlet.2021.131127,-1.752200973922325,0.6775637098813112,2.4297646838036364,2.4297646838036364,0.173391892129259,1.969074646646618,11.356209465542516,low,0.4334423771835636,,0.1385343,,unknown,no,large_over_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff overprediction; low target quality; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
10.1039_c7cp04801g__sample_82422,unknown,n,NbCoSb,10.1039/c7cp04801g,1.736089015852892,-0.6933108750175455,-2.4293998908704375,2.4293998908704375,5.67510471882095,0.4999181594698032,0.08808968014490937,medium,0.2207443549925808,0.4123939956354122,,,unknown,no,large_under_prediction,selected model primary split test residual,unknown,unknown,unknown,large tau_eff underprediction; manual annotation missing; possible material-system outlier; possibly missing additive/structure feature,True
