sample_key,candidate_score_step24,candidate_tier_step24,is_high_zt_observed_step24,is_low_kappa_high_sigma_step24,is_nanocarbon_candidate_step24
10.1007_s11664-014-3019-3__sample_30323,20,review,False,True,False
10.1007_s11664-014-3019-3__sample_30324,-30,low,False,False,False
10.1007_s11664-014-3019-3__sample_30326,-30,low,False,False,False
10.1007_s11664-014-3037-1__sample_1711,-50,low,False,False,False
10.1007_s11664-014-3037-1__sample_1712,-50,low,False,False,False
10.1007_s11664-014-3048-y__sample_8656,30,C,False,False,False
10.1007_s11664-014-3048-y__sample_8657,5,review,False,False,False
10.1007_s11664-014-3048-y__sample_8658,5,review,False,False,False
10.1007_s11664-014-3048-y__sample_8659,5,review,False,False,False
10.1007_s11664-014-3052-2__sample_7858,20,review,False,True,False
10.1007_s11664-014-3052-2__sample_7860,20,review,False,True,False
10.1007_s11664-014-3052-2__sample_7861,20,review,False,True,False
10.1007_s11664-014-3053-1__sample_17539,10,review,False,True,False
10.1007_s11664-014-3053-1__sample_17540,10,review,False,True,False
10.1007_s11664-014-3055-z__sample_11956,-30,low,False,False,False
10.1007_s11664-014-3055-z__sample_11958,-30,low,False,False,False
10.1007_s11664-014-3055-z__sample_11959,-30,low,False,False,False
10.1007_s11664-014-3055-z__sample_11960,-30,low,False,False,False
10.1007_s11664-014-3058-9__sample_28384,-15,low,False,False,False
10.1007_s11664-014-3058-9__sample_28385,80,A,False,True,False
10.1007_s11664-014-3058-9__sample_28386,-15,low,False,False,False
10.1007_s11664-014-3065-x__sample_7141,20,review,False,False,False
10.1007_s11664-014-3065-x__sample_7142,0,review,False,False,False
10.1007_s11664-014-3065-x__sample_7143,0,review,False,False,False
10.1007_s11664-014-3065-x__sample_7144,10,review,False,False,False
10.1007_s11664-014-3065-x__sample_7145,10,review,False,False,False
10.1007_s11664-014-3065-x__sample_7146,80,A,False,True,False
10.1007_s11664-014-3065-x__sample_7147,10,review,False,False,False
10.1007_s11664-014-3065-x__sample_7148,10,review,False,False,False
10.1007_s11664-014-3065-x__sample_7149,-60,low,False,False,False
10.1007_s11664-014-3065-x__sample_7150,-40,low,False,False,False
10.1007_s11664-014-3065-x__sample_7151,-60,low,False,False,False
10.1007_s11664-014-3065-x__sample_7152,-40,low,False,False,False
10.1007_s11664-014-3075-8__sample_14347,-40,low,False,False,False
10.1007_s11664-014-3075-8__sample_14348,20,review,False,True,False
10.1007_s11664-014-3075-8__sample_14349,45,C,False,True,False
10.1007_s11664-014-3075-8__sample_14350,-40,low,False,False,False
10.1007_s11664-014-3076-7__sample_16794,110,A,True,True,False
10.1007_s11664-014-3076-7__sample_16795,105,A,True,True,False
10.1007_s11664-014-3076-7__sample_16796,110,A,True,True,False
10.1007_s11664-014-3076-7__sample_16797,105,A,True,True,False
10.1007_s11664-014-3076-7__sample_16798,110,A,True,True,False
10.1007_s11664-014-3086-5__sample_24442,-25,low,False,False,False
10.1007_s11664-014-3086-5__sample_24443,-25,low,False,False,False
10.1007_s11664-014-3086-5__sample_24444,-25,low,False,False,False
10.1007_s11664-014-3086-5__sample_24445,-25,low,False,False,False
10.1007_s11664-014-3086-5__sample_24446,-25,low,False,False,False
10.1007_s11664-014-3086-5__sample_24447,-25,low,False,False,False
10.1007_s11664-014-3086-5__sample_24448,-25,low,False,False,False
10.1007_s11664-014-3103-8__sample_8660,10,review,False,False,False
10.1007_s11664-014-3103-8__sample_8661,105,A,False,True,False
10.1007_s11664-014-3103-8__sample_8662,10,review,False,False,False
10.1007_s11664-014-3103-8__sample_8663,30,C,False,False,False
10.1007_s11664-014-3109-2__sample_19315,10,review,False,False,False
10.1007_s11664-014-3109-2__sample_19316,-15,low,False,False,False
10.1007_s11664-014-3109-2__sample_19317,10,review,False,False,False
10.1007_s11664-014-3127-0__sample_7187,105,A,False,True,False
10.1007_s11664-014-3127-0__sample_7189,105,A,False,True,False
10.1007_s11664-014-3127-0__sample_7190,105,A,False,True,False
10.1007_s11664-014-3128-z__sample_24018,30,C,False,False,False
10.1007_s11664-014-3128-z__sample_24019,15,review,False,False,False
10.1007_s11664-014-3128-z__sample_24020,30,C,False,False,False
10.1007_s11664-014-3197-z__sample_4161,-30,low,False,False,False
10.1007_s11664-014-3197-z__sample_4162,-30,low,False,False,False
10.1007_s11664-014-3213-3__sample_1930,30,C,False,False,False
10.1007_s11664-014-3213-3__sample_1931,30,C,False,False,False
10.1007_s11664-014-3213-3__sample_1932,30,C,False,False,False
10.1007_s11664-014-3213-3__sample_1933,30,C,False,False,False
10.1007_s11664-014-3213-3__sample_1934,30,C,False,False,False
10.1007_s11664-014-3220-4__sample_29740,-30,low,False,False,False
10.1007_s11664-014-3220-4__sample_29742,-30,low,False,False,False
10.1007_s11664-014-3220-4__sample_29743,-30,low,False,False,False
10.1007_s11664-014-3220-4__sample_29744,-30,low,False,False,False
10.1007_s11664-014-3220-4__sample_29746,-30,low,False,False,False
10.1007_s11664-014-3235-x__sample_9911,90,A,True,False,False
10.1007_s11664-014-3235-x__sample_9913,65,B,True,False,False
10.1007_s11664-014-3235-x__sample_9915,115,A,True,False,False
10.1007_s11664-014-3235-x__sample_9917,65,B,True,False,False
10.1007_s11664-014-3235-x__sample_9918,65,B,True,False,False
10.1007_s11664-014-3237-8__sample_14343,-50,low,False,False,False
10.1007_s11664-014-3237-8__sample_14344,25,C,False,True,False
10.1007_s11664-014-3237-8__sample_14345,0,review,False,True,False
10.1007_s11664-014-3237-8__sample_14346,25,C,False,True,False
10.1007_s11664-014-3294-z__sample_28847,5,review,False,False,False
10.1007_s11664-014-3294-z__sample_28848,-65,low,False,False,False
10.1007_s11664-014-3294-z__sample_28849,-65,low,False,False,False
10.1007_s11664-014-3294-z__sample_28850,-65,low,False,False,False
10.1007_s11664-014-3362-4__sample_4163,-30,low,False,False,False
10.1007_s11664-014-3362-4__sample_4164,-30,low,False,False,False
10.1007_s11664-014-3362-4__sample_4165,-30,low,False,False,False
10.1007_s11664-014-3362-4__sample_4166,-30,low,False,False,False
10.1007_s11664-014-3362-4__sample_4167,-30,low,False,False,False
10.1007_s11664-014-3362-4__sample_4168,-30,low,False,False,False
10.1007_s11664-014-3369-x__sample_4169,-30,low,False,False,False
10.1007_s11664-014-3369-x__sample_4170,-30,low,False,False,False
10.1007_s11664-014-3369-x__sample_4171,-30,low,False,False,False
10.1007_s11664-014-3369-x__sample_4172,-30,low,False,False,False
10.1007_s11664-014-3369-x__sample_4173,-30,low,False,False,False
10.1007_s11664-014-3369-x__sample_4174,-30,low,False,False,False
10.1007_s11664-014-3385-x__sample_895,30,C,False,False,False
10.1007_s11664-014-3385-x__sample_896,30,C,False,False,False
10.1007_s11664-014-3385-x__sample_897,30,C,False,False,False
10.1007_s11664-014-3401-1__sample_4175,-30,low,False,False,False
10.1007_s11664-014-3401-1__sample_4176,-30,low,False,False,False
10.1007_s11664-014-3401-1__sample_4177,-30,low,False,False,False
10.1007_s11664-014-3401-1__sample_4178,-30,low,False,False,False
10.1007_s11664-014-3401-1__sample_4179,-30,low,False,False,False
10.1007_s11664-014-3401-1__sample_4180,-30,low,False,False,False
10.1007_s11664-014-3423-8__sample_12523,5,review,False,False,False
10.1007_s11664-014-3423-8__sample_12524,5,review,False,False,False
10.1007_s11664-014-3423-8__sample_12525,5,review,False,False,False
10.1007_s11664-014-3423-8__sample_12526,5,review,False,False,False
10.1007_s11664-014-3423-8__sample_12527,5,review,False,False,False
10.1007_s11664-014-3423-8__sample_12528,5,review,False,False,False
10.1007_s11664-014-3423-8__sample_12529,5,review,False,False,False
10.1007_s11664-014-3435-4__sample_8666,-15,low,False,False,False
10.1007_s11664-014-3435-4__sample_8667,-30,low,False,False,False
10.1007_s11664-014-3435-4__sample_8668,-30,low,False,False,False
10.1007_s11664-014-3435-4__sample_8669,-30,low,False,False,False
10.1007_s11664-014-3435-4__sample_8670,-30,low,False,False,False
10.1007_s11664-014-3450-5__sample_25985,-30,low,False,False,False
10.1007_s11664-014-3450-5__sample_25986,5,review,False,False,False
10.1007_s11664-014-3450-5__sample_25987,5,review,False,False,False
10.1007_s11664-014-3450-5__sample_25988,5,review,False,False,False
10.1007_s11664-014-3450-5__sample_25989,5,review,False,False,False
10.1007_s11664-014-3466-x__sample_7867,30,C,False,False,False
10.1007_s11664-014-3466-x__sample_7868,75,B,True,True,False
10.1007_s11664-014-3480-z__sample_13106,-30,low,False,False,False
10.1007_s11664-014-3480-z__sample_13108,-30,low,False,False,False
10.1007_s11664-014-3480-z__sample_13109,-30,low,False,False,False
10.1007_s11664-014-3480-z__sample_13110,-30,low,False,False,False
10.1007_s11664-014-3480-z__sample_13111,-30,low,False,False,False
10.1007_s11664-014-3480-z__sample_13112,-30,low,False,False,False
10.1007_s11664-014-3486-6__sample_32428,20,review,False,False,False
10.1007_s11664-014-3486-6__sample_32429,20,review,False,False,False
10.1007_s11664-014-3486-6__sample_32431,20,review,False,False,False
10.1007_s11664-014-3486-6__sample_32432,20,review,False,False,False
10.1007_s11664-014-3486-6__sample_32433,20,review,False,False,False
10.1007_s11664-014-3486-6__sample_32434,20,review,False,False,False
10.1007_s11664-014-3495-5__sample_21098,-40,low,False,False,False
10.1007_s11664-014-3495-5__sample_21099,-40,low,False,False,False
10.1007_s11664-014-3495-5__sample_21100,-40,low,False,False,False
10.1007_s11664-014-3495-5__sample_21101,-40,low,False,False,False
10.1007_s11664-014-3495-5__sample_21102,-40,low,False,False,False
10.1007_s11664-014-3495-5__sample_21103,-40,low,False,False,False
10.1007_s11664-014-3507-5__sample_14352,-30,low,False,False,False
10.1007_s11664-014-3507-5__sample_14353,-30,low,False,False,False
10.1007_s11664-014-3507-5__sample_14354,105,A,True,True,False
10.1007_s11664-014-3507-5__sample_14355,45,C,False,True,False
10.1007_s11664-014-3512-8__sample_4181,30,C,True,False,False
10.1007_s11664-014-3512-8__sample_4182,30,C,True,False,False
10.1007_s11664-014-3512-8__sample_4183,60,B,True,False,False
10.1007_s11664-014-3512-8__sample_4184,60,B,True,False,False
10.1007_s11664-014-3512-8__sample_4185,-30,low,False,False,False
10.1007_s11664-014-3539-x__sample_4188,-30,low,False,False,False
10.1007_s11664-014-3539-x__sample_4189,-30,low,False,False,False
10.1007_s11664-014-3539-x__sample_4190,-30,low,False,False,False
10.1007_s11664-014-3539-x__sample_4191,-30,low,False,False,False
10.1007_s11664-014-3539-x__sample_4192,-30,low,False,False,False
10.1007_s11664-014-3539-x__sample_4193,-30,low,False,False,False
10.1007_s11664-014-3556-9__sample_7873,-30,low,False,False,False
10.1007_s11664-014-3556-9__sample_7874,-30,low,False,False,False
10.1007_s11664-014-3560-0__sample_26708,-25,low,False,False,False
10.1007_s11664-014-3560-0__sample_26709,-25,low,False,False,False
10.1007_s11664-014-3560-0__sample_26710,-25,low,False,False,False
10.1007_s11664-014-3560-0__sample_26711,0,review,False,False,False
10.1007_s11664-014-3569-4__sample_33821,30,C,False,False,False
10.1007_s11664-014-3569-4__sample_33822,30,C,False,False,False
10.1007_s11664-014-3569-4__sample_33823,30,C,False,False,False
10.1007_s11664-014-3582-7__sample_4196,40,C,True,False,False
10.1007_s11664-014-3582-7__sample_4197,30,C,True,False,False
10.1007_s11664-014-3582-7__sample_4198,40,C,True,False,False
10.1007_s11664-014-3590-7__sample_16964,50,B,False,True,False
10.1007_s11664-014-3590-7__sample_16965,50,B,False,True,False
10.1007_s11664-014-3590-7__sample_16967,50,B,False,True,False
10.1007_s11664-014-3597-0__sample_23208,5,review,False,False,False
10.1007_s11664-014-3597-0__sample_23209,5,review,False,False,False
10.1007_s11664-014-3597-0__sample_23210,5,review,False,False,False
10.1007_s11664-014-3597-0__sample_23211,5,review,False,False,False
10.1007_s11664-014-3611-6__sample_21529,30,C,False,False,False
10.1007_s11664-015-3656-1__sample_30330,25,C,False,True,False
10.1007_s11664-015-3700-1__sample_20893,-60,low,False,False,False
10.1007_s11664-015-3700-1__sample_20894,-50,low,False,False,False
10.1007_s11664-015-3700-1__sample_20895,-30,low,False,False,False
10.1007_s11664-015-3700-1__sample_20896,-30,low,False,False,False
10.1007_s11664-015-3700-1__sample_20897,-30,low,False,False,False
10.1007_s11664-015-3700-1__sample_20898,-30,low,False,False,False
10.1007_s11664-015-3700-1__sample_20899,-30,low,False,False,False
10.1007_s11664-015-3775-8__sample_15537,-30,low,False,False,False
10.1007_s11664-015-3775-8__sample_15538,-30,low,False,False,False
10.1007_s11664-015-3775-8__sample_15539,-30,low,False,False,False
10.1007_s11664-015-3775-8__sample_15540,-30,low,False,False,False
10.1007_s11664-015-3882-6__sample_11514,30,C,False,False,False
10.1007_s11664-015-3882-6__sample_11515,5,review,False,False,False
10.1007_s11664-015-3882-6__sample_11517,5,review,False,False,False
10.1007_s11664-015-3882-6__sample_11518,5,review,False,False,False
10.1007_s11664-015-3882-6__sample_11519,5,review,False,False,False
10.1007_s11664-015-3882-6__sample_11520,-10,low,False,False,False
10.1007_s11664-015-3952-9__sample_5563,-30,low,False,False,False
10.1007_s11664-015-3952-9__sample_5564,-30,low,False,False,False
10.1007_s11664-015-3952-9__sample_5565,-30,low,False,False,False
10.1007_s11664-015-3952-9__sample_5566,-30,low,False,False,False
10.1007_s11664-015-3952-9__sample_5567,-30,low,False,False,False
10.1007_s11664-015-3952-9__sample_5568,-30,low,False,False,False
10.1007_s11664-015-3952-9__sample_5569,-30,low,False,False,False
10.1007_s11664-015-3952-9__sample_5570,-30,low,False,False,False
10.1007_s11664-015-3960-9__sample_911,-25,low,False,False,False
10.1007_s11664-015-3960-9__sample_912,-25,low,False,False,False
10.1007_s11664-015-3960-9__sample_913,-40,low,False,False,False
10.1007_s11664-015-3960-9__sample_914,-40,low,False,False,False
10.1007_s11664-015-3960-9__sample_915,-20,low,False,False,False
10.1007_s11664-015-3967-2__sample_5571,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5572,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5573,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5574,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5575,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5576,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5577,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5578,-30,low,False,False,False
10.1007_s11664-015-3967-2__sample_5579,-30,low,False,False,False
10.1007_s11664-015-3973-4__sample_5580,-30,low,False,False,False
10.1007_s11664-015-3973-4__sample_5581,-30,low,False,False,False
10.1007_s11664-015-3973-4__sample_5582,-30,low,False,False,False
10.1007_s11664-015-3976-1__sample_5583,-30,low,False,False,False
10.1007_s11664-015-3976-1__sample_5584,-5,low,False,False,False
10.1007_s11664-015-3976-1__sample_5585,-30,low,False,False,False
10.1007_s11664-015-3976-1__sample_5587,-30,low,False,False,False
10.1007_s11664-015-3976-1__sample_5588,-30,low,False,False,False
10.1007_s11664-015-3976-1__sample_5589,-30,low,False,False,False
10.1007_s11664-015-3984-1__sample_5590,-30,low,False,False,False
10.1007_s11664-015-3984-1__sample_5591,-30,low,False,False,False
10.1007_s11664-015-3984-1__sample_5592,-30,low,False,False,False
10.1007_s11664-015-3984-1__sample_5593,20,review,False,True,False
10.1007_s11664-015-3984-1__sample_5594,-30,low,False,False,False
10.1007_s11664-015-3984-1__sample_5595,-30,low,False,False,False
10.1007_s11664-015-3991-2__sample_7880,-30,low,False,False,False
10.1007_s11664-015-3991-2__sample_7881,-30,low,False,False,False
10.1007_s11664-015-3991-2__sample_7882,-30,low,False,False,False
10.1007_s11664-015-3991-2__sample_7883,-30,low,False,False,False
10.1007_s11664-015-3997-9__sample_5596,-30,low,False,False,False
10.1007_s11664-015-3997-9__sample_5597,-30,low,False,False,False
10.1007_s11664-015-3997-9__sample_5598,20,review,False,True,False
10.1007_s11664-015-3997-9__sample_5599,-30,low,False,False,False
10.1007_s11664-015-3997-9__sample_5600,20,review,False,True,False
10.1007_s11664-015-3997-9__sample_5601,20,review,False,True,False
10.1007_s11664-015-3997-9__sample_5602,20,review,False,True,False
10.1007_s11664-015-4003-2__sample_11312,-30,low,False,False,False
10.1007_s11664-015-4003-2__sample_11313,-30,low,False,False,False
10.1007_s11664-015-4003-2__sample_11314,-30,low,False,False,False
10.1007_s11664-015-4029-5__sample_8062,0,review,False,False,False
10.1007_s11664-015-4029-5__sample_8063,-50,low,False,False,False
10.1007_s11664-015-4029-5__sample_8064,-50,low,False,False,False
10.1007_s11664-015-4029-5__sample_8065,-50,low,False,False,False
10.1007_s11664-015-4029-5__sample_8066,-50,low,False,False,False
10.1007_s11664-015-4029-5__sample_8067,-50,low,False,False,False
10.1007_s11664-015-4032-x__sample_8068,-50,low,False,False,False
10.1007_s11664-015-4032-x__sample_8069,-50,low,False,False,False
10.1007_s11664-015-4032-x__sample_8070,-50,low,False,False,False
10.1007_s11664-015-4032-x__sample_8071,-50,low,False,False,False
10.1007_s11664-015-4036-6__sample_18913,5,review,False,False,False
10.1007_s11664-015-4037-5__sample_5603,-30,low,False,False,False
10.1007_s11664-015-4041-9__sample_12760,-60,low,False,False,False
10.1007_s11664-015-4041-9__sample_12761,-30,low,False,False,False
10.1007_s11664-015-4041-9__sample_12762,-30,low,False,False,False
10.1007_s11664-015-4041-9__sample_12764,-30,low,False,False,False
10.1007_s11664-015-4046-4__sample_5650,-30,low,False,False,False
10.1007_s11664-015-4046-4__sample_5651,-30,low,False,False,False
10.1007_s11664-015-4046-4__sample_5652,40,C,False,True,False
10.1007_s11664-015-4046-4__sample_5657,-30,low,False,False,False
10.1007_s11664-015-4046-4__sample_5659,40,C,False,True,False
10.1007_s11664-015-4055-3__sample_7889,-30,low,False,False,False
10.1007_s11664-015-4055-3__sample_7890,-30,low,False,False,False
10.1007_s11664-015-4055-3__sample_7891,-30,low,False,False,False
10.1007_s11664-015-4055-3__sample_7892,-30,low,False,False,False
10.1007_s11664-015-4061-5__sample_7979,-30,low,False,False,False
10.1007_s11664-015-4061-5__sample_7980,-30,low,False,False,False
10.1007_s11664-015-4061-5__sample_7981,10,review,True,False,False
10.1007_s11664-015-4061-5__sample_7982,-30,low,False,False,False
10.1007_s11664-015-4061-5__sample_7983,-30,low,False,False,False
10.1007_s11664-015-4063-3__sample_16334,-50,low,False,False,False
10.1007_s11664-015-4063-3__sample_16335,-50,low,False,False,False
10.1007_s11664-015-4070-4__sample_22396,10,review,False,False,False
10.1007_s11664-015-4070-4__sample_22397,15,review,False,False,False
10.1007_s11664-015-4083-z__sample_16336,-30,low,False,False,False
10.1007_s11664-015-4083-z__sample_16337,20,review,False,True,False
10.1007_s11664-015-4089-6__sample_27362,20,review,False,False,False
10.1007_s11664-015-4089-6__sample_27363,20,review,False,False,False
10.1007_s11664-015-4089-6__sample_27364,20,review,False,False,False
10.1007_s11664-015-4089-6__sample_27365,0,review,False,False,False
10.1007_s11664-015-4089-6__sample_27366,0,review,False,False,False
10.1007_s11664-015-4089-6__sample_27367,20,review,False,False,False
10.1007_s11664-015-4089-6__sample_27368,105,A,False,True,False
10.1007_s11664-015-4089-6__sample_27369,105,A,False,True,False
10.1007_s11664-015-4089-6__sample_27370,10,review,False,False,False
10.1007_s11664-015-4089-6__sample_27372,105,A,False,True,False
10.1007_s11664-015-4102-0__sample_21130,-45,low,False,False,False
10.1007_s11664-015-4102-0__sample_21131,-30,low,False,False,False
10.1007_s11664-015-4114-9__sample_7984,-30,low,False,False,False
10.1007_s11664-015-4114-9__sample_7985,-30,low,False,False,False
10.1007_s11664-015-4114-9__sample_7986,-30,low,False,False,False
10.1007_s11664-015-4114-9__sample_7987,-30,low,False,False,False
10.1007_s11664-015-4114-9__sample_7988,-30,low,False,False,False
10.1007_s11664-015-4114-9__sample_7989,-30,low,False,False,False
10.1007_s11664-015-4122-9__sample_17046,-30,low,False,False,False
10.1007_s11664-015-4122-9__sample_17047,90,A,True,True,False
10.1007_s11664-015-4122-9__sample_17048,85,A,True,True,False
10.1007_s11664-015-4122-9__sample_17049,50,B,False,True,False
10.1007_s11664-015-4128-3__sample_8072,-30,low,False,False,False
10.1007_s11664-015-4128-3__sample_8073,-30,low,False,False,False
10.1007_s11664-015-4128-3__sample_8074,-50,low,False,False,False
10.1007_s11664-015-4128-3__sample_8075,-30,low,False,False,False
10.1007_s11664-015-4128-3__sample_8076,-30,low,False,False,False
10.1007_s11664-015-4128-3__sample_8077,-30,low,False,False,False
10.1007_s11664-015-4131-8__sample_14980,-60,low,False,False,False
10.1007_s11664-015-4131-8__sample_14981,-40,low,False,False,False
10.1007_s11664-015-4131-8__sample_14982,-40,low,False,False,False
10.1007_s11664-015-4131-8__sample_14983,-40,low,False,False,False
10.1007_s11664-015-4131-8__sample_14984,-40,low,False,False,False
10.1007_s11664-015-4147-0__sample_8078,20,review,False,False,False
10.1007_s11664-015-4147-0__sample_8079,0,review,False,False,False
10.1007_s11664-015-4147-0__sample_8080,0,review,False,False,False
10.1007_s11664-015-4147-0__sample_8081,0,review,False,False,False
10.1007_s11664-015-4151-4__sample_29996,20,review,False,True,False
10.1007_s11664-015-4151-4__sample_29997,20,review,False,True,False
10.1007_s11664-015-4151-4__sample_29999,20,review,False,True,False
10.1007_s11664-015-4155-0__sample_5670,-30,low,False,False,False
10.1007_s11664-015-4155-0__sample_5671,-5,low,False,False,False
10.1007_s11664-015-4155-0__sample_5672,-30,low,False,False,False
10.1007_s11664-015-4155-0__sample_5673,-30,low,False,False,False
10.1007_s11664-015-4158-x__sample_9936,40,C,False,True,False
10.1007_s11664-015-4158-x__sample_9937,-45,low,False,False,False
10.1007_s11664-015-4179-5__sample_28611,55,B,False,True,False
10.1007_s11664-015-4179-5__sample_28612,55,B,False,True,False
10.1007_s11664-015-4181-y__sample_21104,0,review,False,True,False
10.1007_s11664-015-4181-y__sample_21105,25,C,False,True,False
10.1007_s11664-015-4181-y__sample_21106,0,review,False,True,False
10.1007_s11664-015-4181-y__sample_21107,0,review,False,True,False
10.1007_s11664-015-4202-x__sample_16367,-30,low,False,False,False
10.1007_s11664-015-4202-x__sample_16369,-30,low,False,False,False
10.1007_s11664-015-4202-x__sample_16371,-50,low,False,False,False
10.1007_s11664-015-4221-7__sample_16338,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16339,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16340,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16341,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16342,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16343,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16344,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16345,-30,low,False,False,False
10.1007_s11664-015-4221-7__sample_16346,-30,low,False,False,False
10.1007_s11664-015-4227-1__sample_16347,-30,low,False,False,False
10.1007_s11664-015-4227-1__sample_16348,-30,low,False,False,False
10.1007_s11664-015-4227-1__sample_16349,-30,low,False,False,False
10.1007_s11664-015-4227-1__sample_16350,-30,low,False,False,False
10.1007_s11664-015-4227-1__sample_16351,-30,low,False,False,False
10.1007_s11664-015-4227-1__sample_16352,-30,low,False,False,False
10.1007_s11664-015-4227-1__sample_16353,-30,low,False,False,False
10.1007_s11664-015-4242-2__sample_2393,30,C,False,False,False
10.1007_s11664-015-4242-2__sample_2394,30,C,False,False,False
10.1007_s11664-015-4242-2__sample_2395,30,C,False,False,False
10.1007_s11664-015-4242-2__sample_2396,30,C,False,False,False
10.1007_s11664-015-4242-2__sample_2397,30,C,False,False,False
10.1007_s11664-015-4242-2__sample_2398,30,C,False,False,False
10.1007_s11664-015-4242-2__sample_2399,30,C,False,False,False
10.1007_s11664-015-4242-2__sample_2400,30,C,False,False,False
10.1007_s11664-015-4251-1__sample_21133,-30,low,False,False,False
10.1007_s11664-015-4251-1__sample_21134,-30,low,False,False,False
10.1007_s11664-015-4251-1__sample_21135,-30,low,False,False,False
10.1007_s11664-015-4251-1__sample_21137,-50,low,False,False,False
10.1007_s11664-015-4251-1__sample_21138,-30,low,False,False,False
10.1007_s11664-015-4251-1__sample_21139,-30,low,False,False,False
10.1007_s11664-015-4251-1__sample_21140,-30,low,False,False,False
10.1007_s11664-015-4266-7__sample_17554,20,review,False,True,False
10.1007_s11664-015-4275-6__sample_23814,5,review,False,False,False
10.1007_s11664-015-4282-7__sample_5674,-30,low,False,False,False
10.1007_s11664-015-4282-7__sample_5675,-30,low,False,False,False
10.1007_s11664-015-4282-7__sample_5676,-30,low,False,False,False
10.1007_s11664-015-4282-7__sample_5677,-30,low,False,False,False
10.1007_s11664-015-4282-7__sample_5678,-30,low,False,False,False
10.1007_s11664-015-4282-7__sample_5679,-30,low,False,False,False
10.1007_s11664-015-4297-0__sample_30000,20,review,False,True,False
10.1007_s11664-015-4297-0__sample_30001,20,review,False,True,False
10.1007_s11664-015-4297-0__sample_30002,20,review,False,True,False
10.1007_s11664-015-4297-0__sample_30003,20,review,False,True,False
10.1007_s11664-015-4301-8__sample_8082,-30,low,False,False,False
10.1007_s11664-015-4301-8__sample_8083,-30,low,False,False,False
10.1007_s11664-015-4301-8__sample_8084,-30,low,False,False,False
10.1007_s11664-015-4301-8__sample_8085,-30,low,False,False,False
10.1007_s11664-015-4301-8__sample_8086,-30,low,False,False,False
10.1007_s11664-015-4302-7__sample_14989,20,review,False,True,False
10.1007_s11664-015-4302-7__sample_14990,-30,low,False,False,False
10.1007_s11664-015-4302-7__sample_14991,-30,low,False,False,False
10.1007_s11664-015-4302-7__sample_14992,-30,low,False,False,False
10.1007_s11664-015-4303-6__sample_6467,-30,low,False,False,False
10.1007_s11664-015-4303-6__sample_6468,-30,low,False,False,False
10.1007_s11664-015-4303-6__sample_6469,-30,low,False,False,False
10.1007_s11664-015-4303-6__sample_6470,-30,low,False,False,False
10.1007_s11664-015-4303-6__sample_6471,-30,low,False,False,False
10.1007_s11664-015-4303-6__sample_6472,-30,low,False,False,False
10.1007_s11664-015-4320-5__sample_9929,30,C,False,False,False
10.1007_s11664-015-4320-5__sample_9931,30,C,False,False,False
10.1007_s11664-015-4325-0__sample_16403,-30,low,False,False,False
10.1007_s11664-015-4325-0__sample_16404,-30,low,False,False,False
10.1007_s11664-015-4325-0__sample_16405,-30,low,False,False,False
10.1007_s11664-015-4325-0__sample_16406,-30,low,False,False,False
10.1007_s11664-015-4325-0__sample_16407,-30,low,False,False,False
10.1007_s11664-016-4341-8__sample_17255,5,review,False,False,False
10.1007_s11664-016-4341-8__sample_17256,-10,low,False,False,False
10.1007_s11664-016-4341-8__sample_17257,-10,low,False,False,False
10.1007_s11664-016-4341-8__sample_17258,5,review,False,False,False
10.1007_s11664-016-4341-8__sample_17259,5,review,False,False,False
10.1007_s11664-016-4345-4__sample_9941,30,C,False,False,False
10.1007_s11664-016-4345-4__sample_9942,30,C,False,False,False
10.1007_s11664-016-4345-4__sample_9943,30,C,False,False,False
10.1007_s11664-016-4345-4__sample_9944,30,C,False,False,False
10.1007_s11664-016-4352-5__sample_2850,-30,low,False,False,False
10.1007_s11664-016-4352-5__sample_2851,-30,low,False,False,False
10.1007_s11664-016-4352-5__sample_2852,-30,low,False,False,False
10.1007_s11664-016-4352-5__sample_2853,-30,low,False,False,False
10.1007_s11664-016-4352-5__sample_2854,-30,low,False,False,False
10.1007_s11664-016-4352-5__sample_2855,-30,low,False,False,False
10.1007_s11664-016-4355-2__sample_5687,-30,low,False,False,False
10.1007_s11664-016-4365-0__sample_21530,30,C,False,False,False
10.1007_s11664-016-4365-0__sample_21531,5,review,False,False,False
10.1007_s11664-016-4365-0__sample_21532,5,review,False,False,False
10.1007_s11664-016-4365-0__sample_21533,5,review,False,False,False
10.1007_s11664-016-4365-0__sample_21534,5,review,False,False,False
10.1007_s11664-016-4365-0__sample_21535,5,review,False,False,False
