sample_key,DOI,sample_id,composition,carrier_type_guess,seebeck_sign_class,seebeck_curve_count,electrical_conductivity_curve_count,electrical_resistivity_curve_count,thermal_conductivity_curve_count,zt_curve_count,is_relaxation_fit_candidate,is_accuracy_check_candidate,is_extended_transport_candidate,candidate_priority,zt_unit_check_status,missing_for_accuracy_check
10.1016_j.actamat.2013.04.003__sample_12711,10.1016/j.actamat.2013.04.003,12711,Cu2Ga0.025Sn0.975Se3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.04.003__sample_12712,10.1016/j.actamat.2013.04.003,12712,Cu2Ga0.05Sn0.95Se3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.04.003__sample_12713,10.1016/j.actamat.2013.04.003,12713,Cu2Ga0.075Sn0.925Se3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.09.006__sample_3294,10.1016/j.actamat.2013.09.006,3294,FeSb2Te1,p-type,positive,2,2,0,3,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.09.006__sample_3295,10.1016/j.actamat.2013.09.006,3295,FeSb2.05Te0.95,p-type,positive,2,2,0,3,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.09.006__sample_3296,10.1016/j.actamat.2013.09.006,3296,FeSb2.1Te0.9,mixed,mixed,2,2,0,3,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.09.006__sample_3297,10.1016/j.actamat.2013.09.006,3297,FeSb2.15Te0.85,mixed,mixed,2,2,0,3,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.09.006__sample_3298,10.1016/j.actamat.2013.09.006,3298,FeSb2.2Te0.8,mixed,mixed,2,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2013.10.062__sample_21109,10.1016/j.actamat.2013.10.062,21109,Si0.913Ge0.080P0.007Mo0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.007__sample_8233,10.1016/j.actamat.2014.04.007,8233,Al0.02(Mg2Si)0.98,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.007__sample_8234,10.1016/j.actamat.2014.04.007,8234,Bi0.02(Mg2Si)0.98,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.036__sample_15161,10.1016/j.actamat.2014.04.036,15161,Ge0.5Pb0.5Te0.5Se0.5,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.036__sample_15162,10.1016/j.actamat.2014.04.036,15162,Ge0.6Pb0.4Te0.5Se0.5,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5409,10.1016/j.actamat.2014.04.060,5409,Mg2Si0.55Sn0.4Ge0.05Bi0,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5410,10.1016/j.actamat.2014.04.060,5410,Mg2Si0.54Sn0.4Ge0.05Bi0.01,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5411,10.1016/j.actamat.2014.04.060,5411,Mg2Si0.5325Sn0.4Ge0.05Bi0.0175,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5412,10.1016/j.actamat.2014.04.060,5412,Mg2Si0.53Sn0.4Ge0.05Bi0.02,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5413,10.1016/j.actamat.2014.04.060,5413,Mg2Si0.5275Sn0.4Ge0.05Bi0.0225,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5414,10.1016/j.actamat.2014.04.060,5414,Mg2Si0.525Sn0.4Ge0.05Bi0.025,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5415,10.1016/j.actamat.2014.04.060,5415,Mg2Si0.52Sn0.4Ge0.05Bi0.03,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.04.060__sample_5416,10.1016/j.actamat.2014.04.060,5416,Mg2Si0.515Sn0.4Ge0.05Bi0.035,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.019__sample_3306,10.1016/j.actamat.2014.05.019,3306,Yb0.2Co4Sb12,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.019__sample_3307,10.1016/j.actamat.2014.05.019,3307,Yb0.35Co4Sb12,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.019__sample_3308,10.1016/j.actamat.2014.05.019,3308,Yb0.45Co4Sb12,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.019__sample_3309,10.1016/j.actamat.2014.05.019,3309,Yb0.5Co4Sb12,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.019__sample_3310,10.1016/j.actamat.2014.05.019,3310,Yb0.35Co4Sb12,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.041__sample_8235,10.1016/j.actamat.2014.05.041,8235,Mg2Si0.9875Sb0.0125,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.041__sample_8236,10.1016/j.actamat.2014.05.041,8236,Mg2Si0.9875Sb0.0125,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.05.041__sample_8237,10.1016/j.actamat.2014.05.041,8237,Mg2Si0.9875Sb0.0125,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1397,10.1016/j.actamat.2014.10.062,1397,Bi0.6Sb1.4Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1398,10.1016/j.actamat.2014.10.062,1398,Bi0.5Sb1.5Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1399,10.1016/j.actamat.2014.10.062,1399,Bi0.4Sb1.6Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1400,10.1016/j.actamat.2014.10.062,1400,Bi0.3Sb1.7Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1401,10.1016/j.actamat.2014.10.062,1401,Bi0.6Sb1.4Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1402,10.1016/j.actamat.2014.10.062,1402,Bi0.5Sb1.5Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1403,10.1016/j.actamat.2014.10.062,1403,Bi0.4Sb1.6Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.10.062__sample_1404,10.1016/j.actamat.2014.10.062,1404,Bi0.3Sb1.7Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5961,10.1016/j.actamat.2014.11.023,5961,Sb1.95In0.05Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5962,10.1016/j.actamat.2014.11.023,5962,Sb2Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5963,10.1016/j.actamat.2014.11.023,5963,Sb1.9In0.5Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5964,10.1016/j.actamat.2014.11.023,5964,Sb1.85In0.15Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5965,10.1016/j.actamat.2014.11.023,5965,Sb1.8In0.2Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5966,10.1016/j.actamat.2014.11.023,5966,Sb1.85In0.15Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5967,10.1016/j.actamat.2014.11.023,5967,Ag0.005Sb1.85In0.15Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5968,10.1016/j.actamat.2014.11.023,5968,Ag0.0075Sb1.85In0.15Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5969,10.1016/j.actamat.2014.11.023,5969,Ag0.01Sb1.85In0.15Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5970,10.1016/j.actamat.2014.11.023,5970,Ag0.0125Sb1.85In0.15Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2014.11.023__sample_5971,10.1016/j.actamat.2014.11.023,5971,Ag0.015Sb1.85In0.15Te3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2015.07.027__sample_3311,10.1016/j.actamat.2015.07.027,3311,La0.8Ti0.1Ga0.1Fe3CoSb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2015.07.027__sample_3312,10.1016/j.actamat.2015.07.027,3312,La0.8Ti0.1Ga0.1Fe3CoSb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2015.07.027__sample_3313,10.1016/j.actamat.2015.07.027,3313,La0.8Ti0.1Ga0.1Fe3CoSb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2015.07.027__sample_3314,10.1016/j.actamat.2015.07.027,3314,La0.8Ti0.1Ga0.1Fe3CoSb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2015.08.079__sample_20986,10.1016/j.actamat.2015.08.079,20986,BiCuSeO,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2015.08.079__sample_20989,10.1016/j.actamat.2015.08.079,20989,Bi0.7Ca0.3CuSeO,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12114,10.1016/j.actamat.2016.04.039,12114,(Hf0.25Zr0.75)NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12115,10.1016/j.actamat.2016.04.039,12115,(Hf0.25Zr0.75)0.99Nb0.01NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12116,10.1016/j.actamat.2016.04.039,12116,(Hf0.25Zr0.75)0.986Nb0.014NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12117,10.1016/j.actamat.2016.04.039,12117,(Hf0.25Zr0.75)0.982Nb0.018NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12118,10.1016/j.actamat.2016.04.039,12118,(Hf0.25Zr0.75)0.978Nb0.022NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12119,10.1016/j.actamat.2016.04.039,12119,(Hf0.25Zr0.75)0.97Nb0.03NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12120,10.1016/j.actamat.2016.04.039,12120,(Hf0.25Zr0.75)0.995Nb0.005NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12121,10.1016/j.actamat.2016.04.039,12121,(Hf0.25Zr0.75)0.988Nb0.012NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12122,10.1016/j.actamat.2016.04.039,12122,(Hf0.25Zr0.75)0.984Nb0.016NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12123,10.1016/j.actamat.2016.04.039,12123,(Hf0.25Zr0.75)0.98Nb0.02NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.039__sample_12124,10.1016/j.actamat.2016.04.039,12124,(Hf0.25Zr0.75)0.975Nb0.025NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.050__sample_14481,10.1016/j.actamat.2016.04.050,14481,Cu2Se,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.050__sample_14482,10.1016/j.actamat.2016.04.050,14482,Cu1.98Se,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.04.050__sample_14483,10.1016/j.actamat.2016.04.050,14483,Cu1.95Se,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.06.060__sample_4915,10.1016/j.actamat.2016.06.060,4915,La0.68Ce0.22Fe3.6Co0.4Sb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.06.060__sample_4916,10.1016/j.actamat.2016.06.060,4916,La0.68Ce0.22Fe3.5Co0.5Sb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.06.060__sample_4917,10.1016/j.actamat.2016.06.060,4917,La0.68Ce0.22Fe3.4Co0.6Sb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.06.060__sample_4918,10.1016/j.actamat.2016.06.060,4918,La0.68Ce0.22Fe3.2Co0.8Sb12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.026__sample_22272,10.1016/j.actamat.2016.08.026,22272,(ZnO)98.25(Al2O3)0.25(MgO)1(TiO2)0.5,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.026__sample_22273,10.1016/j.actamat.2016.08.026,22273,(ZnO)98.25(Al2O3)0.25(MgO)1(TiO2)0.5,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.026__sample_22274,10.1016/j.actamat.2016.08.026,22274,(ZnO)98.25(Al2O3)0.25(MgO)1(TiO2)0.5,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.057__sample_9509,10.1016/j.actamat.2016.08.057,9509,Mg1.94Li0.06Ge0.4Sn0.6,p-type,positive,2,1,0,2,2,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.057__sample_9510,10.1016/j.actamat.2016.08.057,9510,Mg1.96Li0.04Ge0.4Sn0.6,p-type,positive,2,1,0,2,2,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.057__sample_9511,10.1016/j.actamat.2016.08.057,9511,Mg1.97Li0.03Ge0.4Sn0.6,p-type,positive,2,1,0,2,2,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.057__sample_9512,10.1016/j.actamat.2016.08.057,9512,Mg1.98Li0.02Ge0.4Sn0.6,p-type,positive,2,1,0,2,2,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.057__sample_9513,10.1016/j.actamat.2016.08.057,9513,Mg1.99Li0.01Ge0.4Sn0.6,p-type,positive,2,1,0,2,2,True,True,True,2,ok,complete
10.1016_j.actamat.2016.08.057__sample_9514,10.1016/j.actamat.2016.08.057,9514,Mg1.995Li0.005Ge0.4Sn0.6,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3020,10.1016/j.actamat.2016.11.049,3020,SnTe,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3021,10.1016/j.actamat.2016.11.049,3021,CuSn18InTe20,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3022,10.1016/j.actamat.2016.11.049,3022,CuSn14InTe16,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3023,10.1016/j.actamat.2016.11.049,3023,CuSn10InTe12,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3024,10.1016/j.actamat.2016.11.049,3024,CuSn7InTe9,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3025,10.1016/j.actamat.2016.11.049,3025,CuSn5InTe7,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3026,10.1016/j.actamat.2016.11.049,3026,CuSn2InTe5,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2016.11.049__sample_3027,10.1016/j.actamat.2016.11.049,3027,CuInTe2,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2017.10.015__sample_31712,10.1016/j.actamat.2017.10.015,31712,Mg2.9875Na0.0125Sb2,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2017.10.015__sample_31713,10.1016/j.actamat.2017.10.015,31713,Mg2.4875Zn0.5Na0.0125Sb2,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2017.10.015__sample_31714,10.1016/j.actamat.2017.10.015,31714,Mg2.0875Zn0.9Na0.0125Sb2,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2017.10.015__sample_31715,10.1016/j.actamat.2017.10.015,31715,Mg1.7875Zn1.2Na0.0125Sb2,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2019.01.013__sample_83821,10.1016/j.actamat.2019.01.013,83821,(Hf0.25Zr0.25Ti0.5)NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2019.01.013__sample_83822,10.1016/j.actamat.2019.01.013,83822,(Hf0.25Zr0.25Ti0.5)0.995Nb0.005NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2019.01.013__sample_83823,10.1016/j.actamat.2019.01.013,83823,(Hf0.25Zr0.25Ti0.5)0.99Nb0.01NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2019.01.013__sample_83824,10.1016/j.actamat.2019.01.013,83824,(Hf0.25Zr0.25Ti0.5)0.985Nb0.015NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2019.01.013__sample_83825,10.1016/j.actamat.2019.01.013,83825,(Hf0.25Zr0.25Ti0.5)0.98Nb0.02NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2019.01.013__sample_83826,10.1016/j.actamat.2019.01.013,83826,(Hf0.25Zr0.25Ti0.5)0.975Nb0.025NiSn,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84396,10.1016/j.actamat.2020.07.028,84396,NbFeSb,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84397,10.1016/j.actamat.2020.07.028,84397,NbFeSb0.96Sn0.04,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84398,10.1016/j.actamat.2020.07.028,84398,NbFeSb0.92Sn0.08,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84399,10.1016/j.actamat.2020.07.028,84399,NbFeSb0.88Sn0.12,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84400,10.1016/j.actamat.2020.07.028,84400,NbFeSb0.84Sn0.16,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84401,10.1016/j.actamat.2020.07.028,84401,Nb0.96hf0.04FeSb0.88Sn0.12,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84402,10.1016/j.actamat.2020.07.028,84402,Nb0.92hf0.08FeSb0.88Sn0.12,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84403,10.1016/j.actamat.2020.07.028,84403,Nb0.88hf0.12FeSb0.88Sn0.12,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84404,10.1016/j.actamat.2020.07.028,84404,Nb0.84hf0.16FeSb0.88Sn0.12,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.028__sample_84405,10.1016/j.actamat.2020.07.028,84405,Nb0.8hf0.2FeSb0.88Sn0.12,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.045__sample_39466,10.1016/j.actamat.2020.07.045,39466,Mg2Si0.385Sn0.6Sb0.015,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.045__sample_39467,10.1016/j.actamat.2020.07.045,39467,Mg2Si0.385Sn0.6Sb0.015,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2020.07.045__sample_39468,10.1016/j.actamat.2020.07.045,39468,Mg2Si0.385Sn0.6Sb0.015,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117230__sample_46261,10.1016/j.actamat.2021.117230,46261,Bi2Te2.7Se0.3,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117230__sample_46262,10.1016/j.actamat.2021.117230,46262,(Bi2Te2.7Se0.3)99.24(Bi2S3)0.76,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117230__sample_46263,10.1016/j.actamat.2021.117230,46263,(Bi2Te2.7Se0.3)98.48(Bi2S3)1.52,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117230__sample_46264,10.1016/j.actamat.2021.117230,46264,(Bi2Te2.7Se0.3)97.72(Bi2S3)2.28,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117230__sample_46271,10.1016/j.actamat.2021.117230,46271,(Bi2Te2.7Se0.3)98.48(Bi2S3)1.52,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117230__sample_46272,10.1016/j.actamat.2021.117230,46272,(Bi2Te2.7Se0.3)98.48(Bi2S3)1.52,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46273,10.1016/j.actamat.2021.117231,46273,Ag3.92TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46274,10.1016/j.actamat.2021.117231,46274,Ag3.95TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46275,10.1016/j.actamat.2021.117231,46275,Ag3.98TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46276,10.1016/j.actamat.2021.117231,46276,Ag3.99TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46277,10.1016/j.actamat.2021.117231,46277,Ag4TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46278,10.1016/j.actamat.2021.117231,46278,Ag4.01TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46279,10.1016/j.actamat.2021.117231,46279,Ag4.02TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46280,10.1016/j.actamat.2021.117231,46280,Ag4.05TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117231__sample_46281,10.1016/j.actamat.2021.117231,46281,Ag4.08TeS,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117335__sample_46035,10.1016/j.actamat.2021.117335,46035,Ag2Se,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117335__sample_46036,10.1016/j.actamat.2021.117335,46036,(Ag0.99Cu0.01)2Se,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117335__sample_46037,10.1016/j.actamat.2021.117335,46037,(Ag0.98Cu0.02)2Se,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117335__sample_46038,10.1016/j.actamat.2021.117335,46038,(Ag0.97Cu0.03)2Se,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117335__sample_46039,10.1016/j.actamat.2021.117335,46039,(Ag0.96Cu0.04)2Se,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.actamat.2021.117335__sample_46040,10.1016/j.actamat.2021.117335,46040,(Ag0.95Cu0.05)2Se,n-type,negative,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.applthermaleng.2016.05.146__sample_43517,10.1016/j.applthermaleng.2016.05.146,43517,Mg2Si0.4Sn0.6,n-type,negative,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.applthermaleng.2016.05.146__sample_43518,10.1016/j.applthermaleng.2016.05.146,43518,Mg1.99Ag0.01Si0.4Sn0.6,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.applthermaleng.2016.05.146__sample_43523,10.1016/j.applthermaleng.2016.05.146,43523,Mg1.98Ag0.02Si0.4Sn0.6,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.applthermaleng.2016.05.146__sample_43524,10.1016/j.applthermaleng.2016.05.146,43524,Mg1.95Ag0.05Si0.4Sn0.6,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.applthermaleng.2016.05.146__sample_43525,10.1016/j.applthermaleng.2016.05.146,43525,Mg1.93Ag0.07Si0.4Sn0.6,p-type,positive,1,1,0,2,1,True,True,True,2,ok,complete
10.1016_j.apsusc.2014.02.173__sample_3397,10.1016/j.apsusc.2014.02.173,3397,CoSb3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.apsusc.2014.02.173__sample_3398,10.1016/j.apsusc.2014.02.173,3398,CoSb3Ti0.02,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.apsusc.2014.02.173__sample_3399,10.1016/j.apsusc.2014.02.173,3399,CoSb3Ti0.014,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.apsusc.2014.02.173__sample_3400,10.1016/j.apsusc.2014.02.173,3400,CoSb3Ti0.004,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.apsusc.2014.02.173__sample_3401,10.1016/j.apsusc.2014.02.173,3401,CoSb3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
10.1016_j.apsusc.2017.11.262__sample_40262,10.1016/j.apsusc.2017.11.262,40262,CoSb3,p-type,positive,1,1,0,1,1,True,True,True,2,ok,complete
