sample_key,SID,DOI,sample_id,paper_title,year,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,sintering_method,sintering_checked,record_checked,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,fitting_source_preference_step8,fitting_source_actual_step10,sigma_obs_source_step11,tau_eff_step12,log_tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,n_fit_rows_step12,n_fit_temperature_points_step12,temperature_min_fit_step12,temperature_max_fit_step12,temperature_span_fit_step12,sigma_fit_mae_step12,sigma_fit_rmse_step12,sigma_fit_mape_step12,sigma_fit_log_mae_step12,sigma_fit_log_rmse_step12,sigma_fit_r2_log_step12,sigma_fit_bias_log_step12,tau_eff_log_std_step12,tau_eff_geometric_std_factor_step12,tau_eff_train_step12,n_train_rows_step12,n_holdout_rows_step12,sigma_holdout_mae_step12,sigma_holdout_rmse_step12,sigma_holdout_mape_step12,sigma_holdout_log_rmse_step12,sigma_holdout_r2_log_step12,holdout_eval_status_step12,fit_status_step12,fit_note_step12,prefactor_source_step12,seebeck_obs_V_per_K_step11,kappa_obs_W_per_mK_step11,zt_obs_dimensionless_step11,power_factor_obs_W_per_mK2_step11,zt_calc_from_obs_step11,can_eval_power_factor_step11,can_calc_zt_from_obs_step11,can_compare_zt_obs_step11,row_quality_step11,n_prefactor_available_rows_step12,n_prefactor_unavailable_rows_step12,log_tau_eff_train_step12,tau_fit_problem_reason_step12,doi_url
10.1016_j.intermet.2020.106767__sample_29114,27569,10.1016/j.intermet.2020.106767,29114,,,Mg2Si,unknown,n,"estimated from Seebeck sign: positive=0, negative=16, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=16, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.0016076105773338563,-6.433006315830221,relative_scale,empirical_group_baseline,14,14,368.206,757.44,389.23400000000004,59.00838297002588,75.08997697855253,1.0963632533079077,0.7694154273876285,0.9067051898899621,-0.06091185746500316,2.5376526277146434e-16,0.9409324433866115,2.5623695693074025,0.0012236564683868357,11,3,147.31703054231227,155.36720773577213,0.7115410567479233,1.297507321649912,-27.838364773781574,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,14,0,-6.705911797367907,large fit MAPE; large holdout log RMSE,https://doi.org/10.1016/j.intermet.2020.106767
10.1016_j.intermet.2020.106767__sample_29115,27569,10.1016/j.intermet.2020.106767,29115,,,Mg2Ge,unknown,n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,0.0025205832761130875,-5.98326494546622,relative_scale,empirical_group_baseline,14,14,336.989,744.478,407.489,180.86221236491392,242.68493105616426,2.0409033205582117,1.1978508613267174,1.357061136732996,-0.06891589516420771,6.344131569286608e-17,1.4082888963789388,4.088952792752921,0.0016054199769228719,11,3,496.4249964788948,501.4457292254005,0.8778234754082086,2.10654427624413,-242.50072260462153,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,14,0,-6.434369888764505,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.intermet.2020.106767
10.1016_j.intermet.2020.106831__sample_31614,27818,10.1016/j.intermet.2020.106831,31614,,,Zn13Sb10,unknown,p,"estimated from Seebeck sign: positive=29, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=29, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,2.7017240042473123,0.9938900893346619,relative_scale,empirical_group_baseline,27,27,3.116,394.158,391.04200000000003,112938.60560318742,239029.3698021629,0.7239182500499105,0.723594325783244,0.9298693307203281,0.02616016539032684,1.3158198810372225e-16,0.9475827191370303,2.579466821225579,3.5388285815855314,21,6,89018.43120943701,90629.47830684391,2.410166311687277,1.2248452334972275,-149.43788278736528,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,27,0,1.2637957632265373,large holdout log RMSE,https://doi.org/10.1016/j.intermet.2020.106831
10.1016_j.intermet.2020.106831__sample_31616,27818,10.1016/j.intermet.2020.106831,31616,,,Zn11.5In1Sb10,unknown,p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,2.3644105514691285,0.8605287525994362,relative_scale,empirical_group_baseline,24,24,1.899,389.746,387.847,48989.483111297595,61252.847279932306,0.697664867071973,0.6181373231774315,0.7225003066717691,-0.3173199937329363,-2.220446049250313e-16,0.7380397254354505,2.0918309297872475,3.005956082557902,19,5,69712.86641515115,70509.3874434484,2.1967797223078764,1.1606510982224902,-206.3954274830728,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,24,0,1.1005956812965458,large holdout log RMSE,https://doi.org/10.1016/j.intermet.2020.106831
10.1016_j.intermet.2020.106988__sample_84228,49852,10.1016/j.intermet.2020.106988,84228,,,TiNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=30, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=30, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.3974787476587181,-0.9226138113265693,relative_scale,empirical_group_baseline,24,24,293.7,909.5,615.8,18544.589682082387,21681.9615484337,1.4145346379982981,0.8158766249378934,1.0051144157992047,-0.4163356061485848,5.181040781584064e-16,1.0267322527306049,2.7919275983214673,0.301461648170626,19,5,38818.357738211766,39408.875050589675,0.7237517388136774,1.358251759791881,-344.0356889350008,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.00032035,7.492,0.2914,0.0002753405206675,0.017877816507552588,True,False,False,fit_and_pf_eval,24,0,-1.1991124743201131,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.intermet.2020.106988
10.1016_j.jallcom.2003.07.016__sample_26558,1484,10.1016/j.jallcom.2003.07.016,26558,,,Ba0.5Sr0.4La0.1TiO3,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.6127719306464174,-0.4897624666857518,relative_scale,empirical_group_baseline,12,12,327.126,860.654,533.528,19388.342039932457,24815.891012128584,0.5333711697820706,0.4828156017742238,0.5598771763201014,0.15370116355947872,0.0,0.5847726388613891,1.7945829208364057,0.7952682025928689,9,3,30818.1823807571,30887.857936488217,1.8437693589139386,1.0450678722735793,-91.51198691767495,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-9.769695e-05,4.022591,,0.0009408355720706297,0.09317193014620302,True,False,False,fit_and_pf_eval,12,0,-0.2290758594694492,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2003.07.016
10.1016_j.jallcom.2003.07.016__sample_26559,1484,10.1016/j.jallcom.2003.07.016,26559,,,Ba0.3Sr0.6La0.1TiO3,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,1.0083522055713896,0.008317518908694735,relative_scale,empirical_group_baseline,12,12,333.723,848.451,514.7280000000001,36244.00712174953,46371.13251535741,0.5993003037879562,0.5375102558301416,0.6142360240624742,0.122990786239083,-2.9605947323337506e-16,0.6415486036340582,1.8994200517057083,1.3297809200350503,9,3,53232.11347966035,53328.15820999609,2.0339465158898027,1.1096154728351386,-77.55332236535834,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-9.283472e-05,4.287627,,0.001278493312810113,,False,False,False,fit_only,12,0,0.2850142068873826,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2003.07.016
10.1016_j.jallcom.2003.07.016__sample_26560,1484,10.1016/j.jallcom.2003.07.016,26560,,,Sr0.9La0.1TiO3,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,1.3513426670582072,0.30109866638634575,relative_scale,empirical_group_baseline,12,12,329.052,843.356,514.304,50493.63424978739,64880.63720727894,0.6133057926233467,0.5523661865136219,0.62628202690822,0.11562971789833398,-2.9605947323337506e-16,0.6541302432681969,1.923468839663931,1.7909507561623599,9,3,72459.18385736043,72615.59424982942,2.0924843573061476,1.1287398651789053,-107.02321903526997,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-8.241138e-05,5.297995,,0.0016681961619930733,0.13713016361023167,True,False,False,fit_and_pf_eval,12,0,0.582746627537181,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2003.07.016
10.1016_j.jallcom.2003.12.018__sample_12181,1490,10.1016/j.jallcom.2003.12.018,12181,,,Ca2.7Dy0.3Co4O9,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,0.3207479530285828,-1.137099657335024,relative_scale,empirical_group_baseline,15,15,298.809,1099.674,800.865,3769.5066575317264,4261.6722267673285,0.4630883834459286,0.4574563247626074,0.5222251007370459,-6.467077447930162,2.3684757858670006e-16,0.5405543343640901,1.7169583674592521,0.2622373049719253,12,3,6857.747199772613,6867.4013285903075,0.6342088818107561,1.008342868487383,-1329.6411067008492,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,15,0,-1.3385054409921204,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2003.12.018
10.1016_j.jallcom.2004.03.128__sample_11043,1494,10.1016/j.jallcom.2004.03.128,11043,,,(Zr0.3Hf0.7)0.7Ti0.3NiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,0.9683390233711301,-0.03217302226673513,relative_scale,empirical_group_baseline,8,8,324.108,940.257,616.1489999999999,15582.919568838961,20326.385731652736,0.402835511551902,0.3945106783513359,0.5148858446581759,-1.5114213770657448,-4.440892098500626e-16,0.5504361211458872,1.7340090910174206,0.7611436425440204,6,2,37088.39318394291,38394.73296382617,0.5995891026618358,1.0121916551948191,-207.8926322823602,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,-0.2729331839468599,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2004.03.128
10.1016_j.jallcom.2004.03.128__sample_11044,1494,10.1016/j.jallcom.2004.03.128,11044,,,(Zr0.4Hf0.6)0.7Ti0.3NiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,0.9608983851565142,-0.039886614253439534,relative_scale,empirical_group_baseline,8,8,326.116,934.658,608.542,16258.603229876653,21273.190703563218,0.4372045110188543,0.44150633084070523,0.5919842719432669,-2.351616945119049,-2.220446049250313e-16,0.6328578068487201,1.8829841022251972,0.726981371579368,6,2,38000.19365935313,39835.09754518723,0.6367182013879638,1.2078777541133618,-266.5441774877883,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,-0.31885442546416165,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2004.03.128
10.1016_j.jallcom.2004.03.128__sample_11045,1494,10.1016/j.jallcom.2004.03.128,11045,,,(Zr0.5Hf0.5)0.7Ti0.3NiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,1.194029536668268,0.17733375224255554,relative_scale,empirical_group_baseline,8,8,326.753,936.326,609.5730000000001,17853.757528760114,23459.998717945877,0.3784998128213342,0.3937464586873052,0.5369468910572118,-3.239080659419086,0.0,0.5740203717798632,1.7753904521513364,0.9256854048898429,6,2,41407.03493470398,43772.94163271355,0.6007437175243744,1.1151976454436958,-281.7574819165888,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,-0.07722083759927696,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2004.03.128
10.1016_j.jallcom.2004.04.096__sample_81514,1497,10.1016/j.jallcom.2004.04.096,81514,,,CoTiSb,unknown,n,"estimated from Seebeck sign: positive=0, negative=61, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=61, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.11894146960548953,-2.1291237589242167,relative_scale,empirical_group_baseline,54,54,50.65,908.2,857.5500000000001,3323.6652675326945,4563.986259626479,0.5757323884037907,0.5123194432293755,0.6838544596428848,-2.148121648825562,3.289549702593056e-17,0.6902757691549046,1.9942654143074383,0.09207106362602029,43,11,8054.140188126047,8544.101103876934,0.6922029131681535,1.3209502309567709,-42.92899882070577,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,54,0,-2.3851945693865573,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2004.04.096
10.1016_j.jallcom.2004.04.096__sample_81515,1497,10.1016/j.jallcom.2004.04.096,81515,,,CoTi0.8Nb0.1Ta0.1Sb0.8Sn0.2,unknown,n,"estimated from Seebeck sign: positive=0, negative=63, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=63, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.2620332776630386,-1.3392837693055697,relative_scale,empirical_group_baseline,53,53,38.52,906.0,867.48,6153.972926631519,7835.116407599783,0.44137480845553023,0.4264335478508799,0.53447121199461,-2.8413617564382703,4.692263349359152e-16,0.5395858855837489,1.7152963861241848,0.21314675374955658,42,11,13349.942357254426,13959.527961955679,0.6122770230679445,1.0447299177871792,-64.23809205418625,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,53,0,-1.5457743657740315,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2004.04.096
10.1016_j.jallcom.2004.09.005__sample_26561,1516,10.1016/j.jallcom.2004.09.005,26561,,,SrTiO3,unknown,n,"estimated from Seebeck sign: positive=0, negative=10, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=10, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.010883554381780592,-4.520502401403844,relative_scale,empirical_group_baseline,10,10,346.278,769.974,423.696,292.21863570704335,355.04095284125776,0.565150000258831,0.4548325151108822,0.558225244685024,0.28135298335585757,1.7763568394002506e-16,0.5884210735364931,1.8011422978453693,0.013724028807003958,8,2,470.3190831753627,477.3050226102306,2.3559628412392577,1.2036087613128725,-14.75150567141973,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0005515254,5.094536,0.01327543,0.00045576546102477707,0.018878627861625415,True,False,False,fit_and_pf_eval,10,0,-4.28860705496424,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2004.09.005
10.1016_j.jallcom.2004.09.035__sample_16237,1514,10.1016/j.jallcom.2004.09.035,16237,,,FeGa3,unknown,p,"estimated from Seebeck sign: positive=47, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=47, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,1.5807021993070915,0.45786917825033757,relative_scale,empirical_group_baseline,30,30,8.152,298.358,290.206,46044.96997391196,81415.30687748571,0.7171000039304546,0.6979051035267555,0.844605313034099,-0.07466187078521158,5.921189464667501e-17,0.8590440565989786,2.360902725252065,1.9546262559870655,24,6,39374.21221815481,41872.73358157578,1.9944938384569137,1.0919766313092951,-347.23365688327834,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,30,0,0.6701990017532132,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2004.09.035
10.1016_j.jallcom.2005.01.028__sample_11239,1521,10.1016/j.jallcom.2005.01.028,11239,,,(Zr0.6Hf0.4)0.7Ti0.3NiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,0.4434366319040599,-0.81320036928086,relative_scale,empirical_group_baseline,8,8,334.708,955.558,620.8499999999999,10278.710506390255,12421.088804125833,0.6456166008344799,0.6070579466782362,0.7169987198646923,-1.607608672512431,-2.220446049250313e-16,0.7665038732826246,2.1522286212187156,0.3104452406921455,6,2,23027.736759909116,23253.855930377937,0.7589203779225904,1.4286875295321206,-154.28701462610587,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,-1.1697477516409913,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.01.028
10.1016_j.jallcom.2005.01.028__sample_11241,1521,10.1016/j.jallcom.2005.01.028,11241,,,(Zr0.6Hf0.4)0.7Ti0.3NiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical resistivity,Electrical resistivity,from_rho,1.5264022484231226,0.42291349473433426,relative_scale,empirical_group_baseline,8,8,332.558,977.83,645.272,31142.903089433,38146.9940047062,0.6492638964385078,0.5992112611430958,0.7488879423482773,-2.556179844794245,-2.220446049250313e-16,0.8005948861009624,2.226865265733804,1.0584606354342612,6,2,65327.34833827398,66449.0880300933,0.7587821770200108,1.4934246625315708,-233.73740802759457,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,0.0568156218925262,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.01.028
10.1016_j.jallcom.2005.06.036__sample_11244,1528,10.1016/j.jallcom.2005.06.036,11244,,,TiCoSb,unknown,n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.06892804921213581,-2.6746920834841026,relative_scale,empirical_group_baseline,14,14,338.235,982.353,644.1179999999999,818.4843341383238,1090.9051702341978,0.36879409235286575,0.3655579205716733,0.5171191741590847,-3.8044699229576553,0.0,0.5366399282688843,1.7102506321254722,0.054630319975516435,11,3,1966.5048779665915,2001.936860052927,0.6529631672256911,1.109199779777123,-245.675738743491,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,14,0,-2.9071662394524282,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.06.036
10.1016_j.jallcom.2005.07.057__sample_3536,1534,10.1016/j.jallcom.2005.07.057,3536,,,CoSb3,unknown,p,"estimated from Seebeck sign: positive=32, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=32, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.07517030104946228,-2.587999058885756,relative_scale,empirical_group_baseline,35,35,323.672,665.888,342.216,2006.8241802511986,2434.2647086031902,0.6249906781469319,0.587617855776689,0.6645416177666106,-0.650473703632243,4.821539992657822e-16,0.6742434684417274,1.9625476849476446,0.05916905742851401,28,7,4767.27939861594,4855.703605493331,0.6942197021612396,1.2067630534276337,-80.13290240844768,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0001285448,8.690526,0.07015128,2.8509708608012245e-05,0.004833377785724622,False,False,False,fit_only,35,0,-2.8273565523086366,large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.07.057
10.1016_j.jallcom.2005.12.066__sample_15147,9518,10.1016/j.jallcom.2005.12.066,15147,,,MgB2,unknown,p,"estimated from Seebeck sign: positive=37, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=37, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.4854424968684668,-0.7226944393190744,relative_scale,empirical_group_baseline,19,19,20.198,49.915,29.717,211448.5465304642,375980.6452633404,3.903016188384246,2.5063408887665006,2.7032631545166868,0.008532363124485798,9.349246523159212e-17,2.777338873902125,16.07618322428281,0.7959873106920571,15,4,17219.10740861271,17219.107739541003,9.474912868293128,2.3489821568848654,-1599034.2362932246,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,19,0,-0.22817203460645535,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.12.066
10.1016_j.jallcom.2005.12.066__sample_15148,9518,10.1016/j.jallcom.2005.12.066,15148,,,(MgB2)1.9Co0.1,unknown,p,"estimated from Seebeck sign: positive=34, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=34, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.07715708234257382,-2.5619119047417884,relative_scale,empirical_group_baseline,25,25,22.974,49.627,26.653000000000002,31763.986670646736,152060.49381842028,0.514769296141628,0.6981449084416262,1.3487017187240429,0.00815810822074281,-1.0302869668521452e-15,1.3765129275369108,3.961064996174793,0.08535897543376889,20,5,814.9644584815738,814.9646349368248,0.6571698578739907,0.5051113340742726,-1364487.9389540332,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,25,0,-2.4608896749452938,large fit log RMSE,https://doi.org/10.1016/j.jallcom.2005.12.066
10.1016_j.jallcom.2005.12.066__sample_15149,9518,10.1016/j.jallcom.2005.12.066,15149,,,(MgB2)1.7Co0.3,unknown,p,"estimated from Seebeck sign: positive=32, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=32, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.3891774309686804,-0.9437199186130268,relative_scale,empirical_group_baseline,30,30,23.412,49.982,26.57,301028.5425788743,590585.6242630965,6.285604364187121,2.893918421174681,3.139661457112765,0.0036208372659960464,-2.9605947323337506e-16,3.1933347716896496,24.36955900575039,0.7151966508662336,24,6,16292.674972675144,16292.675507752207,19.96017149652773,3.0426152169925724,-352679.30586891656,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,30,0,-0.3351977379270945,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.12.066
10.1016_j.jallcom.2005.12.066__sample_15150,9518,10.1016/j.jallcom.2005.12.066,15150,,,(MgB2)1.5Co0.5,unknown,p,"estimated from Seebeck sign: positive=33, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=33, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.0908802250214201,-2.398212847984411,relative_scale,empirical_group_baseline,29,29,28.206,49.248,21.041999999999998,64314.19370939369,188562.99879474755,1.5530372780891313,1.5362030945040943,2.127784430043965,0.014297139688717486,5.206563149966251e-16,2.1654472553640876,8.718500441057385,0.1220113247577711,23,6,2215.582966319129,2215.5829967037575,3.1527139049591146,1.4237620330043146,-7441116.729881569,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,29,0,-2.1036414126735665,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.jallcom.2005.12.066
