sample_key,DOI,paper_title,year,sample_id,composition,material_system,n_or_p,n_or_p_confidence_step6,np_basis_auto_step9,additive_auto_step9,structure_auto_step9,nanocarbon_type_auto_step9,zt_max_observed_step9,thermal_conductivity_min_observed_step9,review_priority_score_step9,review_priority_tier_step9,review_priority_reason_step9,paper_checked_step9,additive_manual_step9,structure_manual_step9,np_type_paper_manual_step9,np_basis_paper_manual_step9,manual_review_note_step9,SID,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,np_basis_source_step9,np_checked_in_paper_step9,np_check_note_step9,sintering_method,sintering_checked,record_checked,sintering_status_step9,sintering_note_step9,sintering_keyword_detected_step9,additive_evidence_auto_step9,additive_keyword_detected_step9,structure_evidence_auto_step9,structure_keyword_detected_step9,nanocarbon_keyword_detected_step9,nanocarbon_evidence_auto_step9,rare_metal_flag_auto_step9,rare_metal_elements_auto_step9,toxicity_flag_auto_step9,toxicity_elements_auto_step9,rare_metal_note_manual_step9,toxicity_note_manual_step9,sigma_or_rho_point_count_step9,seebeck_point_count_step9,candidate_priority_tier_step8,fitting_source_preference_step8,valid_sigma_or_rho_point_count_step8,sigma_or_rho_temperature_span_step8,paper_check_date_step9,paper_check_scope_step9,needs_sintering_check_later_step9,text_for_literature_hint_step9,has_electrical_conductivity,has_electrical_resistivity,has_sigma_or_rho,has_seebeck,has_thermal_conductivity,has_zt,has_kappa_or_zt,electrical_conductivity_curve_count,electrical_resistivity_curve_count,seebeck_curve_count_step5,thermal_conductivity_curve_count,zt_curve_count,electrical_conductivity_point_count,electrical_resistivity_point_count,sigma_or_rho_point_count,seebeck_point_count_step5,thermal_conductivity_point_count,zt_point_count,kappa_or_zt_point_count,is_learning_candidate_step5,learning_candidate_reason_step5,n_or_p_prior,n_or_p_basis_prior,seebeck_positive_count,seebeck_negative_count,seebeck_zero_count,seebeck_valid_count,seebeck_curve_count,seebeck_point_count,seebeck_abs_like_curve_count,seebeck_parse_failed_curve_count,seebeck_sign_mixed_flag,sintering_method_prior_step7,sintering_checked_prior_step7,record_checked_prior_step7,sintering_status_step7,sintering_note_step7,sigma_curve_count_step8,rho_curve_count_step8,sigma_or_rho_curve_count_step8,sigma_point_count_step8,rho_point_count_step8,sigma_or_rho_point_count_step8,valid_sigma_point_count_step8,valid_rho_point_count_step8,nonpositive_sigma_point_count_step8,nonpositive_rho_point_count_step8,nonpositive_sigma_or_rho_point_count_step8,sigma_temperature_min_step8,sigma_temperature_max_step8,rho_temperature_min_step8,rho_temperature_max_step8,sigma_or_rho_temperature_min_step8,sigma_or_rho_temperature_max_step8,sigma_rho_parse_failed_curve_count_step8,sigma_rho_xy_mismatch_curve_count_step8,has_valid_sigma_step8,has_valid_rho_step8,has_valid_sigma_or_rho_step8,has_seebeck_step8,has_thermal_conductivity_step8,has_zt_step8,has_kappa_or_zt_step8,seebeck_curve_count_step8,thermal_conductivity_curve_count_step8,zt_curve_count_step8,seebeck_point_count_step8,thermal_conductivity_point_count_step8,zt_point_count_step8,kappa_or_zt_point_count_step8,is_tau_fitting_candidate_step8,is_full_learning_candidate_step8,is_initial_tau_fit_candidate_step8,fitting_source_reason_step8,learning_candidate_reason_step8,zt_point_count_step9,thermal_conductivity_point_count_step9,doi_url
10.1038_nature13184__sample_31744,10.1038/nature13184,,,31744,SnSe,unknown,p,high,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.278502,0.280083,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,14595,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Se,True,Se,,,15,15,A,Electrical conductivity,15,670.2198,,not checked,no,SnSe | unknown | SnSe | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | SnSe | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | SnSe | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | SnSe | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,15,0,15,15,15,15,30,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,15,0,0,15,1,15,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,15,0,15,15,0,0,0,0,301.3247,971.5445,0.0,0.0,301.3247,971.5445,0,0,True,False,True,True,True,True,True,1,1,1,15,15,15,30,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",15.0,15.0,https://doi.org/10.1038/nature13184
10.1002_aenm.201601450__sample_3189,10.1002/aenm.201601450,,,3189,PbTe0.85Se0.15TeNa0.02(SrTe)0.04,unknown,p,high,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.276137,0.9863448,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,18492,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Se, Te",True,"Pb, Se, Te",,,14,14,A,Electrical conductivity,14,624.9308000000001,,not checked,no,PbTe0.85Se0.15TeNa0.02(SrTe)0.04 | unknown | PbTe0.85Se0.15TeNa0.02(SrTe)0.04 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | PbTe0.85Se0.15TeNa0.02(SrTe)0.04 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | PbTe0.85Se0.15TeNa0.02(SrTe)0.04 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | PbTe0.85Se0.15TeNa0.02(SrTe)0.04 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,14,0,14,14,14,14,28,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,14,0,0,14,1,14,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,14,0,14,14,0,0,0,0,301.662,926.5928,0.0,0.0,301.662,926.5928,0,0,True,False,True,True,True,True,True,1,1,1,14,14,14,28,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",14.0,14.0,https://doi.org/10.1002/aenm.201601450
10.1002_aenm.201601450__sample_3198,10.1002/aenm.201601450,,,3198,PbTe0.85Se0.15Na0.02(SrTe)0.04,unknown,p,high,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.275559,1.0,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,18492,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Se, Te",True,"Pb, Se, Te",,,14,14,A,Electrical conductivity,14,621.4408,,not checked,no,PbTe0.85Se0.15Na0.02(SrTe)0.04 | unknown | PbTe0.85Se0.15Na0.02(SrTe)0.04 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | PbTe0.85Se0.15Na0.02(SrTe)0.04 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | PbTe0.85Se0.15Na0.02(SrTe)0.04 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | PbTe0.85Se0.15Na0.02(SrTe)0.04 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,14,0,14,14,14,14,28,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,14,0,0,14,1,14,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,14,0,14,14,0,0,0,0,303.0493,924.4901,0.0,0.0,303.0493,924.4901,0,0,True,False,True,True,True,True,True,1,1,1,14,14,14,28,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",14.0,14.0,https://doi.org/10.1002/aenm.201601450
10.1002_aenm.201601450__sample_3190,10.1002/aenm.201601450,,,3190,PbTe0.75Se0.25TeNa0.02(SrTe)0.04,unknown,p,high,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.238282,0.8862578,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,18492,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Se, Te",True,"Pb, Se, Te",,,14,14,A,Electrical conductivity,14,624.9308000000001,,not checked,no,PbTe0.75Se0.25TeNa0.02(SrTe)0.04 | unknown | PbTe0.75Se0.25TeNa0.02(SrTe)0.04 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | PbTe0.75Se0.25TeNa0.02(SrTe)0.04 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | PbTe0.75Se0.25TeNa0.02(SrTe)0.04 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | PbTe0.75Se0.25TeNa0.02(SrTe)0.04 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,14,0,14,14,14,14,28,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,14,0,0,14,1,14,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,14,0,14,14,0,0,0,0,301.662,926.5928,0.0,0.0,301.662,926.5928,0,0,True,False,True,True,True,True,True,1,1,1,14,14,14,28,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",14.0,14.0,https://doi.org/10.1002/aenm.201601450
10.1016_j.mtphys.2021.100497__sample_45598,10.1016/j.mtphys.2021.100497,,,45598,Ge0.74Al0.02Pb0.1Sb0.1Te,unknown,p,high,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.22971,0.860474,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,37450,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Ge, Sb, Te",True,"Pb, Sb, Te",,,11,11,A,Electrical conductivity,11,472.25730000000004,,not checked,no,Ge0.74Al0.02Pb0.1Sb0.1Te | unknown | Ge0.74Al0.02Pb0.1Sb0.1Te | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ge0.74Al0.02Pb0.1Sb0.1Te | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ge0.74Al0.02Pb0.1Sb0.1Te | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ge0.74Al0.02Pb0.1Sb0.1Te | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,11,0,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,299.8658,772.1231,0.0,0.0,299.8658,772.1231,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1016/j.mtphys.2021.100497
10.1038_ncomms5515__sample_409,10.1038/ncomms5515,,,409,K0.025Pb1Te0.7S0.3,unknown,p,high,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.22115,0.5683117,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,4210,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Te,True,"Pb, Te",,,14,14,A,Electrical conductivity,14,619.2307000000001,,not checked,no,K0.025Pb1Te0.7S0.3 | unknown | K0.025Pb1Te0.7S0.3 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | K0.025Pb1Te0.7S0.3 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | K0.025Pb1Te0.7S0.3 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | K0.025Pb1Te0.7S0.3 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,14,0,14,14,14,11,25,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,14,0,0,14,1,14,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,14,0,14,14,0,0,0,0,303.8462,923.0769,0.0,0.0,303.8462,923.0769,0,0,True,False,True,True,True,True,True,1,1,1,14,14,11,25,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,14.0,https://doi.org/10.1038/ncomms5515
10.1038_ncomms13713__sample_33473,10.1038/ncomms13713,,,33473,Sn0.94SeBi0.06,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,2.21374,0.2711688,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,27933,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Bi, Se",True,Se,,,11,11,A,Electrical conductivity,11,470.2117,,not checked,no,Sn0.94SeBi0.06 | unknown | Sn0.94SeBi0.06 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Sn0.94SeBi0.06 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Sn0.94SeBi0.06 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Sn0.94SeBi0.06 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,11,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,303.6153,773.827,0.0,0.0,303.6153,773.827,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1038/ncomms13713
10.1002_aenm.201601450__sample_3193,10.1002/aenm.201601450,,,3193,PbTeNa0.02(SrTe)0.04,unknown,p,high,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.206927,0.9688312,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,18492,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Te,True,"Pb, Te",,,35,14,A,Electrical conductivity,35,617.5015000000001,,not checked,no,PbTeNa0.02(SrTe)0.04 | unknown | PbTeNa0.02(SrTe)0.04 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | PbTeNa0.02(SrTe)0.04 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | PbTeNa0.02(SrTe)0.04 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | PbTeNa0.02(SrTe)0.04 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,2,0,1,2,2,35,0,35,14,37,43,80,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,14,0,0,14,1,14,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",2,0,2,35,0,35,35,0,0,0,0,303.324,920.8255,0.0,0.0,303.324,920.8255,0,0,True,False,True,True,True,True,True,1,2,2,14,37,43,80,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",43.0,37.0,https://doi.org/10.1002/aenm.201601450
10.1016_j.nanoen.2018.09.025__sample_43728,10.1016/j.nanoen.2018.09.025,,,43728,Sn0.98Pb0.01Zn0.01Se,unknown,p,high,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.205143,0.2165988,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,32098,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Se,True,"Pb, Se",,,14,14,A,Electrical conductivity,14,570.5948000000001,,not checked,no,Sn0.98Pb0.01Zn0.01Se | unknown | Sn0.98Pb0.01Zn0.01Se | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Sn0.98Pb0.01Zn0.01Se | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Sn0.98Pb0.01Zn0.01Se | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Sn0.98Pb0.01Zn0.01Se | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,14,0,14,14,14,14,28,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,14,0,0,14,1,14,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,14,0,14,14,0,0,0,0,303.7963,874.3911,0.0,0.0,303.7963,874.3911,0,0,True,False,True,True,True,True,True,1,1,1,14,14,14,28,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",14.0,14.0,https://doi.org/10.1016/j.nanoen.2018.09.025
10.1016_j.jmat.2016.05.005__sample_2725,10.1016/j.jmat.2016.05.005,,,2725,(Pb0.99Mg0.01)0.98Na0.02Te0.8Se0.2,unknown,p,high,"estimated from Seebeck sign: positive=27, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.203822,,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,18584,"estimated from Seebeck sign: positive=27, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=27, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Se, Te",True,"Pb, Se, Te",,,27,27,A,Electrical conductivity,27,517.766,,not checked,no,(Pb0.99Mg0.01)0.98Na0.02Te0.8Se0.2 | unknown | (Pb0.99Mg0.01)0.98Na0.02Te0.8Se0.2 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | (Pb0.99Mg0.01)0.98Na0.02Te0.8Se0.2 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | (Pb0.99Mg0.01)0.98Na0.02Te0.8Se0.2 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,False,True,True,1,0,1,0,1,27,0,27,27,0,26,26,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,27,0,0,27,1,27,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,27,0,27,27,0,0,0,0,298.731,816.497,0.0,0.0,298.731,816.497,0,0,True,False,True,True,False,True,True,1,0,1,27,0,26,26,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",26.0,0.0,https://doi.org/10.1016/j.jmat.2016.05.005
10.1016_j.joule.2020.07.021__sample_37078,10.1016/j.joule.2020.07.021,,,37078,Ge0.87Sn0.05Sb0.08Te,unknown,p,high,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,2.198108,1.252859,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,29376,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Ge, Sb, Te",True,"Sb, Te",,,12,12,A,Electrical conductivity,12,479.44070000000005,,not checked,no,Ge0.87Sn0.05Sb0.08Te | unknown | Ge0.87Sn0.05Sb0.08Te | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ge0.87Sn0.05Sb0.08Te | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ge0.87Sn0.05Sb0.08Te | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ge0.87Sn0.05Sb0.08Te | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,12,0,12,12,12,12,24,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,12,0,0,12,1,12,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,12,0,12,12,0,0,0,0,300.7371,780.1778,0.0,0.0,300.7371,780.1778,0,0,True,False,True,True,True,True,True,1,1,1,12,12,12,24,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",12.0,12.0,https://doi.org/10.1016/j.joule.2020.07.021
