review_group_key_step9,DOI,SID_list,paper_title,year,sample_count,initial_tau_fit_sample_count,learning_candidate_sample_count,max_review_priority_score_step9,max_zt_observed_step9,nanocarbon_sample_count,additive_keyword_sample_count,structure_keyword_sample_count,p_sample_count,n_sample_count,mixed_sample_count,unknown_sample_count,top_sample_keys,review_priority_tier_step9,paper_review_reason_step9,paper_checked_step9,doi_url
DOI:10.1007/s10854-020-03396-6,10.1007/s10854-020-03396-6,27953,,,6,6,6,90,1.131799,0,0,0,6,0,0,0,"10.1007_s10854-020-03396-6__sample_32910, 10.1007_s10854-020-03396-6__sample_32909, 10.1007_s10854-020-03396-6__sample_32911, 10.1007_s10854-020-03396-6__sample_32913, 10.1007_s10854-020-03396-6__sample_32914, 10.1007_s10854-020-03396-6__sample_32912",A,max score=90; samples=6,no,https://doi.org/10.1007/s10854-020-03396-6
DOI:10.3390/ma8030959,10.3390/ma8030959,3695,,,5,5,5,90,1.091156,0,0,0,5,0,0,0,"10.3390_ma8030959__sample_15282, 10.3390_ma8030959__sample_15283, 10.3390_ma8030959__sample_15284, 10.3390_ma8030959__sample_15285, 10.3390_ma8030959__sample_15286",A,max score=90; samples=5,no,https://doi.org/10.3390/ma8030959
DOI:10.3390/ma14174870,10.3390/ma14174870,37441,,,4,4,4,90,1.260499,0,0,0,4,0,0,0,"10.3390_ma14174870__sample_45607, 10.3390_ma14174870__sample_45608, 10.3390_ma14174870__sample_45609, 10.3390_ma14174870__sample_45610",A,max score=90; samples=4,no,https://doi.org/10.3390/ma14174870
DOI:10.1039/c3tc31215a,10.1039/c3tc31215a,11505,,,6,6,6,90,1.343709,0,0,0,6,0,0,0,"10.1039_c3tc31215a__sample_8182, 10.1039_c3tc31215a__sample_8183, 10.1039_c3tc31215a__sample_8252, 10.1039_c3tc31215a__sample_8251, 10.1039_c3tc31215a__sample_8181, 10.1039_c3tc31215a__sample_8250",A,max score=90; samples=6,no,https://doi.org/10.1039/c3tc31215a
DOI:10.1007/s10853-019-03623-4,10.1007/s10853-019-03623-4,24812,,,6,6,6,90,0.7660656,0,0,0,6,0,0,0,"10.1007_s10853-019-03623-4__sample_27700, 10.1007_s10853-019-03623-4__sample_27701, 10.1007_s10853-019-03623-4__sample_27702, 10.1007_s10853-019-03623-4__sample_27703, 10.1007_s10853-019-03623-4__sample_27699, 10.1007_s10853-019-03623-4__sample_27698",A,max score=90; samples=6,no,https://doi.org/10.1007/s10853-019-03623-4
DOI:10.1016/j.jallcom.2018.08.291,10.1016/j.jallcom.2018.08.291,31604,,,4,4,4,90,1.138246,0,0,0,4,0,0,0,"10.1016_j.jallcom.2018.08.291__sample_41606, 10.1016_j.jallcom.2018.08.291__sample_41604, 10.1016_j.jallcom.2018.08.291__sample_41605, 10.1016_j.jallcom.2018.08.291__sample_41607",A,max score=90; samples=4,no,https://doi.org/10.1016/j.jallcom.2018.08.291
DOI:10.1039/c3cp53749h,10.1039/c3cp53749h,4611,,,3,3,3,90,0.5660459,0,0,0,0,3,0,0,"10.1039_c3cp53749h__sample_21243, 10.1039_c3cp53749h__sample_21245, 10.1039_c3cp53749h__sample_21244",A,max score=90; samples=3,no,https://doi.org/10.1039/c3cp53749h
DOI:10.1063/1.2745413,10.1063/1.2745413,1943,,,6,6,6,90,1.259191,0,0,0,6,0,0,0,"10.1063_1.2745413__sample_9361, 10.1063_1.2745413__sample_9355, 10.1063_1.2745413__sample_9363, 10.1063_1.2745413__sample_9364, 10.1063_1.2745413__sample_9365, 10.1063_1.2745413__sample_9360",A,max score=90; samples=6,no,https://doi.org/10.1063/1.2745413
DOI:10.1039/c2jm35257e,10.1039/c2jm35257e,2753,,,4,4,4,90,0.6848822,0,0,0,0,4,0,0,"10.1039_c2jm35257e__sample_30355, 10.1039_c2jm35257e__sample_30356, 10.1039_c2jm35257e__sample_30359, 10.1039_c2jm35257e__sample_30360",A,max score=90; samples=4,no,https://doi.org/10.1039/c2jm35257e
DOI:10.1039/c2jm16369a,10.1039/c2jm16369a,2741,,,5,5,5,90,1.161749,0,0,0,0,5,0,0,"10.1039_c2jm16369a__sample_13547, 10.1039_c2jm16369a__sample_13548, 10.1039_c2jm16369a__sample_13549, 10.1039_c2jm16369a__sample_13550, 10.1039_c2jm16369a__sample_13551",A,max score=90; samples=5,no,https://doi.org/10.1039/c2jm16369a
DOI:10.1016/j.jallcom.2016.08.033,10.1016/j.jallcom.2016.08.033,9845,,,4,4,4,90,1.292189,0,0,0,4,0,0,0,"10.1016_j.jallcom.2016.08.033__sample_33322, 10.1016_j.jallcom.2016.08.033__sample_33323, 10.1016_j.jallcom.2016.08.033__sample_33324, 10.1016_j.jallcom.2016.08.033__sample_33311",A,max score=90; samples=4,no,https://doi.org/10.1016/j.jallcom.2016.08.033
DOI:10.1039/c2ee21554c,10.1039/c2ee21554c,7963,,,4,4,4,90,1.014894,0,0,0,4,0,0,0,"10.1039_c2ee21554c__sample_12218, 10.1039_c2ee21554c__sample_12217, 10.1039_c2ee21554c__sample_12219, 10.1039_c2ee21554c__sample_12220",A,max score=90; samples=4,no,https://doi.org/10.1039/c2ee21554c
DOI:10.1021/acsami.9b21517,10.1021/acsami.9b21517,24031,,,4,4,4,90,0.7116,0,0,0,0,4,0,0,"10.1021_acsami.9b21517__sample_35306, 10.1021_acsami.9b21517__sample_35297, 10.1021_acsami.9b21517__sample_35298, 10.1021_acsami.9b21517__sample_35299",A,max score=90; samples=4,no,https://doi.org/10.1021/acsami.9b21517
DOI:10.1007/s11664-012-2356-3,10.1007/s11664-012-2356-3,10751,,,11,11,11,90,1.225888,0,0,0,11,0,0,0,"10.1007_s11664-012-2356-3__sample_7802, 10.1007_s11664-012-2356-3__sample_7803, 10.1007_s11664-012-2356-3__sample_7804, 10.1007_s11664-012-2356-3__sample_7806, 10.1007_s11664-012-2356-3__sample_7807, 10.1007_s11664-012-2356-3__sample_7808, 10.1007_s11664-012-2356-3__sample_7809, 10.1007_s11664-012-2356-3__sample_7810, 10.1007_s11664-012-2356-3__sample_7811, 10.1007_s11664-012-2356-3__sample_7812",A,max score=90; samples=11,no,https://doi.org/10.1007/s11664-012-2356-3
DOI:10.1039/c1jm13880d,10.1039/c1jm13880d,2739,,,1,1,1,90,1.085401,0,0,0,0,1,0,0,10.1039_c1jm13880d__sample_1714,A,max score=90; samples=1,no,https://doi.org/10.1039/c1jm13880d
DOI:10.1039/c1jm10163c,10.1039/c1jm10163c,11401,,,4,4,4,90,1.152324,0,0,0,0,4,0,0,"10.1039_c1jm10163c__sample_8149, 10.1039_c1jm10163c__sample_8146, 10.1039_c1jm10163c__sample_8147, 10.1039_c1jm10163c__sample_8148",A,max score=90; samples=4,no,https://doi.org/10.1039/c1jm10163c
DOI:10.1016/j.jallcom.2016.06.144,10.1016/j.jallcom.2016.06.144,9832,,,4,4,4,90,1.168966,0,0,0,4,0,0,0,"10.1016_j.jallcom.2016.06.144__sample_7392, 10.1016_j.jallcom.2016.06.144__sample_7394, 10.1016_j.jallcom.2016.06.144__sample_7396, 10.1016_j.jallcom.2016.06.144__sample_7397",A,max score=90; samples=4,no,https://doi.org/10.1016/j.jallcom.2016.06.144
DOI:10.1016/j.jallcom.2016.06.133,10.1016/j.jallcom.2016.06.133,9830,,,4,4,4,90,1.00551,0,0,0,4,0,0,0,"10.1016_j.jallcom.2016.06.133__sample_16277, 10.1016_j.jallcom.2016.06.133__sample_16275, 10.1016_j.jallcom.2016.06.133__sample_16276, 10.1016_j.jallcom.2016.06.133__sample_16278",A,max score=90; samples=4,no,https://doi.org/10.1016/j.jallcom.2016.06.133
DOI:10.1016/j.jallcom.2016.05.340,10.1016/j.jallcom.2016.05.340,9824,,,5,5,5,90,1.235061,0,0,0,5,0,0,0,"10.1016_j.jallcom.2016.05.340__sample_7355, 10.1016_j.jallcom.2016.05.340__sample_7356, 10.1016_j.jallcom.2016.05.340__sample_7357, 10.1016_j.jallcom.2016.05.340__sample_7358, 10.1016_j.jallcom.2016.05.340__sample_7359",A,max score=90; samples=5,no,https://doi.org/10.1016/j.jallcom.2016.05.340
DOI:10.1039/c3ta14547f,10.1039/c3ta14547f,2779,,,4,4,4,90,1.347559,0,0,0,4,0,0,0,"10.1039_c3ta14547f__sample_16808, 10.1039_c3ta14547f__sample_16809, 10.1039_c3ta14547f__sample_16810, 10.1039_c3ta14547f__sample_16807",A,max score=90; samples=4,no,https://doi.org/10.1039/c3ta14547f
DOI:10.1039/c0jm00138d,10.1039/c0jm00138d,2729,,,6,6,6,90,1.555007,0,0,0,6,0,0,0,"10.1039_c0jm00138d__sample_16919, 10.1039_c0jm00138d__sample_16920, 10.1039_c0jm00138d__sample_16921, 10.1039_c0jm00138d__sample_16923, 10.1039_c0jm00138d__sample_16922, 10.1039_c0jm00138d__sample_16918",A,max score=90; samples=6,no,https://doi.org/10.1039/c0jm00138d
DOI:10.1007/s11664-012-2416-8,10.1007/s11664-012-2416-8,2421,,,5,5,5,90,1.56035,0,0,0,5,0,0,0,"10.1007_s11664-012-2416-8__sample_15526, 10.1007_s11664-012-2416-8__sample_15527, 10.1007_s11664-012-2416-8__sample_15528, 10.1007_s11664-012-2416-8__sample_15529, 10.1007_s11664-012-2416-8__sample_15530",A,max score=90; samples=5,no,https://doi.org/10.1007/s11664-012-2416-8
DOI:10.1016/j.jallcom.2016.04.140,10.1016/j.jallcom.2016.04.140,9809,,,6,6,6,90,0.7761297,0,0,0,6,0,0,0,"10.1016_j.jallcom.2016.04.140__sample_7902, 10.1016_j.jallcom.2016.04.140__sample_7898, 10.1016_j.jallcom.2016.04.140__sample_7897, 10.1016_j.jallcom.2016.04.140__sample_7899, 10.1016_j.jallcom.2016.04.140__sample_7900, 10.1016_j.jallcom.2016.04.140__sample_7901",A,max score=90; samples=6,no,https://doi.org/10.1016/j.jallcom.2016.04.140
DOI:10.3724/sp.j.1077.2011.00680,10.3724/sp.j.1077.2011.00680,5551,,,4,4,4,90,1.401413,0,0,0,4,0,0,0,"10.3724_sp.j.1077.2011.00680__sample_16914, 10.3724_sp.j.1077.2011.00680__sample_16915, 10.3724_sp.j.1077.2011.00680__sample_16916, 10.3724_sp.j.1077.2011.00680__sample_16917",A,max score=90; samples=4,no,https://doi.org/10.3724/sp.j.1077.2011.00680
DOI:10.1038/srep06888,10.1038/srep06888,17021,,,7,7,7,90,0.7735311,0,0,0,0,7,0,0,"10.1038_srep06888__sample_21174, 10.1038_srep06888__sample_21175, 10.1038_srep06888__sample_21176, 10.1038_srep06888__sample_21177, 10.1038_srep06888__sample_21178, 10.1038_srep06888__sample_21179, 10.1038_srep06888__sample_21180",A,max score=90; samples=7,no,https://doi.org/10.1038/srep06888
DOI:10.1016/j.jallcom.2016.01.207,10.1016/j.jallcom.2016.01.207,9797,,,2,2,2,90,1.354656,0,0,0,2,0,0,0,"10.1016_j.jallcom.2016.01.207__sample_17489, 10.1016_j.jallcom.2016.01.207__sample_17488",A,max score=90; samples=2,no,https://doi.org/10.1016/j.jallcom.2016.01.207
DOI:10.1016/j.jallcom.2015.10.160,10.1016/j.jallcom.2015.10.160,9765,,,9,9,9,90,1.090894,0,0,0,9,0,0,0,"10.1016_j.jallcom.2015.10.160__sample_31451, 10.1016_j.jallcom.2015.10.160__sample_31410, 10.1016_j.jallcom.2015.10.160__sample_31411, 10.1016_j.jallcom.2015.10.160__sample_31412, 10.1016_j.jallcom.2015.10.160__sample_31446, 10.1016_j.jallcom.2015.10.160__sample_31447, 10.1016_j.jallcom.2015.10.160__sample_31448, 10.1016_j.jallcom.2015.10.160__sample_31449, 10.1016_j.jallcom.2015.10.160__sample_31450",A,max score=90; samples=9,no,https://doi.org/10.1016/j.jallcom.2015.10.160
DOI:10.1039/d4ee01652a,10.1039/d4ee01652a,49764,,,5,5,5,90,1.654,0,0,0,5,0,0,0,"10.1039_d4ee01652a__sample_83923, 10.1039_d4ee01652a__sample_83924, 10.1039_d4ee01652a__sample_83925, 10.1039_d4ee01652a__sample_83926, 10.1039_d4ee01652a__sample_83927",A,max score=90; samples=5,no,https://doi.org/10.1039/d4ee01652a
DOI:10.1007/s10854-016-4920-8,10.1007/s10854-016-4920-8,11819,,,4,4,4,90,1.223517,0,0,0,4,0,0,0,"10.1007_s10854-016-4920-8__sample_8457, 10.1007_s10854-016-4920-8__sample_8458, 10.1007_s10854-016-4920-8__sample_8459, 10.1007_s10854-016-4920-8__sample_8456",A,max score=90; samples=4,no,https://doi.org/10.1007/s10854-016-4920-8
DOI:10.1007/s11664-012-1974-0,10.1007/s11664-012-1974-0,2380,,,3,3,3,90,0.7133645,0,0,0,0,3,0,0,"10.1007_s11664-012-1974-0__sample_8530, 10.1007_s11664-012-1974-0__sample_8531, 10.1007_s11664-012-1974-0__sample_8532",A,max score=90; samples=3,no,https://doi.org/10.1007/s11664-012-1974-0
DOI:10.1007/s10853-021-06171-y,10.1007/s10853-021-06171-y,37561,,,4,4,4,90,1.285909,0,0,0,4,0,0,0,"10.1007_s10853-021-06171-y__sample_45208, 10.1007_s10853-021-06171-y__sample_45209, 10.1007_s10853-021-06171-y__sample_45210, 10.1007_s10853-021-06171-y__sample_45211",A,max score=90; samples=4,no,https://doi.org/10.1007/s10853-021-06171-y
DOI:10.1063/1.4869220,10.1063/1.4869220,6895,,,4,4,4,90,1.543401,0,0,0,0,4,0,0,"10.1063_1.4869220__sample_16940, 10.1063_1.4869220__sample_16941, 10.1063_1.4869220__sample_16942, 10.1063_1.4869220__sample_16943",A,max score=90; samples=4,no,https://doi.org/10.1063/1.4869220
DOI:10.1016/j.jallcom.2013.11.092,10.1016/j.jallcom.2013.11.092,9684,,,4,4,4,90,0.5469965,0,0,0,0,4,0,0,"10.1016_j.jallcom.2013.11.092__sample_9726, 10.1016_j.jallcom.2013.11.092__sample_9727, 10.1016_j.jallcom.2013.11.092__sample_9725, 10.1016_j.jallcom.2013.11.092__sample_9724",A,max score=90; samples=4,no,https://doi.org/10.1016/j.jallcom.2013.11.092
DOI:10.1007/s11664-010-1487-7,10.1007/s11664-010-1487-7,11127,,,5,5,5,90,1.182393,0,0,0,0,5,0,0,"10.1007_s11664-010-1487-7__sample_8097, 10.1007_s11664-010-1487-7__sample_8098, 10.1007_s11664-010-1487-7__sample_8099, 10.1007_s11664-010-1487-7__sample_8100, 10.1007_s11664-010-1487-7__sample_8101",A,max score=90; samples=5,no,https://doi.org/10.1007/s11664-010-1487-7
DOI:10.1021/cm402593f,10.1021/cm402593f,609,,,9,9,9,90,1.086775,0,0,0,8,1,0,0,"10.1021_cm402593f__sample_13843, 10.1021_cm402593f__sample_13844, 10.1021_cm402593f__sample_13842, 10.1021_cm402593f__sample_13845, 10.1021_cm402593f__sample_13846, 10.1021_cm402593f__sample_13847, 10.1021_cm402593f__sample_13848, 10.1021_cm402593f__sample_13849, 10.1021_cm402593f__sample_13850",A,max score=90; samples=9,no,https://doi.org/10.1021/cm402593f
DOI:10.1039/c5tc03692e,10.1039/c5tc03692e,11532,,,5,5,5,90,0.7382469,0,0,0,4,1,0,0,"10.1039_c5tc03692e__sample_45931, 10.1039_c5tc03692e__sample_45932, 10.1039_c5tc03692e__sample_45933, 10.1039_c5tc03692e__sample_45930, 10.1039_c5tc03692e__sample_45934",A,max score=90; samples=5,no,https://doi.org/10.1039/c5tc03692e
DOI:10.1063/1.4953439,10.1063/1.4953439,6492,,,7,7,7,90,0.7773585,0,0,0,7,0,0,0,"10.1063_1.4953439__sample_7659, 10.1063_1.4953439__sample_7661, 10.1063_1.4953439__sample_7660, 10.1063_1.4953439__sample_7655, 10.1063_1.4953439__sample_7656, 10.1063_1.4953439__sample_7657, 10.1063_1.4953439__sample_7658",A,max score=90; samples=7,no,https://doi.org/10.1063/1.4953439
DOI:10.1016/j.jallcom.2020.157351,10.1016/j.jallcom.2020.157351,31258,,,3,3,3,90,1.020587,0,0,0,0,3,0,0,"10.1016_j.jallcom.2020.157351__sample_40049, 10.1016_j.jallcom.2020.157351__sample_40048, 10.1016_j.jallcom.2020.157351__sample_40051",A,max score=90; samples=3,no,https://doi.org/10.1016/j.jallcom.2020.157351
DOI:10.1016/j.jallcom.2011.06.116,10.1016/j.jallcom.2011.06.116,1690,,,6,6,6,90,1.192206,0,0,0,6,0,0,0,"10.1016_j.jallcom.2011.06.116__sample_1625, 10.1016_j.jallcom.2011.06.116__sample_1628, 10.1016_j.jallcom.2011.06.116__sample_1626, 10.1016_j.jallcom.2011.06.116__sample_1627, 10.1016_j.jallcom.2011.06.116__sample_1629, 10.1016_j.jallcom.2011.06.116__sample_1630",A,max score=90; samples=6,no,https://doi.org/10.1016/j.jallcom.2011.06.116
DOI:10.1063/1.4984914,10.1063/1.4984914,44228,,,4,4,4,90,1.349766,0,0,0,4,0,0,0,"10.1063_1.4984914__sample_49635, 10.1063_1.4984914__sample_49636, 10.1063_1.4984914__sample_49637, 10.1063_1.4984914__sample_49638",A,max score=90; samples=4,no,https://doi.org/10.1063/1.4984914
DOI:10.1021/cm5023823,10.1021/cm5023823,620,,,3,3,3,90,0.525,0,0,0,3,0,0,0,"10.1021_cm5023823__sample_10115, 10.1021_cm5023823__sample_10093, 10.1021_cm5023823__sample_10117",A,max score=90; samples=3,no,https://doi.org/10.1021/cm5023823
DOI:10.1039/c6ra06688g,10.1039/c6ra06688g,16870,,,24,24,24,90,1.346203,0,0,0,24,0,0,0,"10.1039_c6ra06688g__sample_9077, 10.1039_c6ra06688g__sample_9080, 10.1039_c6ra06688g__sample_9101, 10.1039_c6ra06688g__sample_9100, 10.1039_c6ra06688g__sample_9099, 10.1039_c6ra06688g__sample_9098, 10.1039_c6ra06688g__sample_9097, 10.1039_c6ra06688g__sample_9096, 10.1039_c6ra06688g__sample_9095, 10.1039_c6ra06688g__sample_9094",A,max score=90; samples=24,no,https://doi.org/10.1039/c6ra06688g
DOI:10.1039/c6ta09189j,10.1039/c6ta09189j,18591,,,4,4,4,90,1.127145,0,0,0,2,2,0,0,"10.1039_c6ta09189j__sample_2788, 10.1039_c6ta09189j__sample_2787, 10.1039_c6ta09189j__sample_2789, 10.1039_c6ta09189j__sample_2786",A,max score=90; samples=4,no,https://doi.org/10.1039/c6ta09189j
DOI:10.1016/j.jallcom.2010.10.131,10.1016/j.jallcom.2010.10.131,1676,,,5,5,5,90,1.523998,0,0,0,5,0,0,0,"10.1016_j.jallcom.2010.10.131__sample_20834, 10.1016_j.jallcom.2010.10.131__sample_20835, 10.1016_j.jallcom.2010.10.131__sample_20836, 10.1016_j.jallcom.2010.10.131__sample_20837, 10.1016_j.jallcom.2010.10.131__sample_20838",A,max score=90; samples=5,no,https://doi.org/10.1016/j.jallcom.2010.10.131
DOI:10.1021/cm404026k,10.1021/cm404026k,612,,,11,11,11,90,1.113682,0,0,0,11,0,0,0,"10.1021_cm404026k__sample_6674, 10.1021_cm404026k__sample_6675, 10.1021_cm404026k__sample_6666, 10.1021_cm404026k__sample_6676, 10.1021_cm404026k__sample_6677, 10.1021_cm404026k__sample_6667, 10.1021_cm404026k__sample_6668, 10.1021_cm404026k__sample_6669, 10.1021_cm404026k__sample_6670, 10.1021_cm404026k__sample_6672",A,max score=90; samples=11,no,https://doi.org/10.1021/cm404026k
DOI:10.1039/c8ta08920e,10.1039/c8ta08920e,38715,,,6,6,6,90,0.5414414,0,0,0,6,0,0,0,"10.1039_c8ta08920e__sample_45852, 10.1039_c8ta08920e__sample_45856, 10.1039_c8ta08920e__sample_45857, 10.1039_c8ta08920e__sample_45858, 10.1039_c8ta08920e__sample_45859, 10.1039_c8ta08920e__sample_45860",A,max score=90; samples=6,no,https://doi.org/10.1039/c8ta08920e
DOI:10.1063/1.5112072,10.1063/1.5112072,24500,,,5,5,5,90,0.5440994,0,0,0,5,0,0,0,"10.1063_1.5112072__sample_46469, 10.1063_1.5112072__sample_46471, 10.1063_1.5112072__sample_46472, 10.1063_1.5112072__sample_46467, 10.1063_1.5112072__sample_46468",A,max score=90; samples=5,no,https://doi.org/10.1063/1.5112072
DOI:10.1039/c5tc01623a,10.1039/c5tc01623a,2846,,,6,6,6,90,1.494452,0,0,0,6,0,0,0,"10.1039_c5tc01623a__sample_28886, 10.1039_c5tc01623a__sample_28887, 10.1039_c5tc01623a__sample_28888, 10.1039_c5tc01623a__sample_28889, 10.1039_c5tc01623a__sample_28890, 10.1039_c5tc01623a__sample_28891",A,max score=90; samples=6,no,https://doi.org/10.1039/c5tc01623a
DOI:10.1021/cm101503y,10.1021/cm101503y,7430,,,4,4,4,90,1.394229,0,0,0,4,0,0,0,"10.1021_cm101503y__sample_16944, 10.1021_cm101503y__sample_16945, 10.1021_cm101503y__sample_16946, 10.1021_cm101503y__sample_16947",A,max score=90; samples=4,no,https://doi.org/10.1021/cm101503y
DOI:10.1039/c8ta08238c,10.1039/c8ta08238c,31765,,,5,5,5,90,1.52305,0,0,0,5,0,0,0,"10.1039_c8ta08238c__sample_40606, 10.1039_c8ta08238c__sample_40607, 10.1039_c8ta08238c__sample_40608, 10.1039_c8ta08238c__sample_40609, 10.1039_c8ta08238c__sample_40610",A,max score=90; samples=5,no,https://doi.org/10.1039/c8ta08238c
DOI:10.1073/pnas.1819157116,10.1073/pnas.1819157116,21263,,,4,4,4,90,1.002786,0,0,0,4,0,0,0,"10.1073_pnas.1819157116__sample_23727, 10.1073_pnas.1819157116__sample_23725, 10.1073_pnas.1819157116__sample_23726, 10.1073_pnas.1819157116__sample_23728",A,max score=90; samples=4,no,https://doi.org/10.1073/pnas.1819157116
DOI:10.1039/c8ta07411a,10.1039/c8ta07411a,49297,,,6,6,6,90,0.855,0,0,0,2,4,0,0,"10.1039_c8ta07411a__sample_83109, 10.1039_c8ta07411a__sample_83110, 10.1039_c8ta07411a__sample_83105, 10.1039_c8ta07411a__sample_83106, 10.1039_c8ta07411a__sample_83107, 10.1039_c8ta07411a__sample_83108",A,max score=90; samples=6,no,https://doi.org/10.1039/c8ta07411a
DOI:10.1039/c7ta05253g,10.1039/c7ta05253g,33859,,,4,4,4,90,0.7577878,0,0,0,4,0,0,0,"10.1039_c7ta05253g__sample_43471, 10.1039_c7ta05253g__sample_43469, 10.1039_c7ta05253g__sample_43470, 10.1039_c7ta05253g__sample_43472",A,max score=90; samples=4,no,https://doi.org/10.1039/c7ta05253g
DOI:10.1080/14686996.2021.1920821,10.1080/14686996.2021.1920821,50286,,,5,5,5,90,0.8842105,0,0,0,5,0,0,0,"10.1080_14686996.2021.1920821__sample_86133, 10.1080_14686996.2021.1920821__sample_86125, 10.1080_14686996.2021.1920821__sample_86129, 10.1080_14686996.2021.1920821__sample_86136, 10.1080_14686996.2021.1920821__sample_86138",A,max score=90; samples=5,no,https://doi.org/10.1080/14686996.2021.1920821
DOI:10.7567/jjap.52.10mb06,10.7567/jjap.52.10mb06,9414,,,3,3,3,90,1.327307,0,0,0,3,0,0,0,"10.7567_jjap.52.10mb06__sample_17469, 10.7567_jjap.52.10mb06__sample_17471, 10.7567_jjap.52.10mb06__sample_17467",A,max score=90; samples=3,no,https://doi.org/10.7567/jjap.52.10mb06
DOI:10.1039/c7tc02162c,10.1039/c7tc02162c,32101,,,6,6,6,90,1.074174,0,0,0,6,0,0,0,"10.1039_c7tc02162c__sample_43620, 10.1039_c7tc02162c__sample_43612, 10.1039_c7tc02162c__sample_43613, 10.1039_c7tc02162c__sample_43614, 10.1039_c7tc02162c__sample_43615, 10.1039_c7tc02162c__sample_43621",A,max score=90; samples=6,no,https://doi.org/10.1039/c7tc02162c
DOI:10.1080/21870764.2020.1723197,10.1080/21870764.2020.1723197,28202,,,4,4,4,90,1.670562,0,0,0,4,0,0,0,"10.1080_21870764.2020.1723197__sample_35631, 10.1080_21870764.2020.1723197__sample_35632, 10.1080_21870764.2020.1723197__sample_35633, 10.1080_21870764.2020.1723197__sample_35634",A,max score=90; samples=4,no,https://doi.org/10.1080/21870764.2020.1723197
DOI:10.1002/adfm.201906143,10.1002/adfm.201906143,24015,,,11,11,11,90,1.686166,0,0,0,0,11,0,0,"10.1002_adfm.201906143__sample_27119, 10.1002_adfm.201906143__sample_27123, 10.1002_adfm.201906143__sample_27124, 10.1002_adfm.201906143__sample_27127, 10.1002_adfm.201906143__sample_27128, 10.1002_adfm.201906143__sample_27129, 10.1002_adfm.201906143__sample_27130, 10.1002_adfm.201906143__sample_27131, 10.1002_adfm.201906143__sample_27132, 10.1002_adfm.201906143__sample_27133",A,max score=90; samples=11,no,https://doi.org/10.1002/adfm.201906143
DOI:10.1016/j.jallcom.2008.02.041,10.1016/j.jallcom.2008.02.041,1608,,,8,8,8,90,0.6809911,0,0,0,0,8,0,0,"10.1016_j.jallcom.2008.02.041__sample_11279, 10.1016_j.jallcom.2008.02.041__sample_11280, 10.1016_j.jallcom.2008.02.041__sample_11281, 10.1016_j.jallcom.2008.02.041__sample_11282, 10.1016_j.jallcom.2008.02.041__sample_11283, 10.1016_j.jallcom.2008.02.041__sample_11284, 10.1016_j.jallcom.2008.02.041__sample_11285, 10.1016_j.jallcom.2008.02.041__sample_11278",A,max score=90; samples=8,no,https://doi.org/10.1016/j.jallcom.2008.02.041
DOI:10.1016/j.jallcom.2020.156872,10.1016/j.jallcom.2020.156872,28730,,,4,4,4,90,1.037913,0,0,0,4,0,0,0,"10.1016_j.jallcom.2020.156872__sample_41850, 10.1016_j.jallcom.2020.156872__sample_41849, 10.1016_j.jallcom.2020.156872__sample_41851, 10.1016_j.jallcom.2020.156872__sample_41848",A,max score=90; samples=4,no,https://doi.org/10.1016/j.jallcom.2020.156872
DOI:10.1002/adfm.201300146,10.1002/adfm.201300146,138,,,2,2,2,90,1.331745,0,0,0,2,0,0,0,"10.1002_adfm.201300146__sample_1422, 10.1002_adfm.201300146__sample_1424",A,max score=90; samples=2,no,https://doi.org/10.1002/adfm.201300146
DOI:10.1007/s11664-014-2988-6,10.1007/s11664-014-2988-6,2561,,,6,6,6,90,1.231915,0,0,0,6,0,0,0,"10.1007_s11664-014-2988-6__sample_29724, 10.1007_s11664-014-2988-6__sample_29725, 10.1007_s11664-014-2988-6__sample_29727, 10.1007_s11664-014-2988-6__sample_29728, 10.1007_s11664-014-2988-6__sample_29726, 10.1007_s11664-014-2988-6__sample_29729",A,max score=90; samples=6,no,https://doi.org/10.1007/s11664-014-2988-6
DOI:10.1007/s11664-011-1612-2,10.1007/s11664-011-1612-2,11180,,,6,6,6,90,0.6468819,0,0,0,6,0,0,0,"10.1007_s11664-011-1612-2__sample_16591, 10.1007_s11664-011-1612-2__sample_16592, 10.1007_s11664-011-1612-2__sample_16593, 10.1007_s11664-011-1612-2__sample_16594, 10.1007_s11664-011-1612-2__sample_16595, 10.1007_s11664-011-1612-2__sample_16596",A,max score=90; samples=6,no,https://doi.org/10.1007/s11664-011-1612-2
DOI:10.5185/amlett.2016.6085,10.5185/amlett.2016.6085,6044,,,2,2,2,90,0.7551661,0,0,0,1,1,0,0,"10.5185_amlett.2016.6085__sample_15487, 10.5185_amlett.2016.6085__sample_15488",A,max score=90; samples=2,no,https://doi.org/10.5185/amlett.2016.6085
DOI:10.1021/ja307910u,10.1021/ja307910u,3499,,,14,13,14,90,1.201742,0,0,0,3,10,1,0,"10.1021_ja307910u__sample_13915, 10.1021_ja307910u__sample_13916, 10.1021_ja307910u__sample_13917, 10.1021_ja307910u__sample_13918, 10.1021_ja307910u__sample_13919, 10.1021_ja307910u__sample_13925, 10.1021_ja307910u__sample_13926, 10.1021_ja307910u__sample_13927, 10.1021_ja307910u__sample_13826, 10.1021_ja307910u__sample_13827",A,max score=90; samples=14,no,https://doi.org/10.1021/ja307910u
