sample_key,DOI,paper_title,sample_id,composition,temperature_K,n_or_p,sigma_obs_raw,sigma_unit_raw,rho_obs_raw,rho_unit_raw,seebeck_obs_raw,seebeck_unit_raw,kappa_obs_raw,kappa_unit_raw,zt_obs_raw,zt_unit_raw,sigma_obs_S_per_m_step11,seebeck_obs_V_per_K_step11,kappa_obs_W_per_mK_step11,zt_obs_dimensionless_step11,row_quality_step11,row_quality_note_step11,zt_consistency_status_step11,problem_reason_step11
10.1016_j.jallcom.2019.153182__sample_29410,10.1016/j.jallcom.2019.153182,,29410,Si0.8Ge0.2,573.444,n,13485.46,ohm^(-1)*m^(-1),,,-0.0001962355,V*K^(-1),1.302041,W*m^(-1)*K^(-1),0.02713178,-,13485.46,-0.0001962355,1.302041,0.02713178,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.153665__sample_28876,10.1016/j.jallcom.2020.153665,,28876,Cu7.36GeS6,331.167,p,515.216,ohm^(-1)*m^(-1),,,3.87607e-05,V*K^(-1),0.6461832,W*m^(-1)*K^(-1),0.0,-,515.216,3.87607e-05,0.6461832,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.153665__sample_28876,10.1016/j.jallcom.2020.153665,,28876,Cu7.36GeS6,357.029,p,606.011,ohm^(-1)*m^(-1),,,4.34298e-05,V*K^(-1),0.278626,W*m^(-1)*K^(-1),0.0006410256,-,606.011,4.34298e-05,0.278626,0.0006410256,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.153665__sample_28877,10.1016/j.jallcom.2020.153665,,28877,Cu7.2GeS6,331.167,p,529.129,ohm^(-1)*m^(-1),,,3.91577e-05,V*K^(-1),0.8110687,W*m^(-1)*K^(-1),0.0,-,529.129,3.91577e-05,0.8110687,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28190,10.1016/j.jallcom.2020.154732,,28190,Bi2Te2.7Se0.3,407.52,mixed,26017.7,ohm^(-1)*m^(-1),,,7.885245e-06,V*K^(-1),2.021453,W*m^(-1)*K^(-1),-0.002874736,-,26017.7,7.885245e-06,2.021453,-0.002874736,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28190,10.1016/j.jallcom.2020.154732,,28190,Bi2Te2.7Se0.3,431.619,mixed,31592.92,ohm^(-1)*m^(-1),,,-3.404618e-05,V*K^(-1),2.142561,W*m^(-1)*K^(-1),0.002808168,-,31592.92,-3.404618e-05,2.142561,0.002808168,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28190,10.1016/j.jallcom.2020.154732,,28190,Bi2Te2.7Se0.3,456.022,mixed,36135.69,ohm^(-1)*m^(-1),,,-5.471264e-05,V*K^(-1),2.274048,W*m^(-1)*K^(-1),0.008486141,-,36135.69,-5.471264e-05,2.274048,0.008486141,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28191,10.1016/j.jallcom.2020.154732,,28191,Bi1.9Sb0.1Te2.7Se0.3,506.967,p,40471.98,ohm^(-1)*m^(-1),,,1.360124e-05,V*K^(-1),2.609689,W*m^(-1)*K^(-1),0.0002613396,-,40471.98,1.360124e-05,2.609689,0.0002613396,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28191,10.1016/j.jallcom.2020.154732,,28191,Bi1.9Sb0.1Te2.7Se0.3,530.133,p,44601.77,ohm^(-1)*m^(-1),,,-1.23784e-05,V*K^(-1),2.869204,W*m^(-1)*K^(-1),-0.003833803,-,44601.77,-1.23784e-05,2.869204,-0.003833803,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28193,10.1016/j.jallcom.2020.154732,,28193,Bi1.7Sb0.3Te2.7Se0.3,507.266,p,38407.08,ohm^(-1)*m^(-1),,,1.160676e-05,V*K^(-1),2.440138,W*m^(-1)*K^(-1),-0.001693777,-,38407.08,1.160676e-05,2.440138,-0.001693777,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28193,10.1016/j.jallcom.2020.154732,,28193,Bi1.7Sb0.3Te2.7Se0.3,530.128,p,43362.83,ohm^(-1)*m^(-1),,,-1.370751e-05,V*K^(-1),2.696194,W*m^(-1)*K^(-1),-0.005791384,-,43362.83,-1.370751e-05,2.696194,-0.005791384,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28194,10.1016/j.jallcom.2020.154732,,28194,Bi1.6Sb0.4Te2.7Se0.3,506.958,p,38407.08,ohm^(-1)*m^(-1),,,2.556243e-05,V*K^(-1),2.398616,W*m^(-1)*K^(-1),0.002216456,-,38407.08,2.556243e-05,2.398616,0.002216456,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.154732__sample_28194,10.1016/j.jallcom.2020.154732,,28194,Bi1.6Sb0.4Te2.7Se0.3,530.44,p,44188.79,ohm^(-1)*m^(-1),,,-1.23784e-05,V*K^(-1),2.696194,W*m^(-1)*K^(-1),-0.00579385,-,44188.79,-1.23784e-05,2.696194,-0.00579385,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,299.979,n,116.0958,ohm^(-1)*m^(-1),,,-0.000910307,V*K^(-1),0.5086575,W*m^(-1)*K^(-1),0.004363636,-,116.0958,-0.000910307,0.5086575,0.004363636,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,349.886,n,231.1808,ohm^(-1)*m^(-1),,,-0.0008311921,V*K^(-1),0.4755332,W*m^(-1)*K^(-1),0.005818182,-,231.1808,-0.0008311921,0.4755332,0.005818182,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,399.792,n,301.2359,ohm^(-1)*m^(-1),,,-0.0007611692,V*K^(-1),0.446926,W*m^(-1)*K^(-1),0.006604824,-,301.2359,-0.0007611692,0.446926,0.006604824,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,450.246,n,405.4299,ohm^(-1)*m^(-1),,,-0.0006980025,V*K^(-1),0.4228356,W*m^(-1)*K^(-1),0.01261967,-,405.4299,-0.0006980025,0.4228356,0.01261967,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,500.259,n,714.3651,ohm^(-1)*m^(-1),,,-0.0006534716,V*K^(-1),0.4032622,W*m^(-1)*K^(-1),0.02506001,-,714.3651,-0.0006534716,0.4032622,0.02506001,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,550.059,n,786.9719,ohm^(-1)*m^(-1),,,-0.0006298943,V*K^(-1),0.3851945,W*m^(-1)*K^(-1),0.04149253,-,786.9719,-0.0006298943,0.3851945,0.04149253,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,600.512,n,921.1729,ohm^(-1)*m^(-1),,,-0.0006024005,V*K^(-1),0.3686324,W*m^(-1)*K^(-1),0.06945252,-,921.1729,-0.0006024005,0.3686324,0.06945252,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,649.326,n,1006.433,ohm^(-1)*m^(-1),,,-0.000573966,V*K^(-1),0.3550816,W*m^(-1)*K^(-1),0.08696673,-,1006.433,-0.000573966,0.3550816,0.08696673,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.155473__sample_31155,10.1016/j.jallcom.2020.155473,,31155,BiSbSe3,700.325,n,1025.862,ohm^(-1)*m^(-1),,,-0.0005352912,V*K^(-1),0.349059,W*m^(-1)*K^(-1),0.1138026,-,1025.862,-0.0005352912,0.349059,0.1138026,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2020.157001__sample_36444,10.1016/j.jallcom.2020.157001,,36444,(La0.7Sr0.3MnO3)86(SrBi4Ti4O15)14,379.229,p,0.0004526101,ohm^(-1)*m^(-1),,,0.06432421,V*K^(-1),1.101436,W*m^(-1)*K^(-1),0.0002630477,-,0.0004526101,0.06432421,1.101436,0.0002630477,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.158621__sample_39651,10.1016/j.jallcom.2021.158621,,39651,Sb2Te3,300.311,p,155.1311,ohm^(-1)*m^(-1),,,5.231346e-05,V*K^(-1),0.9275657,W*m^(-1)*K^(-1),5.664154e-07,K^(-1),155.1311,5.231346e-05,0.9275657,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1016_j.jallcom.2021.158621__sample_39652,10.1016/j.jallcom.2021.158621,,39652,Zn0.25Sb1.75Te3,300.311,p,1124.54,ohm^(-1)*m^(-1),,,6.411928e-05,V*K^(-1),1.548952,W*m^(-1)*K^(-1),3.451665e-06,K^(-1),1124.54,6.411928e-05,1.548952,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1016_j.jallcom.2021.158621__sample_39653,10.1016/j.jallcom.2021.158621,,39653,Zn0.5Sb1.5Te3,300.311,p,2466.431,ohm^(-1)*m^(-1),,,7.815417e-05,V*K^(-1),1.63032,W*m^(-1)*K^(-1),8.799473e-06,K^(-1),2466.431,7.815417e-05,1.63032,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1016_j.jallcom.2021.158621__sample_39654,10.1016/j.jallcom.2021.158621,,39654,Zn0.75Sb1.25Te3,300.311,p,139.1727,ohm^(-1)*m^(-1),,,9.865336e-05,V*K^(-1),1.834827,W*m^(-1)*K^(-1),1.093493e-06,K^(-1),139.1727,9.865336e-05,1.834827,,fit_and_zt_eval,usable for tau fitting and ZT calculation,not_available,conversion or usability problem
10.1016_j.jallcom.2021.159381__sample_45054,10.1016/j.jallcom.2021.159381,,45054,CuIn0.95Te2.05,295.612,p,1524.156,ohm^(-1)*m^(-1),,,0.0004245902,V*K^(-1),5.785025,W*m^(-1)*K^(-1),0.003471636,-,1524.156,0.0004245902,5.785025,0.003471636,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.160128__sample_46147,10.1016/j.jallcom.2021.160128,,46147,Cu2S,649.824,p,490.7935,ohm^(-1)*m^(-1),,,0.0005040375,V*K^(-1),0.6397621,W*m^(-1)*K^(-1),0.06056914,-,490.7935,0.0005040375,0.6397621,0.06056914,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.160128__sample_46147,10.1016/j.jallcom.2021.160128,,46147,Cu2S,699.253,p,490.7935,ohm^(-1)*m^(-1),,,0.0005328315,V*K^(-1),0.59022,W*m^(-1)*K^(-1),0.06748403,-,490.7935,0.0005328315,0.59022,0.06748403,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.160128__sample_46147,10.1016/j.jallcom.2021.160128,,46147,Cu2S,749.271,p,490.7935,ohm^(-1)*m^(-1),,,0.0005874605,V*K^(-1),0.6043749,W*m^(-1)*K^(-1),0.08477128,-,490.7935,0.0005874605,0.6043749,0.08477128,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.160387__sample_46146,10.1016/j.jallcom.2021.160387,,46146,Cu3VSe4,375.353,p,0.7682619,ohm^(-1)*m^(-1),,,4.033313e-05,V*K^(-1),3.19914,W*m^(-1)*K^(-1),0.0,-,0.7682619,4.033313e-05,3.19914,0.0,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46398,10.1016/j.jallcom.2021.161308,,46398,FeBSb,322.981,n,7396408.0,ohm^(-1)*m^(-1),,,-0.000112104,V*K^(-1),10.12124,W*m^(-1)*K^(-1),0.0303209,-,7396408.0,-0.000112104,10.12124,0.0303209,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46398,10.1016/j.jallcom.2021.161308,,46398,FeBSb,423.539,n,6445401.0,ohm^(-1)*m^(-1),,,-0.0001281427,V*K^(-1),8.883475,W*m^(-1)*K^(-1),0.049388,-,6445401.0,-0.0001281427,8.883475,0.049388,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46398,10.1016/j.jallcom.2021.161308,,46398,FeBSb,524.096,n,5387173.0,ohm^(-1)*m^(-1),,,-0.0001302146,V*K^(-1),8.079022,W*m^(-1)*K^(-1),0.05939404,-,5387173.0,-0.0001302146,8.079022,0.05939404,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46399,10.1016/j.jallcom.2021.161308,,46399,FeV0.9Hf0.1Sb,298.89,p,4425910.0,ohm^(-1)*m^(-1),,,0.0001278836,V*K^(-1),5.491689,W*m^(-1)*K^(-1),0.03932618,-,4425910.0,0.0001278836,5.491689,0.03932618,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46399,10.1016/j.jallcom.2021.161308,,46399,FeV0.9Hf0.1Sb,324.029,p,4319621.0,ohm^(-1)*m^(-1),,,0.0001308131,V*K^(-1),5.43942,W*m^(-1)*K^(-1),0.04445616,-,4319621.0,0.0001308131,5.43942,0.04445616,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46399,10.1016/j.jallcom.2021.161308,,46399,FeV0.9Hf0.1Sb,374.307,p,4084666.0,ohm^(-1)*m^(-1),,,0.0001368172,V*K^(-1),5.253693,W*m^(-1)*K^(-1),0.05380698,-,4084666.0,0.0001368172,5.253693,0.05380698,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46399,10.1016/j.jallcom.2021.161308,,46399,FeV0.9Hf0.1Sb,424.586,p,3900059.0,ohm^(-1)*m^(-1),,,0.0001415151,V*K^(-1),5.149,W*m^(-1)*K^(-1),0.06497304,-,3900059.0,0.0001415151,5.149,0.06497304,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46399,10.1016/j.jallcom.2021.161308,,46399,FeV0.9Hf0.1Sb,474.865,p,3760205.0,ohm^(-1)*m^(-1),,,0.0001436721,V*K^(-1),5.152711,W*m^(-1)*K^(-1),0.07251315,-,3760205.0,0.0001436721,5.152711,0.07251315,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46399,10.1016/j.jallcom.2021.161308,,46399,FeV0.9Hf0.1Sb,524.096,p,3722910.0,ohm^(-1)*m^(-1),,,0.0001427813,V*K^(-1),5.102143,W*m^(-1)*K^(-1),0.07642885,-,3722910.0,0.0001427813,5.102143,0.07642885,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46399,10.1016/j.jallcom.2021.161308,,46399,FeV0.9Hf0.1Sb,573.327,p,3704263.0,ohm^(-1)*m^(-1),,,0.0001390615,V*K^(-1),5.159825,W*m^(-1)*K^(-1),0.07672011,-,3704263.0,0.0001390615,5.159825,0.07672011,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46400,10.1016/j.jallcom.2021.161308,,46400,FeV0.64Hf0.16Ti0.2Sb,472.77,p,5786089.0,ohm^(-1)*m^(-1),,,0.0001186784,V*K^(-1),2.324522,W*m^(-1)*K^(-1),0.2638874,-,5786089.0,0.0001186784,2.324522,0.2638874,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46400,10.1016/j.jallcom.2021.161308,,46400,FeV0.64Hf0.16Ti0.2Sb,723.116,p,6161031.0,ohm^(-1)*m^(-1),,,0.0001306637,V*K^(-1),2.60873,W*m^(-1)*K^(-1),0.3436298,-,6161031.0,0.0001306637,2.60873,0.3436298,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,325.076,p,11829780.0,ohm^(-1)*m^(-1),,,9.365911e-05,V*K^(-1),2.597854,W*m^(-1)*K^(-1),0.1258302,-,11829780.0,9.365911e-05,2.597854,0.1258302,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,349.168,p,11580840.0,ohm^(-1)*m^(-1),,,9.770017e-05,V*K^(-1),2.653834,W*m^(-1)*K^(-1),0.1433651,-,11580840.0,9.770017e-05,2.653834,0.1433651,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,374.307,p,11379450.0,ohm^(-1)*m^(-1),,,0.0001024208,V*K^(-1),2.65569,W*m^(-1)*K^(-1),0.162782,-,11379450.0,0.0001024208,2.65569,0.162782,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,448.678,p,10766890.0,ohm^(-1)*m^(-1),,,0.0001132388,V*K^(-1),2.769353,W*m^(-1)*K^(-1),0.2231414,-,10766890.0,0.0001132388,2.769353,0.2231414,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,474.865,p,10534730.0,ohm^(-1)*m^(-1),,,0.0001174273,V*K^(-1),2.78925,W*m^(-1)*K^(-1),0.2437643,-,10534730.0,0.0001174273,2.78925,0.2437643,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,498.957,p,10403270.0,ohm^(-1)*m^(-1),,,0.0001206943,V*K^(-1),2.854097,W*m^(-1)*K^(-1),0.2654775,-,10403270.0,0.0001206943,2.854097,0.2654775,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,524.096,p,10198150.0,ohm^(-1)*m^(-1),,,0.0001237689,V*K^(-1),2.82889,W*m^(-1)*K^(-1),0.2875019,-,10198150.0,0.0001237689,2.82889,0.2875019,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,549.235,p,10025660.0,ohm^(-1)*m^(-1),,,0.0001266984,V*K^(-1),2.884871,W*m^(-1)*K^(-1),0.3090817,-,10025660.0,0.0001266984,2.884871,0.3090817,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,574.375,p,9881147.0,ohm^(-1)*m^(-1),,,0.0001290837,V*K^(-1),2.859664,W*m^(-1)*K^(-1),0.3296359,-,9881147.0,0.0001290837,2.859664,0.3296359,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,623.606,p,9617289.0,ohm^(-1)*m^(-1),,,0.0001351496,V*K^(-1),2.890284,W*m^(-1)*K^(-1),0.3743593,-,9617289.0,0.0001351496,2.890284,0.3743593,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,649.792,p,9540835.0,ohm^(-1)*m^(-1),,,0.0001376907,V*K^(-1),2.982348,W*m^(-1)*K^(-1),0.3913955,-,9540835.0,0.0001376907,2.982348,0.3913955,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,673.884,p,9421493.0,ohm^(-1)*m^(-1),,,0.0001401848,V*K^(-1),3.002245,W*m^(-1)*K^(-1),0.4079566,-,9421493.0,0.0001401848,3.002245,0.4079566,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,699.024,p,9371146.0,ohm^(-1)*m^(-1),,,0.0001399202,V*K^(-1),3.003946,W*m^(-1)*K^(-1),0.4252097,-,9371146.0,0.0001399202,3.003946,0.4252097,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jallcom.2021.161308__sample_46401,10.1016/j.jallcom.2021.161308,,46401,FeV0.24Nb0.4Hf0.16Ti0.2Sb,724.163,p,9348769.0,ohm^(-1)*m^(-1),,,0.0001415798,V*K^(-1),3.114052,W*m^(-1)*K^(-1),0.4418472,-,9348769.0,0.0001415798,3.114052,0.4418472,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28753,10.1016/j.jechem.2019.09.021,,28753,(GeSe)0.95(Sb2Te3)0.05,367.066,p,37839.07,ohm^(-1)*m^(-1),,,0.0002032205,V*K^(-1),1.32363,W*m^(-1)*K^(-1),0.1700548,-,37839.07,0.0002032205,1.32363,0.1700548,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28753,10.1016/j.jechem.2019.09.021,,28753,(GeSe)0.95(Sb2Te3)0.05,414.97,p,37828.3,ohm^(-1)*m^(-1),,,0.0002098842,V*K^(-1),1.381551,W*m^(-1)*K^(-1),0.1994276,-,37828.3,0.0002098842,1.381551,0.1994276,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28753,10.1016/j.jechem.2019.09.021,,28753,(GeSe)0.95(Sb2Te3)0.05,511.577,p,44191.47,ohm^(-1)*m^(-1),,,0.0002010928,V*K^(-1),1.561869,W*m^(-1)*K^(-1),0.2296357,-,44191.47,0.0002010928,1.561869,0.2296357,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28753,10.1016/j.jechem.2019.09.021,,28753,(GeSe)0.95(Sb2Te3)0.05,560.279,p,39953.91,ohm^(-1)*m^(-1),,,0.0002285696,V*K^(-1),1.396985,W*m^(-1)*K^(-1),0.3303509,-,39953.91,0.0002285696,1.396985,0.3303509,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28753,10.1016/j.jechem.2019.09.021,,28753,(GeSe)0.95(Sb2Te3)0.05,608.982,p,36165.98,ohm^(-1)*m^(-1),,,0.0002508431,V*K^(-1),1.343503,W*m^(-1)*K^(-1),0.4072849,-,36165.98,0.0002508431,1.343503,0.4072849,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28753,10.1016/j.jechem.2019.09.021,,28753,(GeSe)0.95(Sb2Te3)0.05,658.483,p,31388.66,ohm^(-1)*m^(-1),,,0.0002783199,V*K^(-1),1.237258,W*m^(-1)*K^(-1),0.5118051,-,31388.66,0.0002783199,1.237258,0.5118051,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28753,10.1016/j.jechem.2019.09.021,,28753,(GeSe)0.95(Sb2Te3)0.05,707.984,p,28859.55,ohm^(-1)*m^(-1),,,0.0002810838,V*K^(-1),1.043084,W*m^(-1)*K^(-1),0.6039617,-,28859.55,0.0002810838,1.043084,0.6039617,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28754,10.1016/j.jechem.2019.09.021,,28754,(GeSe)0.92(Sb2Te3)0.08,319.162,p,26788.69,ohm^(-1)*m^(-1),,,0.000212172,V*K^(-1),0.9901292,W*m^(-1)*K^(-1),0.1568468,-,26788.69,0.000212172,0.9901292,0.1568468,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
10.1016_j.jechem.2019.09.021__sample_28754,10.1016/j.jechem.2019.09.021,,28754,(GeSe)0.92(Sb2Te3)0.08,365.469,p,28666.77,ohm^(-1)*m^(-1),,,0.000233139,V*K^(-1),1.018772,W*m^(-1)*K^(-1),0.2242748,-,28666.77,0.000233139,1.018772,0.2242748,fit_and_zt_eval,usable for tau fitting and ZT calculation,large_mismatch,ZT large mismatch
