sample_key,split_random_80_20_step18,split_random_70_15_15_step18,split_doi_group_80_20_step18,split_material_system_group_step18
10.1007_s11664-015-3973-4__sample_5581,test,test,train,not_assigned
10.1007_s11664-015-3973-4__sample_5582,test,test,train,not_assigned
10.1007_s11664-015-3976-1__sample_5583,train,train,train,not_assigned
10.1007_s11664-015-3976-1__sample_5584,train,train,train,not_assigned
10.1007_s11664-015-3976-1__sample_5585,train,train,train,not_assigned
10.1007_s11664-015-3976-1__sample_5587,train,valid,train,not_assigned
10.1007_s11664-015-3976-1__sample_5588,train,train,train,not_assigned
10.1007_s11664-015-3976-1__sample_5589,train,test,train,not_assigned
10.1007_s11664-015-3984-1__sample_5590,test,train,train,not_assigned
10.1007_s11664-015-3984-1__sample_5591,test,train,train,not_assigned
10.1007_s11664-015-3984-1__sample_5592,train,train,train,not_assigned
10.1007_s11664-015-3984-1__sample_5593,train,test,train,not_assigned
10.1007_s11664-015-3984-1__sample_5594,train,train,train,not_assigned
10.1007_s11664-015-3984-1__sample_5595,test,valid,train,not_assigned
10.1007_s11664-015-3991-2__sample_7880,train,valid,train,not_assigned
10.1007_s11664-015-3991-2__sample_7881,train,train,train,not_assigned
10.1007_s11664-015-3991-2__sample_7882,train,train,train,not_assigned
10.1007_s11664-015-3991-2__sample_7883,train,train,train,not_assigned
10.1007_s11664-015-3997-9__sample_5596,train,train,train,not_assigned
10.1007_s11664-015-3997-9__sample_5597,test,train,train,not_assigned
10.1007_s11664-015-3997-9__sample_5598,train,train,train,not_assigned
10.1007_s11664-015-3997-9__sample_5599,train,train,train,not_assigned
10.1007_s11664-015-3997-9__sample_5600,train,valid,train,not_assigned
10.1007_s11664-015-3997-9__sample_5601,train,train,train,not_assigned
10.1007_s11664-015-3997-9__sample_5602,train,train,train,not_assigned
10.1007_s11664-015-4003-2__sample_11312,train,train,train,not_assigned
10.1007_s11664-015-4003-2__sample_11313,train,train,train,not_assigned
10.1007_s11664-015-4003-2__sample_11314,train,test,train,not_assigned
10.1007_s11664-015-4029-5__sample_8062,train,train,train,not_assigned
10.1007_s11664-015-4029-5__sample_8063,train,train,train,not_assigned
10.1007_s11664-015-4029-5__sample_8064,train,train,train,not_assigned
10.1007_s11664-015-4029-5__sample_8065,test,train,train,not_assigned
10.1007_s11664-015-4029-5__sample_8066,train,train,train,not_assigned
10.1007_s11664-015-4029-5__sample_8067,train,valid,train,not_assigned
10.1007_s11664-015-4032-x__sample_8068,train,test,train,not_assigned
10.1007_s11664-015-4032-x__sample_8069,train,test,train,not_assigned
10.1007_s11664-015-4032-x__sample_8070,train,train,train,not_assigned
10.1007_s11664-015-4032-x__sample_8071,test,train,train,not_assigned
10.1007_s11664-015-4036-6__sample_18913,train,train,train,not_assigned
10.1007_s11664-015-4037-5__sample_5603,train,test,train,not_assigned
10.1007_s11664-015-4041-9__sample_12760,train,train,train,not_assigned
10.1007_s11664-015-4041-9__sample_12761,train,test,train,not_assigned
10.1007_s11664-015-4041-9__sample_12762,train,train,train,not_assigned
10.1007_s11664-015-4041-9__sample_12764,train,train,train,not_assigned
10.1007_s11664-015-4046-4__sample_5650,train,train,test,not_assigned
10.1007_s11664-015-4046-4__sample_5651,train,train,test,not_assigned
10.1007_s11664-015-4046-4__sample_5652,test,train,test,not_assigned
10.1007_s11664-015-4046-4__sample_5657,train,valid,test,not_assigned
10.1007_s11664-015-4046-4__sample_5659,train,train,test,not_assigned
10.1007_s11664-015-4055-3__sample_7889,train,train,test,not_assigned
10.1007_s11664-015-4055-3__sample_7890,train,valid,test,not_assigned
10.1007_s11664-015-4055-3__sample_7891,test,train,test,not_assigned
10.1007_s11664-015-4055-3__sample_7892,train,valid,test,not_assigned
10.1007_s11664-015-4061-5__sample_7979,train,train,train,not_assigned
10.1007_s11664-015-4061-5__sample_7980,train,train,train,not_assigned
10.1007_s11664-015-4061-5__sample_7981,train,train,train,not_assigned
10.1007_s11664-015-4061-5__sample_7982,train,train,train,not_assigned
10.1007_s11664-015-4061-5__sample_7983,test,train,train,not_assigned
10.1007_s11664-015-4063-3__sample_16334,train,train,train,not_assigned
10.1007_s11664-015-4063-3__sample_16335,train,valid,train,not_assigned
10.1007_s11664-015-4070-4__sample_22396,train,train,test,not_assigned
10.1007_s11664-015-4070-4__sample_22397,train,train,test,not_assigned
10.1007_s11664-015-4083-z__sample_16336,train,test,train,not_assigned
10.1007_s11664-015-4083-z__sample_16337,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27362,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27363,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27364,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27365,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27366,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27367,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27368,train,valid,train,not_assigned
10.1007_s11664-015-4089-6__sample_27369,test,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27370,train,train,train,not_assigned
10.1007_s11664-015-4089-6__sample_27372,train,test,train,not_assigned
10.1007_s11664-015-4102-0__sample_21130,test,train,test,not_assigned
10.1007_s11664-015-4102-0__sample_21131,train,test,test,not_assigned
10.1007_s11664-015-4114-9__sample_7984,train,train,test,not_assigned
10.1007_s11664-015-4114-9__sample_7985,train,train,test,not_assigned
10.1007_s11664-015-4114-9__sample_7986,test,train,test,not_assigned
10.1007_s11664-015-4114-9__sample_7987,train,test,test,not_assigned
10.1007_s11664-015-4114-9__sample_7988,train,valid,test,not_assigned
10.1007_s11664-015-4114-9__sample_7989,test,train,test,not_assigned
10.1007_s11664-015-4122-9__sample_17046,train,train,train,not_assigned
10.1007_s11664-015-4122-9__sample_17047,test,test,train,not_assigned
10.1007_s11664-015-4122-9__sample_17048,train,valid,train,not_assigned
10.1007_s11664-015-4122-9__sample_17049,train,valid,train,not_assigned
10.1007_s11664-015-4128-3__sample_8072,test,train,train,not_assigned
10.1007_s11664-015-4128-3__sample_8073,train,valid,train,not_assigned
10.1007_s11664-015-4128-3__sample_8074,train,valid,train,not_assigned
10.1007_s11664-015-4128-3__sample_8075,test,train,train,not_assigned
10.1007_s11664-015-4128-3__sample_8076,train,train,train,not_assigned
10.1007_s11664-015-4128-3__sample_8077,train,test,train,not_assigned
10.1007_s11664-015-4131-8__sample_14980,test,train,train,not_assigned
10.1007_s11664-015-4131-8__sample_14981,test,valid,train,not_assigned
10.1007_s11664-015-4131-8__sample_14982,test,train,train,not_assigned
10.1007_s11664-015-4131-8__sample_14983,train,test,train,not_assigned
10.1007_s11664-015-4131-8__sample_14984,test,train,train,not_assigned
10.1007_s11664-015-4147-0__sample_8078,train,train,train,not_assigned
10.1007_s11664-015-4147-0__sample_8079,train,test,train,not_assigned
10.1007_s11664-015-4147-0__sample_8080,train,train,train,not_assigned
10.1007_s11664-015-4147-0__sample_8081,train,test,train,not_assigned
10.1007_s11664-015-4151-4__sample_29996,train,train,train,not_assigned
10.1007_s11664-015-4151-4__sample_29997,test,valid,train,not_assigned
10.1007_s11664-015-4151-4__sample_29999,train,train,train,not_assigned
10.1007_s11664-015-4155-0__sample_5670,test,test,train,not_assigned
10.1007_s11664-015-4155-0__sample_5671,train,test,train,not_assigned
10.1007_s11664-015-4155-0__sample_5672,train,train,train,not_assigned
10.1007_s11664-015-4155-0__sample_5673,train,train,train,not_assigned
10.1007_s11664-015-4158-x__sample_9936,train,test,test,not_assigned
10.1007_s11664-015-4158-x__sample_9937,train,train,test,not_assigned
10.1007_s11664-015-4179-5__sample_28611,train,train,train,not_assigned
10.1007_s11664-015-4179-5__sample_28612,train,train,train,not_assigned
10.1007_s11664-015-4181-y__sample_21104,test,train,train,not_assigned
10.1007_s11664-015-4181-y__sample_21105,test,train,train,not_assigned
10.1007_s11664-015-4181-y__sample_21106,train,train,train,not_assigned
10.1007_s11664-015-4181-y__sample_21107,train,train,train,not_assigned
10.1007_s11664-015-4202-x__sample_16367,test,train,train,not_assigned
10.1007_s11664-015-4202-x__sample_16369,train,train,train,not_assigned
10.1007_s11664-015-4202-x__sample_16371,train,valid,train,not_assigned
10.1007_s11664-015-4221-7__sample_16338,train,train,train,not_assigned
10.1007_s11664-015-4221-7__sample_16339,train,train,train,not_assigned
10.1007_s11664-015-4221-7__sample_16340,train,train,train,not_assigned
10.1007_s11664-015-4221-7__sample_16341,test,train,train,not_assigned
10.1007_s11664-015-4221-7__sample_16342,train,train,train,not_assigned
10.1007_s11664-015-4221-7__sample_16343,train,test,train,not_assigned
10.1007_s11664-015-4221-7__sample_16344,test,train,train,not_assigned
10.1007_s11664-015-4221-7__sample_16345,train,train,train,not_assigned
10.1007_s11664-015-4221-7__sample_16346,test,train,train,not_assigned
10.1007_s11664-015-4227-1__sample_16347,train,train,train,not_assigned
10.1007_s11664-015-4227-1__sample_16348,train,train,train,not_assigned
10.1007_s11664-015-4227-1__sample_16349,train,train,train,not_assigned
10.1007_s11664-015-4227-1__sample_16350,test,train,train,not_assigned
10.1007_s11664-015-4227-1__sample_16351,test,train,train,not_assigned
10.1007_s11664-015-4227-1__sample_16352,train,train,train,not_assigned
10.1007_s11664-015-4227-1__sample_16353,test,train,train,not_assigned
10.1007_s11664-015-4242-2__sample_2393,train,train,train,not_assigned
10.1007_s11664-015-4242-2__sample_2394,train,train,train,not_assigned
10.1007_s11664-015-4242-2__sample_2395,train,train,train,not_assigned
10.1007_s11664-015-4242-2__sample_2396,train,valid,train,not_assigned
10.1007_s11664-015-4242-2__sample_2397,train,train,train,not_assigned
10.1007_s11664-015-4242-2__sample_2398,test,valid,train,not_assigned
10.1007_s11664-015-4242-2__sample_2399,train,train,train,not_assigned
10.1007_s11664-015-4242-2__sample_2400,train,train,train,not_assigned
10.1007_s11664-015-4251-1__sample_21133,train,train,train,not_assigned
10.1007_s11664-015-4251-1__sample_21134,train,train,train,not_assigned
10.1007_s11664-015-4251-1__sample_21135,train,train,train,not_assigned
10.1007_s11664-015-4251-1__sample_21137,train,train,train,not_assigned
10.1007_s11664-015-4251-1__sample_21138,train,train,train,not_assigned
10.1007_s11664-015-4251-1__sample_21139,train,valid,train,not_assigned
10.1007_s11664-015-4251-1__sample_21140,train,test,train,not_assigned
10.1007_s11664-015-4266-7__sample_17554,train,train,train,not_assigned
10.1007_s11664-015-4275-6__sample_23814,train,valid,train,not_assigned
10.1007_s11664-015-4282-7__sample_5674,train,train,train,not_assigned
10.1007_s11664-015-4282-7__sample_5675,train,test,train,not_assigned
10.1007_s11664-015-4282-7__sample_5676,train,train,train,not_assigned
10.1007_s11664-015-4282-7__sample_5677,train,train,train,not_assigned
10.1007_s11664-015-4282-7__sample_5678,train,valid,train,not_assigned
10.1007_s11664-015-4282-7__sample_5679,train,train,train,not_assigned
10.1007_s11664-015-4297-0__sample_30000,train,train,train,not_assigned
10.1007_s11664-015-4297-0__sample_30001,test,test,train,not_assigned
10.1007_s11664-015-4297-0__sample_30002,train,train,train,not_assigned
10.1007_s11664-015-4297-0__sample_30003,train,train,train,not_assigned
10.1007_s11664-015-4301-8__sample_8082,train,train,train,not_assigned
10.1007_s11664-015-4301-8__sample_8083,train,train,train,not_assigned
10.1007_s11664-015-4301-8__sample_8084,train,train,train,not_assigned
10.1007_s11664-015-4301-8__sample_8085,train,train,train,not_assigned
10.1007_s11664-015-4301-8__sample_8086,train,test,train,not_assigned
10.1007_s11664-015-4302-7__sample_14989,train,train,train,not_assigned
10.1007_s11664-015-4302-7__sample_14990,train,train,train,not_assigned
10.1007_s11664-015-4302-7__sample_14991,train,test,train,not_assigned
10.1007_s11664-015-4302-7__sample_14992,train,train,train,not_assigned
10.1007_s11664-015-4303-6__sample_6467,test,train,train,not_assigned
10.1007_s11664-015-4303-6__sample_6468,train,train,train,not_assigned
10.1007_s11664-015-4303-6__sample_6469,train,valid,train,not_assigned
10.1007_s11664-015-4303-6__sample_6470,train,train,train,not_assigned
10.1007_s11664-015-4303-6__sample_6471,train,valid,train,not_assigned
10.1007_s11664-015-4303-6__sample_6472,train,train,train,not_assigned
10.1007_s11664-015-4320-5__sample_9929,train,train,test,not_assigned
10.1007_s11664-015-4320-5__sample_9931,train,train,test,not_assigned
10.1007_s11664-015-4325-0__sample_16403,test,test,train,not_assigned
10.1007_s11664-015-4325-0__sample_16404,test,train,train,not_assigned
10.1007_s11664-015-4325-0__sample_16405,train,train,train,not_assigned
10.1007_s11664-015-4325-0__sample_16406,train,train,train,not_assigned
10.1007_s11664-015-4325-0__sample_16407,train,valid,train,not_assigned
10.1007_s11664-016-4341-8__sample_17255,train,train,test,not_assigned
10.1007_s11664-016-4341-8__sample_17256,train,train,test,not_assigned
10.1007_s11664-016-4341-8__sample_17257,test,valid,test,not_assigned
10.1007_s11664-016-4341-8__sample_17258,train,train,test,not_assigned
10.1007_s11664-016-4341-8__sample_17259,train,valid,test,not_assigned
10.1007_s11664-016-4345-4__sample_9941,test,valid,test,not_assigned
10.1007_s11664-016-4345-4__sample_9942,train,train,test,not_assigned
10.1007_s11664-016-4345-4__sample_9943,train,train,test,not_assigned
10.1007_s11664-016-4345-4__sample_9944,train,train,test,not_assigned
10.1007_s11664-016-4352-5__sample_2850,train,train,train,not_assigned
10.1007_s11664-016-4352-5__sample_2851,train,train,train,not_assigned
10.1007_s11664-016-4352-5__sample_2852,train,test,train,not_assigned
10.1007_s11664-016-4352-5__sample_2853,train,train,train,not_assigned
10.1007_s11664-016-4352-5__sample_2854,train,valid,train,not_assigned
10.1007_s11664-016-4352-5__sample_2855,train,train,train,not_assigned
10.1007_s11664-016-4355-2__sample_5687,train,test,test,not_assigned
10.1007_s11664-016-4365-0__sample_21530,train,train,train,not_assigned
10.1007_s11664-016-4365-0__sample_21531,train,train,train,not_assigned
10.1007_s11664-016-4365-0__sample_21532,train,train,train,not_assigned
10.1007_s11664-016-4365-0__sample_21533,test,train,train,not_assigned
10.1007_s11664-016-4365-0__sample_21534,train,test,train,not_assigned
10.1007_s11664-016-4365-0__sample_21535,train,valid,train,not_assigned
10.1007_s11664-016-4454-0__sample_7990,train,train,test,not_assigned
10.1007_s11664-016-4454-0__sample_7991,train,train,test,not_assigned
10.1007_s11664-016-4454-0__sample_7992,test,train,test,not_assigned
10.1007_s11664-016-4486-5__sample_9947,train,train,train,not_assigned
10.1007_s11664-016-4486-5__sample_9948,train,train,train,not_assigned
10.1007_s11664-016-4486-5__sample_9949,train,train,train,not_assigned
10.1007_s11664-016-4486-5__sample_9950,train,train,train,not_assigned
10.1007_s11664-016-4486-5__sample_9951,train,test,train,not_assigned
10.1007_s11664-016-4487-4__sample_30004,train,train,train,not_assigned
10.1007_s11664-016-4487-4__sample_30005,train,train,train,not_assigned
10.1007_s11664-016-4487-4__sample_30006,train,valid,train,not_assigned
10.1007_s11664-016-4487-4__sample_30007,train,train,train,not_assigned
10.1007_s11664-016-4487-4__sample_30008,train,train,train,not_assigned
10.1007_s11664-016-4487-4__sample_30009,train,valid,train,not_assigned
10.1007_s11664-016-4665-4__sample_27664,train,train,train,not_assigned
10.1007_s11664-016-4665-4__sample_27667,train,train,train,not_assigned
10.1007_s11664-016-4665-4__sample_27673,train,train,train,not_assigned
10.1007_s11664-016-4665-4__sample_27681,test,train,train,not_assigned
10.1007_s11664-016-4665-4__sample_27682,test,train,train,not_assigned
10.1007_s11664-016-4666-3__sample_20770,train,test,train,not_assigned
10.1007_s11664-016-4666-3__sample_20771,train,train,train,not_assigned
10.1007_s11664-016-4666-3__sample_20772,test,train,train,not_assigned
10.1007_s11664-016-4666-3__sample_20773,train,valid,train,not_assigned
10.1007_s11664-016-4666-3__sample_20774,train,valid,train,not_assigned
10.1007_s11664-016-4688-x__sample_16571,train,valid,train,not_assigned
10.1007_s11664-016-4688-x__sample_16572,train,train,train,not_assigned
10.1007_s11664-016-4770-4__sample_15819,train,train,train,not_assigned
10.1007_s11664-016-4770-4__sample_15820,train,train,train,not_assigned
10.1007_s11664-016-4770-4__sample_15821,train,train,train,not_assigned
10.1007_s11664-016-4770-4__sample_15822,train,test,train,not_assigned
10.1007_s11664-016-4770-4__sample_15823,train,train,train,not_assigned
10.1007_s11664-016-4770-4__sample_15825,train,train,train,not_assigned
10.1007_s11664-016-4778-9__sample_16408,test,train,train,not_assigned
10.1007_s11664-016-4778-9__sample_16409,train,valid,train,not_assigned
10.1007_s11664-016-4778-9__sample_16410,train,train,train,not_assigned
10.1007_s11664-016-4778-9__sample_16411,train,train,train,not_assigned
10.1007_s11664-016-4804-y__sample_43044,train,train,train,not_assigned
10.1007_s11664-016-4810-0__sample_12765,train,train,train,not_assigned
10.1007_s11664-016-4810-0__sample_12766,train,train,train,not_assigned
10.1007_s11664-016-4810-0__sample_12767,train,train,train,not_assigned
10.1007_s11664-016-4810-0__sample_12768,train,train,train,not_assigned
10.1007_s11664-016-4824-7__sample_6473,test,train,test,not_assigned
10.1007_s11664-016-4824-7__sample_6474,test,test,test,not_assigned
10.1007_s11664-016-4824-7__sample_6475,train,valid,test,not_assigned
10.1007_s11664-016-4824-7__sample_6476,train,train,test,not_assigned
10.1007_s11664-016-4826-5__sample_8189,train,test,train,not_assigned
10.1007_s11664-016-4826-5__sample_8190,train,train,train,not_assigned
10.1007_s11664-016-4826-5__sample_8191,train,train,train,not_assigned
10.1007_s11664-016-4826-5__sample_8192,train,train,train,not_assigned
10.1007_s11664-016-4826-5__sample_8193,test,valid,train,not_assigned
10.1007_s11664-016-4828-3__sample_7993,test,train,train,not_assigned
10.1007_s11664-016-4828-3__sample_7994,train,train,train,not_assigned
10.1007_s11664-016-4828-3__sample_7995,train,train,train,not_assigned
10.1007_s11664-016-4828-3__sample_7996,test,test,train,not_assigned
10.1007_s11664-016-4847-0__sample_5688,train,train,train,not_assigned
10.1007_s11664-016-4847-0__sample_5689,train,test,train,not_assigned
10.1007_s11664-016-4847-0__sample_5690,train,train,train,not_assigned
10.1007_s11664-016-4847-0__sample_5691,train,train,train,not_assigned
10.1007_s11664-016-4847-0__sample_5693,train,train,train,not_assigned
10.1007_s11664-016-4857-y__sample_2556,train,test,train,not_assigned
10.1007_s11664-016-4857-y__sample_2557,train,train,train,not_assigned
10.1007_s11664-016-4857-y__sample_2558,train,test,train,not_assigned
10.1007_s11664-016-4857-y__sample_2559,test,train,train,not_assigned
10.1007_s11664-016-4857-y__sample_2560,train,train,train,not_assigned
10.1007_s11664-016-4858-x__sample_9926,test,train,train,not_assigned
10.1007_s11664-016-4858-x__sample_9930,train,train,train,not_assigned
10.1007_s11664-016-4858-x__sample_9932,train,train,train,not_assigned
10.1007_s11664-016-4858-x__sample_9933,train,train,train,not_assigned
10.1007_s11664-016-4858-x__sample_9934,train,train,train,not_assigned
10.1007_s11664-016-4865-y__sample_2341,train,train,test,not_assigned
10.1007_s11664-016-4865-y__sample_2342,train,train,test,not_assigned
10.1007_s11664-016-4865-y__sample_2343,test,train,test,not_assigned
10.1007_s11664-016-4865-y__sample_2344,train,train,test,not_assigned
10.1007_s11664-016-4865-y__sample_2345,train,train,test,not_assigned
10.1007_s11664-016-4880-z__sample_14999,test,train,train,not_assigned
10.1007_s11664-016-4880-z__sample_15000,train,train,train,not_assigned
10.1007_s11664-016-4892-8__sample_9961,train,train,train,not_assigned
10.1007_s11664-016-4892-8__sample_9962,train,train,train,not_assigned
10.1007_s11664-016-4892-8__sample_9963,test,train,train,not_assigned
10.1007_s11664-016-4892-8__sample_9964,test,train,train,not_assigned
10.1007_s11664-016-4913-7__sample_41671,train,train,train,not_assigned
10.1007_s11664-016-4913-7__sample_41672,test,train,train,not_assigned
10.1007_s11664-016-4913-7__sample_41673,train,test,train,not_assigned
10.1007_s11664-016-4913-7__sample_41674,train,train,train,not_assigned
10.1007_s11664-016-4919-1__sample_43785,train,train,train,not_assigned
10.1007_s11664-016-4919-1__sample_43786,train,valid,train,not_assigned
10.1007_s11664-016-4919-1__sample_43787,train,train,train,not_assigned
10.1007_s11664-016-4919-1__sample_43788,train,valid,train,not_assigned
10.1007_s11664-016-4919-1__sample_43789,train,test,train,not_assigned
10.1007_s11664-016-4937-z__sample_42396,test,train,train,not_assigned
10.1007_s11664-016-4937-z__sample_42397,test,train,train,not_assigned
10.1007_s11664-016-4937-z__sample_42398,test,train,train,not_assigned
10.1007_s11664-016-4937-z__sample_42399,train,train,train,not_assigned
10.1007_s11664-016-4991-6__sample_39763,train,train,train,not_assigned
10.1007_s11664-016-4991-6__sample_39764,train,train,train,not_assigned
10.1007_s11664-016-4991-6__sample_39765,train,train,train,not_assigned
10.1007_s11664-016-5013-4__sample_2323,test,valid,test,not_assigned
10.1007_s11664-016-5013-4__sample_2324,train,valid,test,not_assigned
10.1007_s11664-016-5013-4__sample_2325,train,test,test,not_assigned
10.1007_s11664-016-5013-4__sample_2326,test,train,test,not_assigned
10.1007_s11664-016-5103-3__sample_42951,train,train,train,not_assigned
10.1007_s11664-016-5103-3__sample_42952,train,train,train,not_assigned
10.1007_s11664-016-5168-z__sample_82436,train,valid,test,not_assigned
10.1007_s11664-016-5168-z__sample_82437,train,train,test,not_assigned
10.1007_s11664-016-5168-z__sample_82438,train,train,test,not_assigned
10.1007_s11664-016-5168-z__sample_82439,train,train,test,not_assigned
10.1007_s11664-016-5168-z__sample_82440,test,train,test,not_assigned
10.1007_s11664-016-5219-5__sample_2401,test,train,train,not_assigned
10.1007_s11664-016-5219-5__sample_2402,train,train,train,not_assigned
10.1007_s11664-016-5219-5__sample_2403,train,train,train,not_assigned
10.1007_s11664-016-5219-5__sample_2404,train,train,train,not_assigned
10.1007_s11664-016-5219-5__sample_2405,train,train,train,not_assigned
10.1007_s11664-016-5219-5__sample_2406,train,valid,train,not_assigned
10.1007_s11664-016-5219-5__sample_2407,train,valid,train,not_assigned
10.1007_s11664-017-5579-5__sample_42580,train,train,train,not_assigned
10.1007_s11664-017-5579-5__sample_42581,train,test,train,not_assigned
10.1007_s11664-017-5579-5__sample_42582,train,train,train,not_assigned
10.1007_s11664-017-5579-5__sample_42583,train,train,train,not_assigned
10.1007_s11664-017-5607-5__sample_2545,train,train,test,not_assigned
10.1007_s11664-017-5607-5__sample_2546,train,train,test,not_assigned
10.1007_s11664-017-5607-5__sample_2547,test,test,test,not_assigned
10.1007_s11664-017-5607-5__sample_2549,train,train,test,not_assigned
10.1007_s11664-017-5827-8__sample_82869,test,test,train,not_assigned
10.1007_s11664-017-5827-8__sample_82870,train,train,train,not_assigned
10.1007_s11664-017-5827-8__sample_82871,train,valid,train,not_assigned
10.1007_s11664-017-5827-8__sample_82872,train,train,train,not_assigned
10.1007_s11664-017-5917-7__sample_82820,train,valid,test,not_assigned
10.1007_s11664-017-5917-7__sample_82821,train,valid,test,not_assigned
10.1007_s11664-017-5917-7__sample_82822,train,test,test,not_assigned
10.1007_s11664-017-5952-4__sample_42857,train,train,train,not_assigned
10.1007_s11664-017-5952-4__sample_42858,train,train,train,not_assigned
10.1007_s11664-017-5952-4__sample_42859,train,train,train,not_assigned
10.1007_s11664-017-5952-4__sample_42860,test,train,train,not_assigned
10.1007_s11664-017-6013-8__sample_83523,train,train,test,not_assigned
10.1007_s11664-017-6013-8__sample_83524,train,valid,test,not_assigned
10.1007_s11664-017-6013-8__sample_83525,train,test,test,not_assigned
10.1007_s11664-017-6013-8__sample_83526,train,train,test,not_assigned
10.1007_s11664-017-6057-9__sample_43046,train,train,train,not_assigned
10.1007_s11664-018-06896-8__sample_41404,train,test,train,not_assigned
10.1007_s11664-018-06896-8__sample_41405,train,test,train,not_assigned
10.1007_s11664-018-06896-8__sample_41406,train,train,train,not_assigned
10.1007_s11664-018-06896-8__sample_41408,train,train,train,not_assigned
10.1007_s11664-018-6061-8__sample_29450,train,train,train,not_assigned
10.1007_s11664-018-6061-8__sample_29451,test,train,train,not_assigned
10.1007_s11664-018-6061-8__sample_29452,test,test,train,not_assigned
10.1007_s11664-018-6831-3__sample_40268,test,test,test,not_assigned
10.1007_s11664-018-6831-3__sample_40269,train,train,test,not_assigned
10.1007_s11664-018-6831-3__sample_40270,train,train,test,not_assigned
10.1007_s11664-018-6831-3__sample_40271,train,valid,test,not_assigned
10.1007_s11664-018-6831-3__sample_40272,test,train,test,not_assigned
10.1007_s11664-019-07234-2__sample_42475,train,train,train,not_assigned
10.1007_s11664-019-07234-2__sample_42476,train,train,train,not_assigned
10.1007_s11664-019-07234-2__sample_42477,train,train,train,not_assigned
10.1007_s11664-019-07252-0__sample_42947,train,valid,train,not_assigned
10.1007_s11664-019-07252-0__sample_42948,train,valid,train,not_assigned
10.1007_s11664-019-07252-0__sample_42949,train,train,train,not_assigned
10.1007_s11664-019-07252-0__sample_42950,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40101,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40102,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40104,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40105,train,test,train,not_assigned
10.1007_s11664-019-07486-y__sample_40107,train,test,train,not_assigned
10.1007_s11664-019-07486-y__sample_40108,test,valid,train,not_assigned
10.1007_s11664-019-07486-y__sample_40110,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40111,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40113,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40115,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40116,train,test,train,not_assigned
10.1007_s11664-019-07486-y__sample_40117,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40119,test,valid,train,not_assigned
10.1007_s11664-019-07486-y__sample_40120,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40121,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40122,train,train,train,not_assigned
10.1007_s11664-019-07486-y__sample_40123,test,train,train,not_assigned
10.1007_s11664-019-07521-y__sample_44270,train,train,train,not_assigned
10.1007_s11664-019-07521-y__sample_44271,test,train,train,not_assigned
10.1007_s11664-019-07521-y__sample_44272,test,test,train,not_assigned
10.1007_s11664-019-07521-y__sample_44273,train,train,train,not_assigned
10.1007_s11664-019-07653-1__sample_83306,train,train,train,not_assigned
10.1007_s11664-019-07653-1__sample_83307,train,test,train,not_assigned
10.1007_s11664-019-07653-1__sample_83308,train,test,train,not_assigned
10.1007_s11664-019-07653-1__sample_83309,train,train,train,not_assigned
10.1007_s11664-019-07653-1__sample_83310,train,train,train,not_assigned
10.1007_s11664-019-07720-7__sample_35566,test,train,test,not_assigned
10.1007_s11664-019-07720-7__sample_35567,train,train,test,not_assigned
10.1007_s11664-019-07720-7__sample_35568,train,train,test,not_assigned
10.1007_s11664-019-07720-7__sample_35569,train,train,test,not_assigned
10.1007_s11664-019-07720-7__sample_35570,train,train,test,not_assigned
10.1007_s11664-019-07720-7__sample_35571,train,valid,test,not_assigned
10.1007_s11664-019-07720-7__sample_35572,test,train,test,not_assigned
10.1007_s11664-019-07720-7__sample_35573,train,test,test,not_assigned
10.1007_s11664-019-07720-7__sample_35574,train,test,test,not_assigned
10.1007_s11664-019-07720-7__sample_35575,train,train,test,not_assigned
10.1007_s11664-019-07720-7__sample_35576,train,train,test,not_assigned
10.1007_s11664-019-07743-0__sample_35923,test,train,test,not_assigned
10.1007_s11664-019-07743-0__sample_35924,train,train,test,not_assigned
10.1007_s11664-019-07745-y__sample_32520,test,train,test,not_assigned
10.1007_s11664-019-07745-y__sample_32521,train,valid,test,not_assigned
10.1007_s11664-019-07745-y__sample_32522,train,valid,test,not_assigned
10.1007_s11664-019-07745-y__sample_32523,train,valid,test,not_assigned
10.1007_s11664-019-07745-y__sample_32524,train,train,test,not_assigned
10.1007_s11664-019-07745-y__sample_32525,train,train,test,not_assigned
